dataset,target_size,algorithm,oa,aa,k,fold
salinas,30,v3,0.93,0.96,0.92,0
salinas,29,v3,0.92,0.96,0.91,0
salinas,28,v3,0.92,0.96,0.91,0
salinas,27,v3,0.92,0.96,0.91,0
salinas,26,v3,0.92,0.96,0.91,0
salinas,25,v3,0.92,0.96,0.91,0
salinas,24,v3,0.92,0.96,0.91,0
salinas,23,v3,0.92,0.96,0.91,0
salinas,22,v3,0.92,0.96,0.91,0
salinas,21,v3,0.92,0.95,0.91,0
salinas,20,v3,0.92,0.95,0.91,0
salinas,19,v3,0.92,0.95,0.91,0
salinas,18,v3,0.92,0.95,0.91,0
salinas,17,v3,0.91,0.95,0.9,0
salinas,16,v3,0.9,0.95,0.89,0
salinas,15,v3,0.9,0.95,0.89,0
salinas,14,v3,0.9,0.94,0.88,0
salinas,13,v3,0.89,0.93,0.87,0
salinas,12,v3,0.89,0.93,0.87,0
salinas,11,v3,0.89,0.94,0.87,0
salinas,10,v3,0.88,0.93,0.87,0
salinas,9,v3,0.88,0.93,0.87,0
salinas,8,v3,0.86,0.91,0.84,0
salinas,7,v3,0.85,0.9,0.83,0
salinas,6,v3,0.84,0.88,0.82,0
salinas,5,v3,0.81,0.86,0.79,0
