dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,5,v0_weight_all,425.235,0.629,0.537,0.537,4|30|132|183|189,0.4461968243122101|0.17164285480976105|0.9394522309303284|0.7481898665428162|0.5860333442687988
