dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,v0,0.7,0.65,0.66,0
indian_pines,30,v0,0.71,0.66,0.67,1
indian_pines,30,v0,0.71,0.66,0.67,2
indian_pines,30,v0,0.69,0.64,0.65,3
indian_pines,30,v0,0.7,0.67,0.66,4
indian_pines,30,v0,0.71,0.68,0.67,5
indian_pines,30,v0,0.7,0.64,0.66,6
indian_pines,30,v0,0.7,0.65,0.66,7
indian_pines,30,v0,0.71,0.65,0.67,8
indian_pines,30,v0,0.69,0.66,0.65,9
indian_pines,30,v0,0.71,0.61,0.67,10
indian_pines,30,v0,0.7,0.66,0.66,11
indian_pines,30,v0,0.7,0.66,0.66,12
indian_pines,30,v0,0.71,0.61,0.66,13
indian_pines,30,v0,0.71,0.67,0.67,14
indian_pines,30,v0,0.72,0.66,0.68,15
indian_pines,30,v0,0.72,0.68,0.68,16
indian_pines,30,v0,0.71,0.64,0.66,17
indian_pines,30,v0,0.71,0.66,0.67,18
indian_pines,30,v0,0.71,0.67,0.66,19
indian_pines,29,v0,0.7,0.65,0.66,0
indian_pines,29,v0,0.72,0.66,0.68,1
indian_pines,29,v0,0.7,0.65,0.66,2
indian_pines,29,v0,0.69,0.64,0.65,3
indian_pines,29,v0,0.71,0.68,0.66,4
indian_pines,29,v0,0.71,0.68,0.67,5
indian_pines,29,v0,0.7,0.64,0.66,6
indian_pines,29,v0,0.7,0.65,0.66,7
indian_pines,29,v0,0.7,0.65,0.66,8
indian_pines,29,v0,0.68,0.66,0.64,9
indian_pines,29,v0,0.7,0.61,0.66,10
indian_pines,29,v0,0.71,0.66,0.66,11
indian_pines,29,v0,0.71,0.66,0.67,12
indian_pines,29,v0,0.7,0.61,0.66,13
indian_pines,29,v0,0.7,0.67,0.66,14
indian_pines,29,v0,0.72,0.66,0.67,15
indian_pines,29,v0,0.71,0.68,0.67,16
indian_pines,29,v0,0.71,0.63,0.66,17
indian_pines,29,v0,0.71,0.66,0.67,18
indian_pines,29,v0,0.7,0.67,0.66,19
indian_pines,28,v0,0.7,0.65,0.66,0
indian_pines,28,v0,0.72,0.66,0.68,1
indian_pines,28,v0,0.7,0.64,0.66,2
indian_pines,28,v0,0.69,0.64,0.65,3
indian_pines,28,v0,0.7,0.67,0.66,4
indian_pines,28,v0,0.7,0.67,0.66,5
indian_pines,28,v0,0.7,0.64,0.66,6
indian_pines,28,v0,0.7,0.65,0.66,7
indian_pines,28,v0,0.7,0.64,0.66,8
indian_pines,28,v0,0.68,0.65,0.64,9
indian_pines,28,v0,0.7,0.6,0.65,10
indian_pines,28,v0,0.7,0.65,0.66,11
indian_pines,28,v0,0.7,0.66,0.66,12
indian_pines,28,v0,0.7,0.61,0.66,13
indian_pines,28,v0,0.71,0.67,0.67,14
indian_pines,28,v0,0.71,0.66,0.67,15
indian_pines,28,v0,0.71,0.68,0.67,16
indian_pines,28,v0,0.7,0.63,0.66,17
indian_pines,28,v0,0.71,0.66,0.67,18
indian_pines,28,v0,0.7,0.67,0.66,19
indian_pines,27,v0,0.7,0.64,0.66,0
indian_pines,27,v0,0.72,0.66,0.68,1
indian_pines,27,v0,0.69,0.64,0.65,2
indian_pines,27,v0,0.69,0.63,0.65,3
indian_pines,27,v0,0.69,0.67,0.65,4
indian_pines,27,v0,0.69,0.66,0.65,5
indian_pines,27,v0,0.69,0.64,0.65,6
indian_pines,27,v0,0.69,0.64,0.65,7
indian_pines,27,v0,0.69,0.64,0.65,8
indian_pines,27,v0,0.68,0.65,0.63,9
indian_pines,27,v0,0.69,0.6,0.65,10
indian_pines,27,v0,0.69,0.64,0.65,11
indian_pines,27,v0,0.7,0.65,0.66,12
indian_pines,27,v0,0.69,0.59,0.65,13
indian_pines,27,v0,0.71,0.67,0.67,14
indian_pines,27,v0,0.7,0.65,0.66,15
indian_pines,27,v0,0.71,0.66,0.66,16
indian_pines,27,v0,0.7,0.62,0.66,17
indian_pines,27,v0,0.7,0.65,0.66,18
indian_pines,27,v0,0.7,0.66,0.65,19
