dataset,target_size,algorithm,oa,aa,k,fold
paviaU,30,v0,0.92,0.89,0.89,0
paviaU,30,v0,0.92,0.89,0.89,1
paviaU,30,v0,0.92,0.9,0.89,2
paviaU,30,v0,0.91,0.89,0.89,3
paviaU,30,v0,0.91,0.88,0.88,4
paviaU,30,v0,0.92,0.89,0.89,5
paviaU,30,v0,0.92,0.9,0.89,6
paviaU,30,v0,0.92,0.9,0.89,7
paviaU,30,v0,0.92,0.89,0.89,8
paviaU,30,v0,0.92,0.89,0.89,9
paviaU,30,v0,0.92,0.9,0.89,10
paviaU,30,v0,0.92,0.89,0.89,11
paviaU,30,v0,0.92,0.9,0.9,12
paviaU,30,v0,0.92,0.91,0.9,13
paviaU,30,v0,0.91,0.88,0.88,14
paviaU,30,v0,0.9,0.88,0.87,15
paviaU,30,v0,0.91,0.9,0.89,16
paviaU,30,v0,0.92,0.89,0.89,17
paviaU,30,v0,0.91,0.89,0.88,18
paviaU,30,v0,0.92,0.9,0.89,19
paviaU,29,v0,0.92,0.89,0.89,0
paviaU,29,v0,0.92,0.89,0.89,1
paviaU,29,v0,0.92,0.9,0.89,2
paviaU,29,v0,0.92,0.89,0.89,3
paviaU,29,v0,0.91,0.88,0.88,4
paviaU,29,v0,0.92,0.89,0.89,5
paviaU,29,v0,0.92,0.9,0.89,6
paviaU,29,v0,0.92,0.9,0.89,7
paviaU,29,v0,0.92,0.89,0.89,8
paviaU,29,v0,0.92,0.89,0.89,9
paviaU,29,v0,0.92,0.89,0.89,10
paviaU,29,v0,0.92,0.89,0.89,11
paviaU,29,v0,0.92,0.9,0.89,12
paviaU,29,v0,0.92,0.91,0.9,13
paviaU,29,v0,0.92,0.89,0.89,14
paviaU,29,v0,0.91,0.88,0.88,15
paviaU,29,v0,0.92,0.9,0.89,16
paviaU,29,v0,0.92,0.89,0.89,17
paviaU,29,v0,0.91,0.89,0.88,18
paviaU,29,v0,0.92,0.9,0.9,19
paviaU,28,v0,0.92,0.89,0.89,0
paviaU,28,v0,0.92,0.89,0.89,1
paviaU,28,v0,0.92,0.9,0.89,2
paviaU,28,v0,0.92,0.89,0.89,3
paviaU,28,v0,0.91,0.88,0.88,4
paviaU,28,v0,0.92,0.89,0.89,5
paviaU,28,v0,0.92,0.89,0.89,6
paviaU,28,v0,0.92,0.9,0.9,7
paviaU,28,v0,0.92,0.89,0.89,8
paviaU,28,v0,0.92,0.9,0.89,9
paviaU,28,v0,0.92,0.89,0.89,10
paviaU,28,v0,0.92,0.89,0.89,11
paviaU,28,v0,0.92,0.9,0.9,12
paviaU,28,v0,0.92,0.91,0.9,13
paviaU,28,v0,0.92,0.89,0.89,14
paviaU,28,v0,0.91,0.88,0.88,15
paviaU,28,v0,0.92,0.9,0.89,16
paviaU,28,v0,0.92,0.89,0.89,17
paviaU,28,v0,0.91,0.89,0.89,18
paviaU,28,v0,0.92,0.9,0.9,19
paviaU,27,v0,0.92,0.89,0.89,0
paviaU,27,v0,0.92,0.89,0.89,1
paviaU,27,v0,0.92,0.9,0.89,2
paviaU,27,v0,0.92,0.89,0.89,3
paviaU,27,v0,0.91,0.88,0.88,4
paviaU,27,v0,0.92,0.89,0.89,5
paviaU,27,v0,0.92,0.9,0.9,6
paviaU,27,v0,0.92,0.9,0.9,7
paviaU,27,v0,0.92,0.89,0.89,8
paviaU,27,v0,0.92,0.89,0.89,9
paviaU,27,v0,0.92,0.89,0.89,10
paviaU,27,v0,0.92,0.89,0.89,11
paviaU,27,v0,0.92,0.9,0.9,12
paviaU,27,v0,0.92,0.9,0.9,13
paviaU,27,v0,0.92,0.89,0.89,14
paviaU,27,v0,0.91,0.88,0.88,15
paviaU,27,v0,0.92,0.9,0.89,16
paviaU,27,v0,0.92,0.89,0.89,17
paviaU,27,v0,0.92,0.89,0.89,18
paviaU,27,v0,0.92,0.9,0.89,19
paviaU,26,v0,0.92,0.89,0.89,0
paviaU,26,v0,0.92,0.89,0.89,1
