dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,v1,231.857,0.832,0.848,0.808,2|5|7|10|11|14|16|19|25|30|41|46|54|63|66|69|72|83|107|109|110|111|122|132|161|169|179|183|187|191,0
indian_pines,29,v1,0.0,0.826,0.844,0.802,2|5|7|10|11|14|16|19|30|41|46|54|63|66|69|72|83|107|109|110|111|122|132|161|169|179|183|187|191,0
indian_pines,28,v1,0.0,0.831,0.858,0.807,2|5|7|10|11|14|16|19|30|41|46|54|63|66|69|72|83|107|109|110|111|122|132|161|169|179|183|187,0
indian_pines,27,v1,0.0,0.837,0.867,0.814,2|5|7|10|11|14|16|19|30|41|46|54|63|66|69|72|107|109|110|111|122|132|161|169|179|183|187,0
indian_pines,26,v1,0.0,0.82,0.833,0.795,2|5|7|10|11|14|16|19|30|46|54|63|66|69|72|107|109|110|111|122|132|161|169|179|183|187,0
indian_pines,25,v1,0.0,0.824,0.835,0.8,2|5|7|10|11|14|16|19|30|46|54|63|66|69|72|107|109|111|122|132|161|169|179|183|187,0
indian_pines,24,v1,0.0,0.819,0.828,0.793,2|5|7|10|11|14|16|19|30|46|54|63|66|69|72|107|109|111|132|161|169|179|183|187,0
indian_pines,23,v1,0.0,0.819,0.832,0.794,2|5|7|10|11|14|16|19|30|46|63|66|69|72|107|109|111|132|161|169|179|183|187,0
indian_pines,22,v1,0.0,0.817,0.838,0.792,2|5|7|10|14|16|19|30|46|63|66|69|72|107|109|111|132|161|169|179|183|187,0
indian_pines,21,v1,0.0,0.787,0.801,0.757,2|5|7|10|14|16|19|30|46|63|66|69|72|107|109|111|161|169|179|183|187,0
indian_pines,20,v1,0.0,0.774,0.779,0.743,2|5|7|10|14|16|19|30|63|66|69|72|107|109|111|161|169|179|183|187,0
indian_pines,19,v1,0.0,0.785,0.798,0.755,2|5|7|10|14|16|19|30|63|66|69|72|109|111|161|169|179|183|187,0
indian_pines,18,v1,0.0,0.77,0.778,0.738,2|5|7|10|14|16|19|63|66|69|72|109|111|161|169|179|183|187,0
indian_pines,17,v1,0.0,0.784,0.803,0.753,2|5|7|10|14|16|19|63|66|69|72|111|161|169|179|183|187,0
indian_pines,16,v1,0.0,0.744,0.724,0.709,2|5|7|10|14|16|19|63|66|69|72|161|169|179|183|187,0
indian_pines,15,v1,0.0,0.737,0.709,0.699,2|5|7|10|14|16|63|66|69|72|161|169|179|183|187,0
indian_pines,14,v1,0.0,0.728,0.699,0.688,2|5|7|10|14|16|63|66|72|161|169|179|183|187,0
indian_pines,13,v1,0.0,0.736,0.7,0.698,2|5|7|10|14|16|63|66|72|161|169|183|187,0
indian_pines,12,v1,0.0,0.736,0.689,0.697,2|5|7|10|14|16|66|72|161|169|183|187,0
indian_pines,11,v1,0.0,0.746,0.711,0.709,2|5|7|10|14|16|66|72|161|169|183,0
indian_pines,10,v1,0.0,0.715,0.659,0.672,2|5|7|10|14|16|72|161|169|183,0
indian_pines,9,v1,0.0,0.69,0.632,0.642,2|5|7|10|14|16|72|161|183,0
indian_pines,8,v1,0.0,0.706,0.656,0.661,5|7|10|14|16|72|161|183,0
indian_pines,7,v1,0.0,0.698,0.641,0.651,5|7|14|16|72|161|183,0
indian_pines,6,v1,0.0,0.697,0.626,0.65,5|7|16|72|161|183,0
indian_pines,5,v1,0.0,0.62,0.48,0.557,5|7|16|161|183,0
indian_pines,30,v2,214.206,0.821,0.854,0.795,4|5|6|9|16|19|23|25|29|34|37|39|54|57|61|72|88|109|114|117|126|133|161|171|178|185|186|188|190|196,0
indian_pines,29,v2,0.0,0.825,0.856,0.801,4|5|6|9|16|19|23|25|29|34|37|39|54|57|61|72|88|109|114|117|126|133|161|171|178|185|188|190|196,0
indian_pines,28,v2,0.0,0.821,0.839,0.795,4|5|6|9|16|19|23|25|29|34|37|39|54|57|61|72|88|109|114|117|126|133|161|171|178|185|190|196,0
indian_pines,27,v2,0.0,0.817,0.836,0.791,4|5|6|9|16|19|23|25|29|34|37|39|54|57|61|72|88|109|114|126|133|161|171|178|185|190|196,0
indian_pines,26,v2,0.0,0.811,0.816,0.784,4|5|6|9|16|19|23|25|29|34|39|54|57|61|72|88|109|114|126|133|161|171|178|185|190|196,0
indian_pines,25,v2,0.0,0.798,0.811,0.77,4|5|6|9|16|19|23|25|29|34|39|54|57|72|88|109|114|126|133|161|171|178|185|190|196,0
indian_pines,24,v2,0.0,0.801,0.838,0.773,4|5|6|9|16|19|23|25|29|34|39|54|57|72|88|109|114|126|133|161|171|178|185|190,0
indian_pines,23,v2,0.0,0.798,0.833,0.77,4|5|6|9|16|19|23|25|29|34|39|54|57|72|88|109|114|133|161|171|178|185|190,0
indian_pines,22,v2,0.0,0.803,0.836,0.775,4|5|6|9|16|19|23|25|29|34|39|57|72|88|109|114|133|161|171|178|185|190,0
indian_pines,21,v2,0.0,0.798,0.812,0.77,4|5|6|9|16|19|23|25|29|34|57|72|88|109|114|133|161|171|178|185|190,0
indian_pines,20,v2,0.0,0.797,0.785,0.768,4|5|6|9|16|19|23|25|29|57|72|88|109|114|133|161|171|178|185|190,0
indian_pines,19,v2,0.0,0.798,0.773,0.769,4|5|6|9|16|19|23|25|29|57|72|88|109|114|133|161|171|178|190,0
indian_pines,18,v2,0.0,0.781,0.762,0.75,4|5|6|9|16|19|23|25|29|57|72|88|109|114|133|171|178|190,0
indian_pines,17,v2,0.0,0.796,0.801,0.767,4|5|6|9|16|19|23|25|29|57|72|109|114|133|171|178|190,0
indian_pines,16,v2,0.0,0.798,0.781,0.77,4|5|6|9|16|19|23|25|57|72|109|114|133|171|178|190,0
indian_pines,15,v2,0.0,0.813,0.792,0.786,4|5|6|9|16|19|23|25|57|72|114|133|171|178|190,0
indian_pines,14,v2,0.0,0.802,0.78,0.773,4|5|6|9|16|19|23|25|57|72|114|133|171|190,0
indian_pines,13,v2,0.0,0.789,0.766,0.758,4|5|6|9|16|19|23|25|57|72|114|133|171,0
indian_pines,12,v2,0.0,0.758,0.716,0.723,4|5|6|9|16|19|23|25|57|72|114|171,0
indian_pines,11,v2,0.0,0.744,0.684,0.707,4|5|6|9|16|19|23|25|57|114|171,0
indian_pines,10,v2,0.0,0.71,0.655,0.668,4|5|6|9|16|19|23|25|57|171,0
indian_pines,9,v2,0.0,0.651,0.555,0.598,4|5|6|9|16|19|23|25|171,0
indian_pines,8,v2,0.0,0.655,0.579,0.602,4|5|6|9|16|23|25|171,0
indian_pines,7,v2,0.0,0.651,0.571,0.597,4|5|6|9|16|23|171,0
indian_pines,6,v2,0.0,0.581,0.484,0.511,4|5|6|9|16|171,0
indian_pines,5,v2,0.0,0.509,0.38,0.413,4|5|6|9|16,0
indian_pines,30,v1,217.089,0.814,0.835,0.787,0|5|6|8|14|16|18|19|23|29|34|41|65|70|72|75|77|109|112|122|132|146|159|162|168|175|181|183|186|189,1
indian_pines,29,v1,0.0,0.813,0.83,0.786,0|5|6|8|14|16|18|19|23|29|34|41|65|70|72|75|77|109|112|122|146|159|162|168|175|181|183|186|189,1
indian_pines,28,v1,0.0,0.809,0.83,0.782,0|5|6|8|14|18|19|23|29|34|41|65|70|72|75|77|109|112|122|146|159|162|168|175|181|183|186|189,1
indian_pines,27,v1,0.0,0.806,0.812,0.779,0|5|6|8|14|18|19|23|29|34|41|65|70|72|75|77|109|122|146|159|162|168|175|181|183|186|189,1
indian_pines,26,v1,0.0,0.774,0.787,0.742,0|5|6|8|14|18|19|23|29|34|41|65|70|72|75|77|109|146|159|162|168|175|181|183|186|189,1
indian_pines,25,v1,0.0,0.778,0.793,0.746,0|5|6|8|14|18|19|23|29|34|41|65|70|72|75|77|109|146|162|168|175|181|183|186|189,1
indian_pines,24,v1,0.0,0.775,0.787,0.743,0|5|6|8|18|19|23|29|34|41|65|70|72|75|77|109|146|162|168|175|181|183|186|189,1
indian_pines,23,v1,0.0,0.756,0.773,0.721,0|5|6|8|18|19|23|29|34|41|65|70|72|75|109|146|162|168|175|181|183|186|189,1
indian_pines,22,v1,0.0,0.76,0.774,0.726,0|5|6|8|19|23|29|34|41|65|70|72|75|109|146|162|168|175|181|183|186|189,1
indian_pines,21,v1,0.0,0.759,0.758,0.725,0|5|6|8|19|23|34|41|65|70|72|75|109|146|162|168|175|181|183|186|189,1
indian_pines,20,v1,0.0,0.739,0.777,0.701,0|5|6|8|19|23|34|41|65|70|72|75|109|162|168|175|181|183|186|189,1
indian_pines,19,v1,0.0,0.75,0.792,0.715,0|5|6|8|19|23|34|41|65|70|72|75|109|162|168|175|181|183|186,1
indian_pines,18,v1,0.0,0.731,0.748,0.694,0|5|6|8|19|23|41|65|70|72|75|109|162|168|175|181|183|186,1
indian_pines,17,v1,0.0,0.727,0.746,0.689,0|5|6|8|19|23|41|65|72|75|109|162|168|175|181|183|186,1
indian_pines,16,v1,0.0,0.73,0.748,0.692,0|5|6|8|19|23|41|65|72|75|109|162|168|181|183|186,1
indian_pines,15,v1,0.0,0.726,0.743,0.688,0|5|6|8|19|23|41|65|75|109|162|168|181|183|186,1
indian_pines,14,v1,0.0,0.715,0.732,0.675,0|5|6|8|19|23|41|65|109|162|168|181|183|186,1
indian_pines,13,v1,0.0,0.702,0.693,0.659,0|5|6|8|19|41|65|109|162|168|181|183|186,1
indian_pines,12,v1,0.0,0.695,0.708,0.651,0|5|6|8|19|41|65|162|168|181|183|186,1
indian_pines,11,v1,0.0,0.718,0.736,0.678,0|5|6|8|19|41|65|162|168|181|183,1
indian_pines,10,v1,0.0,0.712,0.723,0.671,0|5|6|8|19|41|65|168|181|183,1
indian_pines,9,v1,0.0,0.707,0.703,0.665,0|5|6|8|19|41|65|168|181,1
indian_pines,8,v1,0.0,0.676,0.647,0.629,0|5|6|8|41|65|168|181,1
indian_pines,7,v1,0.0,0.706,0.612,0.662,5|6|8|41|65|168|181,1
indian_pines,6,v1,0.0,0.698,0.623,0.651,5|6|8|41|65|168,1
indian_pines,5,v1,0.0,0.628,0.549,0.567,5|6|8|41|65,1
indian_pines,30,v2,224.391,0.824,0.762,0.799,1|3|4|6|8|12|16|19|28|35|38|46|47|58|62|63|70|86|105|107|112|122|133|148|160|171|175|177|180|196,1
indian_pines,29,v2,0.0,0.828,0.765,0.803,1|3|4|6|8|12|16|19|28|35|38|46|47|58|62|63|70|86|105|107|112|122|133|148|160|171|175|180|196,1
indian_pines,28,v2,0.0,0.837,0.78,0.814,1|3|4|6|8|12|16|19|28|35|38|46|47|58|62|63|70|86|107|112|122|133|148|160|171|175|180|196,1
indian_pines,27,v2,0.0,0.824,0.773,0.799,1|3|4|6|8|12|16|19|28|35|38|46|47|58|62|63|70|86|107|112|122|148|160|171|175|180|196,1
indian_pines,26,v2,0.0,0.824,0.773,0.799,1|3|4|6|8|12|16|19|28|35|38|46|47|58|62|63|70|86|112|122|148|160|171|175|180|196,1
indian_pines,25,v2,0.0,0.821,0.768,0.795,1|3|4|6|8|12|16|19|28|35|38|46|47|58|62|63|70|112|122|148|160|171|175|180|196,1
indian_pines,24,v2,0.0,0.819,0.765,0.793,1|3|4|6|8|12|16|19|28|35|38|46|58|62|63|70|112|122|148|160|171|175|180|196,1
indian_pines,23,v2,0.0,0.831,0.839,0.808,3|4|6|8|12|16|19|28|35|38|46|58|62|63|70|112|122|148|160|171|175|180|196,1
indian_pines,22,v2,0.0,0.83,0.837,0.806,3|4|6|8|12|16|19|28|35|38|46|58|63|70|112|122|148|160|171|175|180|196,1
indian_pines,21,v2,0.0,0.825,0.831,0.8,3|4|6|8|12|16|19|28|35|46|58|63|70|112|122|148|160|171|175|180|196,1
indian_pines,20,v2,0.0,0.824,0.79,0.799,4|6|8|12|16|19|28|35|46|58|63|70|112|122|148|160|171|175|180|196,1
indian_pines,19,v2,0.0,0.822,0.785,0.797,4|6|8|12|16|19|28|35|58|63|70|112|122|148|160|171|175|180|196,1
indian_pines,18,v2,0.0,0.813,0.791,0.787,4|6|8|12|16|19|28|35|58|63|70|112|122|148|160|171|175|196,1
indian_pines,17,v2,0.001,0.829,0.86,0.805,4|6|8|12|16|19|28|35|58|63|70|112|122|148|160|171|175,1
indian_pines,16,v2,0.0,0.834,0.863,0.81,4|6|8|12|16|19|28|35|58|63|112|122|148|160|171|175,1
indian_pines,15,v2,0.0,0.828,0.821,0.803,4|6|8|12|16|19|28|35|58|63|112|122|160|171|175,1
indian_pines,14,v2,0.0,0.826,0.839,0.801,4|6|8|12|16|19|28|35|58|112|122|160|171|175,1
indian_pines,13,v2,0.0,0.815,0.827,0.788,4|6|8|12|16|19|28|35|58|112|122|160|175,1
indian_pines,12,v2,0.0,0.81,0.815,0.783,4|6|8|12|16|28|35|58|112|122|160|175,1
indian_pines,11,v2,0.0,0.803,0.755,0.775,4|6|8|12|16|28|35|58|112|122|175,1
indian_pines,10,v2,0.0,0.78,0.727,0.748,4|6|8|12|16|35|58|112|122|175,1
indian_pines,9,v2,0.0,0.763,0.694,0.729,4|6|8|12|16|58|112|122|175,1
indian_pines,8,v2,0.0,0.745,0.67,0.707,4|6|8|12|16|58|122|175,1
indian_pines,7,v2,0.0,0.695,0.627,0.648,4|6|8|12|16|122|175,1
indian_pines,6,v2,0.0,0.593,0.49,0.524,4|6|8|12|16|175,1
indian_pines,5,v2,0.0,0.588,0.465,0.518,4|6|8|16|175,1
indian_pines,30,v1,240.72,0.777,0.765,0.745,5|6|7|10|12|14|16|18|19|21|22|28|29|32|42|45|51|68|72|73|109|152|155|160|162|169|170|178|183|189,2
indian_pines,29,v1,0.0,0.774,0.768,0.742,5|6|7|10|12|14|16|18|19|21|22|28|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178|183|189,2
indian_pines,28,v1,0.0,0.771,0.762,0.739,5|6|7|10|12|14|16|18|19|21|22|28|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178|189,2
indian_pines,27,v1,0.0,0.765,0.784,0.733,5|6|7|10|12|14|16|18|19|21|22|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178|189,2
indian_pines,26,v1,0.0,0.768,0.779,0.735,5|6|7|10|12|14|16|18|19|21|22|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178,2
indian_pines,25,v1,0.0,0.772,0.781,0.74,5|6|7|10|12|14|16|18|19|21|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178,2
indian_pines,24,v1,0.0,0.778,0.804,0.747,5|6|7|10|12|14|16|18|19|21|29|32|42|45|51|68|72|73|109|160|162|169|170|178,2
indian_pines,23,v1,0.0,0.77,0.778,0.738,5|6|7|10|12|14|16|18|19|21|29|32|42|45|51|68|72|73|160|162|169|170|178,2
indian_pines,22,v1,0.0,0.763,0.769,0.729,5|6|7|10|12|14|16|18|19|21|29|32|42|45|51|68|72|73|160|169|170|178,2
indian_pines,21,v1,0.0,0.772,0.78,0.739,5|6|7|12|14|16|18|19|21|29|32|42|45|51|68|72|73|160|169|170|178,2
indian_pines,20,v1,0.0,0.761,0.766,0.727,5|6|7|12|14|16|18|19|21|29|32|42|45|51|68|72|73|160|169|170,2
indian_pines,19,v1,0.0,0.759,0.76,0.724,5|6|7|12|14|16|19|21|29|32|42|45|51|68|72|73|160|169|170,2
indian_pines,18,v1,0.0,0.759,0.761,0.725,5|6|7|12|14|16|19|21|29|32|42|45|68|72|73|160|169|170,2
indian_pines,17,v1,0.0,0.758,0.738,0.723,5|6|7|12|14|16|19|21|29|32|42|45|68|73|160|169|170,2
indian_pines,16,v1,0.0,0.767,0.766,0.733,5|6|7|12|16|19|21|29|32|42|45|68|73|160|169|170,2
indian_pines,15,v1,0.0,0.75,0.752,0.713,5|6|7|12|16|19|21|29|32|42|45|68|73|160|169,2
indian_pines,14,v1,0.0,0.752,0.744,0.716,5|6|7|16|19|21|29|32|42|45|68|73|160|169,2
indian_pines,13,v1,0.0,0.75,0.744,0.714,5|6|7|16|19|21|29|32|42|45|73|160|169,2
indian_pines,12,v1,0.0,0.757,0.739,0.723,5|6|7|16|19|29|32|42|45|73|160|169,2
indian_pines,11,v1,0.0,0.742,0.718,0.704,5|6|7|16|19|29|32|42|45|73|160,2
