dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,v1,220.43,0.814,0.811,0.788,2|5|7|10|11|14|16|19|25|30|41|46|54|63|66|69|72|83|107|109|110|111|122|132|161|169|179|183|187|191||0|5|6|8|14|16|18|19|23|29|34|41|65|70|72|75|77|109|112|122|132|146|159|162|168|175|181|183|186|189||5|6|7|10|12|14|16|18|19|21|22|28|29|32|42|45|51|68|72|73|109|152|155|160|162|169|170|178|183|189||5|7|10|16|19|29|32|34|38|63|65|70|72|76|107|122|132|149|153|159|162|165|168|169|172|174|184|186|187|189||0|5|6|8|14|16|19|25|29|31|33|38|41|65|72|73|104|109|115|120|122|151|160|161|168|169|177|181|186|189||5|6|8|11|14|16|18|21|23|29|31|32|35|39|63|72|101|105|124|151|153|157|159|170|172|175|181|186|187|189||5|6|8|10|14|16|19|24|29|31|36|41|70|72|75|83|112|127|151|159|164|165|169|174|175|181|184|186|189|192||4|5|6|7|8|14|16|18|19|25|29|34|38|41|57|63|65|73|101|104|109|115|122|125|132|153|156|169|187|189||0|5|6|8|16|19|24|26|29|30|31|33|38|42|63|65|76|80|116|122|134|164|170|171|174|175|181|186|189|191||5|6|8|10|13|16|18|19|22|24|26|29|34|38|42|46|47|51|65|101|109|132|156|159|164|167|169|171|175|181
indian_pines,29,v1,0.0,0.812,0.81,0.786,2|5|7|10|11|14|16|19|30|41|46|54|63|66|69|72|83|107|109|110|111|122|132|161|169|179|183|187|191||0|5|6|8|14|16|18|19|23|29|34|41|65|70|72|75|77|109|112|122|146|159|162|168|175|181|183|186|189||5|6|7|10|12|14|16|18|19|21|22|28|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178|183|189||5|7|10|16|19|29|32|34|38|63|65|70|72|76|107|122|132|149|153|159|162|168|169|172|174|184|186|187|189||0|5|6|8|14|16|19|25|29|31|33|38|41|65|72|73|104|109|115|120|122|151|160|161|168|169|181|186|189||5|6|8|14|16|18|21|23|29|31|32|35|39|63|72|101|105|124|151|153|157|159|170|172|175|181|186|187|189||5|6|8|10|14|16|19|24|29|31|36|41|70|72|75|112|127|151|159|164|165|169|174|175|181|184|186|189|192||4|5|6|7|8|14|16|18|19|25|29|34|38|41|57|63|73|101|104|109|115|122|125|132|153|156|169|187|189||0|5|6|8|16|19|24|26|29|30|33|38|42|63|65|76|80|116|122|134|164|170|171|174|175|181|186|189|191||5|6|8|10|13|16|18|19|22|24|26|29|34|38|42|46|47|51|65|101|109|132|159|164|167|169|171|175|181
indian_pines,28,v1,0.0,0.813,0.813,0.787,2|5|7|10|11|14|16|19|30|41|46|54|63|66|69|72|83|107|109|110|111|122|132|161|169|179|183|187||0|5|6|8|14|18|19|23|29|34|41|65|70|72|75|77|109|112|122|146|159|162|168|175|181|183|186|189||5|6|7|10|12|14|16|18|19|21|22|28|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178|189||5|7|10|16|19|29|34|38|63|65|70|72|76|107|122|132|149|153|159|162|168|169|172|174|184|186|187|189||0|5|6|8|14|16|19|25|29|31|33|38|41|65|72|73|109|115|120|122|151|160|161|168|169|181|186|189||5|6|8|14|16|18|21|23|29|31|32|35|39|63|72|101|105|124|151|153|157|159|170|175|181|186|187|189||5|6|8|10|14|16|19|24|29|31|36|41|70|72|112|127|151|159|164|165|169|174|175|181|184|186|189|192||4|5|6|7|14|16|18|19|25|29|34|38|41|57|63|73|101|104|109|115|122|125|132|153|156|169|187|189||0|5|6|8|16|19|24|26|29|30|33|38|42|63|65|76|80|122|134|164|170|171|174|175|181|186|189|191||5|6|8|10|13|16|18|19|22|26|29|34|38|42|46|47|51|65|101|109|132|159|164|167|169|171|175|181
indian_pines,27,v1,0.0,0.809,0.81,0.782,2|5|7|10|11|14|16|19|30|41|46|54|63|66|69|72|107|109|110|111|122|132|161|169|179|183|187||0|5|6|8|14|18|19|23|29|34|41|65|70|72|75|77|109|122|146|159|162|168|175|181|183|186|189||5|6|7|10|12|14|16|18|19|21|22|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178|189||5|7|10|16|19|29|34|38|63|65|70|72|76|107|132|149|153|159|162|168|169|172|174|184|186|187|189||0|5|6|8|14|16|19|25|29|31|33|38|41|65|72|73|115|120|122|151|160|161|168|169|181|186|189||5|6|8|16|18|21|23|29|31|32|35|39|63|72|101|105|124|151|153|157|159|170|175|181|186|187|189||5|6|8|10|14|16|19|24|29|31|36|41|70|72|112|127|159|164|165|169|174|175|181|184|186|189|192||4|5|6|7|14|16|18|19|25|29|34|38|41|57|63|73|101|104|109|115|122|125|132|153|169|187|189||0|5|6|8|16|19|24|26|29|30|33|38|42|63|65|76|80|122|164|170|171|174|175|181|186|189|191||5|6|8|10|13|16|18|19|22|26|29|34|38|42|46|47|51|65|101|109|132|159|164|167|171|175|181
indian_pines,26,v1,0.0,0.802,0.802,0.774,2|5|7|10|11|14|16|19|30|46|54|63|66|69|72|107|109|110|111|122|132|161|169|179|183|187||0|5|6|8|14|18|19|23|29|34|41|65|70|72|75|77|109|146|159|162|168|175|181|183|186|189||5|6|7|10|12|14|16|18|19|21|22|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178||5|7|10|16|19|29|34|38|63|65|70|72|76|107|132|149|159|162|168|169|172|174|184|186|187|189||0|5|6|8|14|16|19|25|29|31|33|38|41|65|72|115|120|122|151|160|161|168|169|181|186|189||5|6|8|16|18|21|23|29|31|32|35|39|63|72|101|105|124|151|153|159|170|175|181|186|187|189||5|6|8|10|14|16|19|24|29|31|36|41|70|72|112|159|164|165|169|174|175|181|184|186|189|192||4|5|6|7|14|16|18|19|25|29|34|38|41|57|63|73|101|104|109|115|122|125|132|169|187|189||0|5|6|8|16|19|24|26|29|30|33|38|42|63|65|76|80|122|164|170|171|174|181|186|189|191||5|6|8|10|13|16|19|22|26|29|34|38|42|46|47|51|65|101|109|132|159|164|167|171|175|181
indian_pines,25,v1,0.0,0.802,0.8,0.774,2|5|7|10|11|14|16|19|30|46|54|63|66|69|72|107|109|111|122|132|161|169|179|183|187||0|5|6|8|14|18|19|23|29|34|41|65|70|72|75|77|109|146|162|168|175|181|183|186|189||5|6|7|10|12|14|16|18|19|21|29|32|42|45|51|68|72|73|109|155|160|162|169|170|178||5|7|10|16|19|29|34|38|63|65|70|72|76|107|132|149|159|162|169|172|174|184|186|187|189||0|5|6|8|14|16|19|25|29|31|33|38|41|65|72|120|122|151|160|161|168|169|181|186|189||5|6|8|16|18|21|23|29|31|32|35|39|63|72|101|105|124|151|153|159|170|175|181|186|187||5|6|8|10|14|16|19|24|29|31|36|41|70|72|112|159|164|165|169|174|175|181|184|186|189||4|5|6|7|14|16|18|19|25|29|34|38|41|57|63|73|101|104|109|122|125|132|169|187|189||0|5|6|8|16|19|24|26|29|30|33|38|42|63|65|80|122|164|170|171|174|181|186|189|191||5|6|8|10|13|16|19|22|26|29|34|38|42|46|47|51|65|101|132|159|164|167|171|175|181
indian_pines,24,v1,0.0,0.799,0.799,0.771,2|5|7|10|11|14|16|19|30|46|54|63|66|69|72|107|109|111|132|161|169|179|183|187||0|5|6|8|18|19|23|29|34|41|65|70|72|75|77|109|146|162|168|175|181|183|186|189||5|6|7|10|12|14|16|18|19|21|29|32|42|45|51|68|72|73|109|160|162|169|170|178||5|7|10|16|19|29|34|38|63|65|70|72|76|107|132|149|159|169|172|174|184|186|187|189||0|5|6|8|14|16|19|25|29|31|33|38|41|72|120|122|151|160|161|168|169|181|186|189||5|6|8|16|18|23|29|31|32|35|39|63|72|101|105|124|151|153|159|170|175|181|186|187||5|6|8|10|14|16|19|24|29|31|36|41|70|112|159|164|165|169|174|175|181|184|186|189||4|5|6|7|14|16|18|19|25|29|38|41|57|63|73|101|104|109|122|125|132|169|187|189||0|5|6|8|16|19|24|26|29|30|33|38|42|63|65|80|122|164|170|171|174|181|189|191||5|6|8|10|13|16|19|22|26|29|34|38|42|46|47|65|101|132|159|164|167|171|175|181
indian_pines,23,v1,0.0,0.792,0.791,0.763,2|5|7|10|11|14|16|19|30|46|63|66|69|72|107|109|111|132|161|169|179|183|187||0|5|6|8|18|19|23|29|34|41|65|70|72|75|109|146|162|168|175|181|183|186|189||5|6|7|10|12|14|16|18|19|21|29|32|42|45|51|68|72|73|160|162|169|170|178||5|7|10|16|19|29|34|38|63|65|70|72|76|107|132|149|159|169|172|174|184|186|189||0|5|6|8|14|16|19|25|29|31|38|41|72|120|122|151|160|161|168|169|181|186|189||5|6|8|16|18|23|29|31|32|35|39|63|72|101|105|124|151|153|159|170|175|181|187||5|6|8|10|14|16|19|24|29|31|36|41|70|112|159|164|165|169|174|181|184|186|189||4|5|6|7|14|16|18|19|25|29|38|41|57|63|73|101|104|109|122|132|169|187|189||0|5|6|8|16|19|24|26|29|30|33|38|42|63|65|80|122|164|170|174|181|189|191||5|6|8|10|13|16|19|22|26|29|38|42|46|47|65|101|132|159|164|167|171|175|181
indian_pines,22,v1,0.0,0.789,0.785,0.76,2|5|7|10|14|16|19|30|46|63|66|69|72|107|109|111|132|161|169|179|183|187||0|5|6|8|19|23|29|34|41|65|70|72|75|109|146|162|168|175|181|183|186|189||5|6|7|10|12|14|16|18|19|21|29|32|42|45|51|68|72|73|160|169|170|178||5|7|10|16|19|29|34|38|63|70|72|76|107|132|149|159|169|172|174|184|186|189||0|5|6|8|14|16|19|25|31|38|41|72|120|122|151|160|161|168|169|181|186|189||5|6|8|16|18|23|29|31|32|35|39|63|72|101|105|151|153|159|170|175|181|187||5|6|8|10|14|16|19|24|29|31|41|70|112|159|164|165|169|174|181|184|186|189||4|5|6|7|14|16|18|19|25|29|38|41|57|63|101|104|109|122|132|169|187|189||0|5|6|8|16|19|24|26|29|30|33|38|42|63|65|80|122|164|170|174|181|189||5|6|8|10|13|16|19|22|26|29|38|42|46|47|65|132|159|164|167|171|175|181
indian_pines,21,v1,0.0,0.782,0.773,0.751,2|5|7|10|14|16|19|30|46|63|66|69|72|107|109|111|161|169|179|183|187||0|5|6|8|19|23|34|41|65|70|72|75|109|146|162|168|175|181|183|186|189||5|6|7|12|14|16|18|19|21|29|32|42|45|51|68|72|73|160|169|170|178||5|7|10|16|19|29|34|38|70|72|76|107|132|149|159|169|172|174|184|186|189||0|5|6|8|14|16|19|25|31|38|41|72|120|122|160|161|168|169|181|186|189||5|6|8|16|18|23|29|31|32|35|39|63|72|101|105|151|153|159|170|175|187||5|6|8|10|14|16|19|24|29|31|41|70|112|159|165|169|174|181|184|186|189||4|5|6|7|14|16|18|19|25|29|38|41|63|101|104|109|122|132|169|187|189||0|5|6|8|16|19|24|26|29|30|38|42|63|65|80|122|164|170|174|181|189||5|6|8|10|13|16|19|22|26|29|38|42|46|47|65|159|164|167|171|175|181
