dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v3,174.292,0.798,0.773,0.773,6|7|8|27|28|34|35|36|37|38|40|48|59|63|64|68|70|78|97|112|118|132|133|148|158|160|172|175|181|183,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.311203271150589|0.6660153269767761|0.1591583639383316|0.47638437151908875|1.1887608766555786|0.10130400955677032|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.5101845860481262|0.10404860228300095|0.1037396639585495|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.31748488545417786|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.9516728520393372|0.5952587723731995|0.02502867579460144|0.40428322553634644|0.38451647758483887
indian_pines,29,v3,0.0,0.797,0.773,0.773,6|7|8|27|28|34|35|36|37|38|40|48|59|63|68|70|78|97|112|118|132|133|148|158|160|172|175|181|183,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.311203271150589|0.6660153269767761|0.1591583639383316|0.47638437151908875|1.1887608766555786|0.10130400955677032|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.10404860228300095|0.1037396639585495|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.31748488545417786|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.9516728520393372|0.5952587723731995|0.02502867579460144|0.40428322553634644|0.38451647758483887
indian_pines,28,v3,0.0,0.795,0.771,0.771,6|7|8|27|28|34|35|37|38|40|48|59|63|68|70|78|97|112|118|132|133|148|158|160|172|175|181|183,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.311203271150589|0.6660153269767761|0.1591583639383316|0.47638437151908875|0.10130400955677032|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.10404860228300095|0.1037396639585495|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.31748488545417786|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.9516728520393372|0.5952587723731995|0.02502867579460144|0.40428322553634644|0.38451647758483887
indian_pines,27,v3,0.0,0.794,0.77,0.77,6|7|8|27|28|34|35|37|38|40|48|59|63|68|70|78|97|112|118|132|133|148|158|172|175|181|183,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.311203271150589|0.6660153269767761|0.1591583639383316|0.47638437151908875|0.10130400955677032|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.10404860228300095|0.1037396639585495|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.31748488545417786|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.5952587723731995|0.02502867579460144|0.40428322553634644|0.38451647758483887
indian_pines,26,v3,0.0,0.791,0.769,0.769,6|7|8|27|28|34|35|37|38|40|48|59|63|68|70|78|97|112|132|133|148|158|172|175|181|183,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.311203271150589|0.6660153269767761|0.1591583639383316|0.47638437151908875|0.10130400955677032|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.10404860228300095|0.1037396639585495|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.5952587723731995|0.02502867579460144|0.40428322553634644|0.38451647758483887
indian_pines,25,v3,0.0,0.79,0.768,0.768,6|7|8|27|28|34|35|38|40|48|59|63|68|70|78|97|112|132|133|148|158|172|175|181|183,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.311203271150589|0.6660153269767761|0.1591583639383316|0.47638437151908875|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.10404860228300095|0.1037396639585495|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.5952587723731995|0.02502867579460144|0.40428322553634644|0.38451647758483887
indian_pines,24,v3,0.0,0.789,0.766,0.766,6|7|8|27|28|34|35|38|40|48|59|63|68|70|78|97|112|132|133|148|158|172|175|181,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.311203271150589|0.6660153269767761|0.1591583639383316|0.47638437151908875|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.10404860228300095|0.1037396639585495|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.5952587723731995|0.02502867579460144|0.40428322553634644
indian_pines,23,v3,0.0,0.789,0.765,0.765,6|7|8|27|28|34|35|38|40|48|59|63|68|78|97|112|132|133|148|158|172|175|181,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.311203271150589|0.6660153269767761|0.1591583639383316|0.47638437151908875|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.10404860228300095|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.5952587723731995|0.02502867579460144|0.40428322553634644
indian_pines,22,v3,0.0,0.787,0.765,0.765,6|7|8|28|34|35|38|40|48|59|63|68|78|97|112|132|133|148|158|172|175|181,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.6660153269767761|0.1591583639383316|0.47638437151908875|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.10404860228300095|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.5952587723731995|0.02502867579460144|0.40428322553634644
indian_pines,21,v3,0.0,0.779,0.759,0.759,6|7|8|28|35|38|40|48|59|63|68|78|97|112|132|133|148|158|172|175|181,0.7222166657447815|0.8406240940093994|0.4674855172634125|0.6660153269767761|0.47638437151908875|1.0288316011428833|0.2955644130706787|0.3168460726737976|0.17905007302761078|0.41271844506263733|0.10404860228300095|1.0308971405029297|0.01927868463099003|1.0430505275726318|0.015154139138758183|0.32450416684150696|0.06927710026502609|0.7893452644348145|0.5952587723731995|0.02502867579460144|0.40428322553634644
