dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,v7,240.904,0.839,0.82,0.816,5|6|7|8|19|22|23|24|25|28|29|33|34|35|36|37|38|40|43|44|59|74|101|127|148|149|161|172|175|178,0
indian_pines,29,v7,0.0,0.825,0.808,0.801,5|6|7|8|19|22|23|24|25|28|29|33|34|35|36|37|38|40|43|44|59|74|101|127|148|149|172|175|178,0
indian_pines,28,v7,0.0,0.837,0.858,0.815,5|6|7|8|19|22|23|24|25|28|29|33|34|35|36|37|38|40|43|44|59|101|127|148|149|172|175|178,0
indian_pines,27,v7,0.0,0.839,0.858,0.817,5|6|7|8|19|22|23|24|25|28|29|33|34|36|37|38|40|43|44|59|101|127|148|149|172|175|178,0
indian_pines,26,v7,0.0,0.836,0.853,0.813,5|6|7|8|19|22|23|24|25|28|29|33|34|36|37|38|40|43|44|59|101|127|148|149|172|175,0
indian_pines,25,v7,0.0,0.813,0.816,0.788,5|6|7|8|19|22|23|24|25|28|29|33|34|36|37|38|40|43|44|59|101|127|148|149|172,0
indian_pines,24,v7,0.0,0.819,0.817,0.794,5|6|7|8|19|22|24|25|28|29|33|34|36|37|38|40|43|44|59|101|127|148|149|172,0
indian_pines,23,v7,0.0,0.825,0.841,0.801,6|7|8|19|22|24|25|28|29|33|34|36|37|38|40|43|44|59|101|127|148|149|172,0
indian_pines,22,v7,0.0,0.82,0.838,0.795,6|7|8|19|22|24|25|28|29|33|34|37|38|40|43|44|59|101|127|148|149|172,0
indian_pines,21,v7,0.0,0.821,0.841,0.796,6|7|8|19|22|24|25|28|29|33|34|37|38|40|43|44|59|101|127|148|172,0
indian_pines,20,v7,0.0,0.815,0.843,0.789,6|7|8|19|22|24|25|28|29|33|34|37|38|40|43|59|101|127|148|172,0
indian_pines,19,v7,0.0,0.802,0.82,0.775,6|7|8|19|22|24|25|28|29|33|34|37|38|40|43|59|101|127|148,0
indian_pines,18,v7,0.0,0.806,0.796,0.778,6|7|8|19|22|24|25|28|29|33|34|37|38|40|59|101|127|148,0
indian_pines,17,v7,0.0,0.809,0.794,0.783,6|8|19|22|24|25|28|29|33|34|37|38|40|59|101|127|148,0
indian_pines,16,v7,0.0,0.808,0.777,0.78,6|8|19|22|24|25|28|29|33|34|37|38|40|59|127|148,0
indian_pines,15,v7,0.0,0.787,0.77,0.756,6|8|19|22|24|25|28|29|33|34|37|38|40|127|148,0
indian_pines,14,v7,0.0,0.785,0.765,0.755,6|8|22|24|25|28|29|33|34|37|38|40|127|148,0
indian_pines,13,v7,0.0,0.791,0.789,0.761,6|8|24|25|28|29|33|34|37|38|40|127|148,0
indian_pines,12,v7,0.0,0.733,0.747,0.694,6|8|24|25|28|29|33|34|37|38|40|148,0
indian_pines,11,v7,0.0,0.729,0.752,0.69,6|8|24|25|28|29|33|37|38|40|148,0
indian_pines,10,v7,0.0,0.739,0.762,0.701,6|8|24|25|29|33|37|38|40|148,0
indian_pines,9,v7,0.0,0.735,0.743,0.697,6|8|24|25|33|37|38|40|148,0
indian_pines,8,v7,0.0,0.679,0.624,0.63,6|8|24|25|33|37|38|40,0
indian_pines,7,v7,0.0,0.665,0.606,0.613,6|24|25|33|37|38|40,0
indian_pines,6,v7,0.0,0.671,0.596,0.619,6|24|25|33|37|38,0
indian_pines,5,v7,0.0,0.671,0.593,0.619,6|24|33|37|38,0
indian_pines,30,v7,248.325,0.818,0.795,0.792,2|5|6|7|8|19|22|23|24|25|28|29|30|33|34|35|37|38|39|40|43|56|70|74|127|148|161|172|175|178,1
indian_pines,29,v7,0.0,0.819,0.812,0.793,2|5|6|7|8|19|22|23|24|25|28|29|30|33|34|37|38|39|40|43|56|70|74|127|148|161|172|175|178,1
indian_pines,28,v7,0.0,0.828,0.822,0.804,5|6|7|8|19|22|23|24|25|28|29|30|33|34|37|38|39|40|43|56|70|74|127|148|161|172|175|178,1
indian_pines,27,v7,0.0,0.824,0.82,0.799,5|6|7|8|19|22|23|24|25|28|29|30|33|34|37|38|39|40|43|56|70|74|127|148|172|175|178,1
indian_pines,26,v7,0.0,0.822,0.814,0.798,5|6|7|8|19|22|23|24|25|28|29|30|33|34|37|38|39|40|43|56|74|127|148|172|175|178,1
indian_pines,25,v7,0.0,0.816,0.813,0.79,5|6|7|8|19|22|23|24|25|28|29|30|33|34|37|38|40|43|56|74|127|148|172|175|178,1
