dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,zhang,149.007,0.817,0.82,0.792,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|77|117|122|134|151|157|159|165|169|176|183|187|189|197,0
indian_pines,29,zhang,0.0,0.808,0.802,0.781,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|134|151|157|159|165|169|176|183|187|189|197,0
indian_pines,28,zhang,0.0,0.813,0.806,0.788,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|134|151|159|165|169|176|183|187|189|197,0
indian_pines,27,zhang,0.0,0.813,0.803,0.787,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|134|151|165|169|176|183|187|189|197,0
indian_pines,26,zhang,0.0,0.799,0.81,0.771,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|151|165|169|176|183|187|189|197,0
indian_pines,25,zhang,0.0,0.803,0.834,0.776,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|117|122|151|165|169|183|187|189|197,0
indian_pines,24,zhang,0.0,0.798,0.812,0.77,2|3|4|6|8|10|16|18|19|20|26|29|30|44|46|63|122|151|165|169|183|187|189|197,0
indian_pines,23,zhang,0.0,0.797,0.811,0.769,2|3|4|6|8|10|16|19|20|26|29|30|44|46|63|122|151|165|169|183|187|189|197,0
indian_pines,22,zhang,0.0,0.793,0.806,0.765,2|3|4|6|8|10|16|19|20|26|29|30|46|63|122|151|165|169|183|187|189|197,0
indian_pines,21,zhang,0.0,0.782,0.805,0.751,2|3|4|6|8|10|16|19|20|26|29|30|46|63|122|151|165|169|187|189|197,0
indian_pines,20,zhang,0.0,0.779,0.794,0.748,2|3|4|6|8|10|16|19|26|29|30|46|63|122|151|165|169|187|189|197,0
indian_pines,19,zhang,0.0,0.742,0.752,0.706,2|3|4|6|8|10|16|19|26|29|30|46|63|151|165|169|187|189|197,0
indian_pines,18,zhang,0.0,0.749,0.722,0.714,2|3|4|6|8|10|16|19|26|29|30|46|63|165|169|187|189|197,0
indian_pines,17,zhang,0.0,0.749,0.73,0.714,3|4|6|8|10|16|19|26|29|30|46|63|165|169|187|189|197,0
indian_pines,16,zhang,0.0,0.752,0.725,0.717,3|4|6|8|16|19|26|29|30|46|63|165|169|187|189|197,0
indian_pines,15,zhang,0.0,0.749,0.744,0.714,3|4|6|8|16|19|26|29|30|46|63|165|169|187|197,0
indian_pines,14,zhang,0.0,0.754,0.763,0.718,3|6|8|16|19|26|29|30|46|63|165|169|187|197,0
indian_pines,13,zhang,0.0,0.75,0.741,0.714,3|6|8|16|19|26|29|46|63|165|169|187|197,0
indian_pines,12,zhang,0.0,0.74,0.726,0.702,3|6|8|16|19|26|29|46|63|165|169|197,0
indian_pines,11,zhang,0.0,0.728,0.721,0.688,3|6|8|16|19|26|29|46|63|165|197,0
