dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,v0,157.29,0.806,0.81,0.779,3|6|8|13|16|19|28|30|54|60|63|65|77|113|116|122|127|134|145|156|159|167|169|176|178|183|187|189|191|197,0
indian_pines,29,v0,0.0,0.8,0.816,0.772,3|6|8|13|16|19|28|30|54|60|63|65|77|113|116|122|134|145|156|159|167|169|176|178|183|187|189|191|197,0
indian_pines,28,v0,0.0,0.79,0.8,0.761,3|6|8|13|16|19|28|30|54|60|63|77|113|116|122|134|145|156|159|167|169|176|178|183|187|189|191|197,0
indian_pines,27,v0,0.0,0.795,0.797,0.765,3|6|8|13|16|19|28|30|54|60|63|113|116|122|134|145|156|159|167|169|176|178|183|187|189|191|197,0
indian_pines,26,v0,0.0,0.791,0.786,0.761,3|6|8|13|16|19|28|30|54|60|63|113|122|134|145|156|159|167|169|176|178|183|187|189|191|197,0
indian_pines,25,v0,0.0,0.781,0.779,0.75,3|6|8|13|16|19|28|30|54|60|63|122|134|145|156|159|167|169|176|178|183|187|189|191|197,0
indian_pines,24,v0,0.0,0.783,0.785,0.753,3|6|8|13|16|19|28|30|54|63|122|134|145|156|159|167|169|176|178|183|187|189|191|197,0
indian_pines,23,v0,0.0,0.791,0.799,0.762,3|6|8|13|16|19|28|30|54|63|122|134|145|156|159|169|176|178|183|187|189|191|197,0
indian_pines,22,v0,0.0,0.791,0.793,0.762,3|6|8|13|16|19|28|30|54|63|122|134|145|156|159|169|178|183|187|189|191|197,0
indian_pines,21,v0,0.0,0.797,0.797,0.769,3|6|8|16|19|28|30|54|63|122|134|145|156|159|169|178|183|187|189|191|197,0
indian_pines,20,v0,0.0,0.781,0.77,0.75,3|6|8|16|19|28|30|54|63|134|145|156|159|169|178|183|187|189|191|197,0
indian_pines,19,v0,0.0,0.774,0.754,0.742,3|6|8|16|19|28|30|63|134|145|156|159|169|178|183|187|189|191|197,0
indian_pines,18,v0,0.0,0.773,0.745,0.741,3|6|8|16|19|28|30|63|134|145|156|159|169|183|187|189|191|197,0
indian_pines,17,v0,0.0,0.776,0.773,0.745,3|6|8|16|19|28|30|63|134|145|156|159|169|183|187|189|197,0
indian_pines,16,v0,0.0,0.736,0.737,0.7,3|6|8|16|19|28|30|63|145|156|159|169|183|187|189|197,0
indian_pines,15,v0,0.0,0.746,0.744,0.711,3|6|8|16|19|28|30|63|145|156|159|169|183|189|197,0
indian_pines,14,v0,0.0,0.768,0.739,0.734,3|6|8|16|19|28|30|63|156|159|169|183|189|197,0
indian_pines,13,v0,0.0,0.772,0.748,0.74,3|6|8|16|19|28|30|63|156|159|169|183|189,0
indian_pines,12,v0,0.0,0.765,0.732,0.731,3|6|8|16|19|30|63|156|159|169|183|189,0
indian_pines,11,v0,0.0,0.733,0.707,0.694,3|6|8|16|19|30|63|156|159|183|189,0
indian_pines,10,v0,0.0,0.737,0.716,0.698,3|6|8|16|19|30|63|159|183|189,0
indian_pines,9,v0,0.0,0.728,0.664,0.687,3|6|8|16|19|30|63|159|189,0
indian_pines,8,v0,0.0,0.735,0.69,0.696,3|6|8|16|19|30|63|159,0
indian_pines,7,v0,0.0,0.663,0.565,0.611,3|6|8|16|19|30|159,0
indian_pines,6,v0,0.0,0.631,0.525,0.571,3|6|8|16|19|159,0
indian_pines,5,v0,0.0,0.595,0.491,0.525,3|6|8|16|159,0
