dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,bsnet,61.86,0.787,0.744,0.757,0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|160|165|176|181|183|199||0|4|5|35|40|46|47|48|51|60|67|68|71|72|74|102|103|110|112|117|125|138|148|149|152|165|175|182|183|199||0|4|5|30|35|46|47|48|51|60|67|68|71|98|102|103|109|110|112|117|138|148|149|152|165|171|176|182|183|199||0|4|5|30|35|40|43|45|46|47|48|51|60|67|68|71|72|74|98|102|103|112|117|125|148|149|160|165|183|199||0|4|5|30|35|40|46|47|48|51|57|60|67|68|71|72|74|98|101|103|112|117|125|148|149|152|160|165|181|183||0|4|5|30|35|46|47|48|51|60|67|68|71|72|81|84|98|103|112|117|125|130|148|149|152|165|168|175|181|183||0|4|5|30|35|40|43|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|129|138|148|149|160|165|183|199||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|98|102|103|112|117|125|148|149|152|160|165|182|183|199||0|4|5|35|40|43|46|47|48|51|53|60|67|68|71|72|74|102|103|112|117|138|148|149|165|168|175|182|183|199||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|101|102|103|110|112|117|125|148|149|152|160|165|175|183|199
indian_pines,29,bsnet,0.0,0.785,0.745,0.755,0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|160|165|176|183|199||0|4|5|35|40|46|47|48|51|60|67|68|71|72|74|102|103|110|112|117|125|138|148|149|152|165|175|182|183||0|4|5|30|35|46|47|48|51|60|67|68|71|98|102|103|109|112|117|138|148|149|152|165|171|176|182|183|199||0|4|5|30|35|40|43|45|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|160|165|183|199||0|4|5|30|35|40|46|47|48|51|57|60|67|68|71|72|74|98|101|103|112|117|125|148|149|152|165|181|183||0|4|5|30|35|46|47|48|51|60|67|68|71|72|81|84|98|103|112|117|125|130|148|149|152|165|168|181|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|129|138|148|149|160|165|183|199||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|160|165|182|183|199||0|4|5|35|40|43|46|47|48|51|53|60|67|68|71|72|74|102|103|112|117|138|148|149|165|168|175|182|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|110|112|117|125|148|149|152|160|165|175|183|199
indian_pines,28,bsnet,0.0,0.783,0.74,0.752,0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|160|165|183|199||0|4|5|35|40|46|48|51|60|67|68|71|72|74|102|103|110|112|117|125|138|148|149|152|165|175|182|183||0|4|5|35|46|47|48|51|60|67|68|71|98|102|103|109|112|117|138|148|149|152|165|171|176|182|183|199||0|4|5|30|35|40|43|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|160|165|183|199||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|98|101|103|112|117|125|148|149|152|165|181|183||0|4|5|30|35|46|47|48|51|60|67|68|71|72|84|98|103|112|117|125|130|148|149|152|165|168|181|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|129|148|149|160|165|183|199||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|160|165|182|199||0|4|5|35|40|43|46|47|48|51|53|60|67|68|71|72|74|102|103|112|117|138|148|149|165|175|182|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|110|112|117|125|148|149|152|165|175|183|199
indian_pines,27,bsnet,0.0,0.78,0.738,0.749,0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|165|183|199||0|4|5|35|40|46|48|51|60|67|68|71|72|74|102|103|112|117|125|138|148|149|152|165|175|182|183||0|4|5|35|46|47|48|51|60|67|68|71|98|102|103|109|112|117|138|148|149|152|165|171|182|183|199||0|4|5|30|35|40|43|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|160|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|101|103|112|117|125|148|149|152|165|181|183||0|4|5|30|35|46|47|48|51|60|67|68|71|72|84|98|103|112|117|125|130|148|149|152|165|168|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|129|148|149|160|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|160|165|199||0|4|5|35|40|43|46|47|48|51|53|60|67|68|71|72|74|102|103|112|117|138|148|149|165|175|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|110|112|117|148|149|152|165|175|183|199
indian_pines,26,bsnet,0.0,0.777,0.735,0.745,0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|152|165|183|199||0|4|5|35|40|46|48|51|60|67|68|71|72|74|102|103|112|117|125|138|148|149|152|165|175|183||0|4|5|35|46|47|48|51|60|67|68|71|98|102|103|109|112|117|148|149|152|165|171|182|183|199||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|160|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|101|103|112|117|125|148|149|165|181|183||0|4|5|30|35|46|47|48|51|60|67|68|71|72|98|103|112|117|125|130|148|149|152|165|168|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|160|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|165|199||0|4|5|35|40|43|46|47|48|51|53|60|67|68|71|72|74|102|103|112|117|138|148|149|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|110|112|117|148|149|152|165|183|199
indian_pines,25,bsnet,0.0,0.771,0.733,0.738,0|4|5|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|152|165|183|199||0|4|5|35|40|46|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|165|175|183||0|4|5|35|46|47|48|51|60|67|68|71|98|102|103|112|117|148|149|152|165|171|182|183|199||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|101|103|112|117|125|148|149|165|183||0|4|5|30|35|46|47|48|51|60|67|68|71|72|98|103|112|117|125|148|149|152|165|168|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|148|149|160|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|152|165|199||0|4|5|35|40|46|47|48|51|53|60|67|68|71|72|74|102|103|112|117|138|148|149|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|110|112|117|148|149|152|165|199
indian_pines,24,bsnet,0.0,0.77,0.722,0.737,0|4|5|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|165|183|199||0|4|5|35|40|46|48|51|60|67|68|71|72|74|102|103|112|117|125|148|149|152|165|183||0|4|5|35|46|48|51|60|67|68|71|98|102|103|112|117|148|149|152|165|171|182|183|199||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|101|103|112|117|125|148|149|165|183||0|4|5|30|35|46|48|51|60|67|68|71|72|98|103|112|117|125|148|149|152|165|168|183||0|4|5|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|148|149|160|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|165|199||0|4|5|35|40|46|47|48|51|53|60|67|68|71|72|74|102|103|112|117|148|149|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|110|112|117|148|149|152|165
indian_pines,23,bsnet,0.0,0.77,0.727,0.737,0|4|5|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|165|183||0|4|5|35|40|46|48|51|60|67|68|71|72|102|103|112|117|125|148|149|152|165|183||0|4|5|35|46|48|51|60|67|68|71|98|102|103|112|117|148|149|152|165|182|183|199||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|148|149|165|183||0|4|5|30|35|46|47|48|51|60|67|68|71|72|101|103|112|117|125|148|149|165|183||0|4|5|30|35|46|48|51|60|67|68|71|72|103|112|117|125|148|149|152|165|168|183||0|4|5|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|148|149|160|165|183||0|4|5|30|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|165||0|4|5|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|148|149|165|183||0|4|5|30|35|40|46|47|48|60|67|68|71|72|102|103|110|112|117|148|149|152|165
indian_pines,22,bsnet,0.0,0.764,0.714,0.73,0|4|5|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|165||0|4|5|35|40|46|48|51|60|67|68|71|72|102|103|112|117|125|148|149|152|165||0|4|5|35|46|48|51|60|67|68|71|98|102|103|112|117|148|149|152|165|182|183||0|4|5|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|148|149|165|183||0|4|5|30|35|46|47|48|51|60|67|68|71|72|101|103|112|117|125|148|149|165||0|4|5|30|35|46|48|51|60|67|68|71|72|103|112|117|148|149|152|165|168|183||0|4|5|35|40|46|47|48|51|60|67|68|72|102|103|112|117|148|149|160|165|183||0|4|5|30|35|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|165||0|4|5|35|40|46|47|48|51|60|67|68|71|72|74|102|103|112|117|148|149|165||0|4|5|30|35|40|46|47|48|60|67|68|71|72|102|103|112|117|148|149|152|165
indian_pines,21,bsnet,0.0,0.76,0.714,0.726,0|4|5|35|40|46|47|48|51|60|67|68|71|72|103|112|117|125|148|149|165||0|4|5|35|40|46|48|51|60|67|68|71|72|102|103|112|117|125|148|149|165||0|4|5|35|46|48|51|60|67|68|71|102|103|112|117|148|149|152|165|182|183||0|4|5|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|148|149|165||0|4|5|30|35|46|47|48|51|60|67|68|71|72|101|103|112|117|148|149|165||0|4|5|30|35|46|48|51|60|67|68|71|72|103|112|117|148|149|152|165|183||0|4|5|35|40|46|47|48|51|60|67|68|72|102|103|112|117|148|149|160|165||0|4|5|35|46|47|48|51|60|67|68|71|72|102|103|112|117|125|148|149|165||0|4|5|35|40|46|47|48|51|60|67|68|71|72|102|103|112|117|148|149|165||0|4|5|30|35|40|46|47|48|60|67|68|71|72|103|112|117|148|149|152|165
