dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v3,190.495,0.789,0.757,0.757,5|6|7|8|24|28|36|37|38|62|67|68|97|99|111|112|116|126|127|130|134|136|148|149|157|172|174|178|183|184,-3.130439281463623|0.8274108171463013|-0.00017058807134162635|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|1.0122429132461548|-1.544617772102356|1.5213943719863892|0.0005740414489991963|0.0007930079591460526|-2.4814796447753906|-1.959910273551941|-1.6308778524398804|1.8301141262054443|2.284686326980591|-0.6727861166000366|0.6066564917564392|1.5596330165863037|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.9176212549209595|-0.8799793124198914|-0.68830406665802|-0.0005576061084866524|2.673377752304077|0.7329579591751099
indian_pines,29,v3,0.0,0.788,0.757,0.757,5|6|8|24|28|36|37|38|62|67|68|97|99|111|112|116|126|127|130|134|136|148|149|157|172|174|178|183|184,-3.130439281463623|0.8274108171463013|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|1.0122429132461548|-1.544617772102356|1.5213943719863892|0.0005740414489991963|0.0007930079591460526|-2.4814796447753906|-1.959910273551941|-1.6308778524398804|1.8301141262054443|2.284686326980591|-0.6727861166000366|0.6066564917564392|1.5596330165863037|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.9176212549209595|-0.8799793124198914|-0.68830406665802|-0.0005576061084866524|2.673377752304077|0.7329579591751099
indian_pines,28,v3,0.0,0.786,0.755,0.755,5|6|8|24|28|36|37|38|62|67|68|99|111|112|116|126|127|130|134|136|148|149|157|172|174|178|183|184,-3.130439281463623|0.8274108171463013|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|1.0122429132461548|-1.544617772102356|1.5213943719863892|0.0005740414489991963|0.0007930079591460526|-1.959910273551941|-1.6308778524398804|1.8301141262054443|2.284686326980591|-0.6727861166000366|0.6066564917564392|1.5596330165863037|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.9176212549209595|-0.8799793124198914|-0.68830406665802|-0.0005576061084866524|2.673377752304077|0.7329579591751099
indian_pines,27,v3,0.0,0.786,0.755,0.755,5|6|8|24|28|36|37|38|62|67|68|99|111|112|116|126|127|130|134|136|148|149|172|174|178|183|184,-3.130439281463623|0.8274108171463013|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|1.0122429132461548|-1.544617772102356|1.5213943719863892|0.0005740414489991963|0.0007930079591460526|-1.959910273551941|-1.6308778524398804|1.8301141262054443|2.284686326980591|-0.6727861166000366|0.6066564917564392|1.5596330165863037|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.8799793124198914|-0.68830406665802|-0.0005576061084866524|2.673377752304077|0.7329579591751099
indian_pines,26,v3,0.0,0.784,0.753,0.753,5|6|8|24|28|36|37|38|62|67|68|99|111|112|116|126|127|134|136|148|149|172|174|178|183|184,-3.130439281463623|0.8274108171463013|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|1.0122429132461548|-1.544617772102356|1.5213943719863892|0.0005740414489991963|0.0007930079591460526|-1.959910273551941|-1.6308778524398804|1.8301141262054443|2.284686326980591|-0.6727861166000366|0.6066564917564392|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.8799793124198914|-0.68830406665802|-0.0005576061084866524|2.673377752304077|0.7329579591751099
indian_pines,25,v3,0.0,0.785,0.754,0.754,5|6|8|24|28|36|37|38|62|67|68|99|111|112|116|126|127|134|136|148|149|174|178|183|184,-3.130439281463623|0.8274108171463013|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|1.0122429132461548|-1.544617772102356|1.5213943719863892|0.0005740414489991963|0.0007930079591460526|-1.959910273551941|-1.6308778524398804|1.8301141262054443|2.284686326980591|-0.6727861166000366|0.6066564917564392|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.68830406665802|-0.0005576061084866524|2.673377752304077|0.7329579591751099
indian_pines,24,v3,0.0,0.784,0.754,0.754,5|6|8|24|28|36|37|38|62|67|68|99|111|112|126|127|134|136|148|149|174|178|183|184,-3.130439281463623|0.8274108171463013|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|1.0122429132461548|-1.544617772102356|1.5213943719863892|0.0005740414489991963|0.0007930079591460526|-1.959910273551941|-1.6308778524398804|1.8301141262054443|-0.6727861166000366|0.6066564917564392|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.68830406665802|-0.0005576061084866524|2.673377752304077|0.7329579591751099
indian_pines,23,v3,0.0,0.781,0.752,0.752,5|6|8|24|28|36|37|38|62|67|68|99|111|112|126|127|134|136|148|149|178|183|184,-3.130439281463623|0.8274108171463013|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|1.0122429132461548|-1.544617772102356|1.5213943719863892|0.0005740414489991963|0.0007930079591460526|-1.959910273551941|-1.6308778524398804|1.8301141262054443|-0.6727861166000366|0.6066564917564392|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.0005576061084866524|2.673377752304077|0.7329579591751099
indian_pines,22,v3,0.0,0.781,0.752,0.752,5|6|8|24|28|36|38|62|67|68|99|111|112|126|127|134|136|148|149|178|183|184,-3.130439281463623|0.8274108171463013|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|-1.544617772102356|1.5213943719863892|0.0005740414489991963|0.0007930079591460526|-1.959910273551941|-1.6308778524398804|1.8301141262054443|-0.6727861166000366|0.6066564917564392|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.0005576061084866524|2.673377752304077|0.7329579591751099
indian_pines,21,v3,0.0,0.78,0.75,0.75,5|6|8|24|28|36|38|62|68|99|111|112|126|127|134|136|148|149|178|183|184,-3.130439281463623|0.8274108171463013|0.000525765004567802|-0.001167953945696354|-1.8809462785720825|-1.9734033346176147|-1.544617772102356|1.5213943719863892|0.0007930079591460526|-1.959910273551941|-1.6308778524398804|1.8301141262054443|-0.6727861166000366|0.6066564917564392|-0.8280863761901855|2.932521104812622|0.9638633131980896|-1.6066793203353882|-0.0005576061084866524|2.673377752304077|0.7329579591751099
