dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,v3,0.77,0.78,0.74,0
indian_pines,30,v3,0.78,0.77,0.75,1
indian_pines,30,v3,0.79,0.75,0.76,2
indian_pines,30,v3,0.79,0.75,0.76,3
indian_pines,30,v3,0.79,0.73,0.76,4
indian_pines,30,v3,0.8,0.76,0.77,5
indian_pines,30,v3,0.78,0.78,0.74,6
indian_pines,30,v3,0.8,0.77,0.77,7
indian_pines,30,v3,0.78,0.75,0.75,8
indian_pines,30,v3,0.77,0.73,0.74,9
indian_pines,30,v3,0.77,0.69,0.74,10
indian_pines,30,v3,0.8,0.76,0.77,11
indian_pines,30,v3,0.8,0.79,0.77,12
indian_pines,30,v3,0.78,0.76,0.75,13
indian_pines,30,v3,0.79,0.77,0.76,14
indian_pines,30,v3,0.8,0.79,0.77,15
indian_pines,30,v3,0.79,0.77,0.77,16
indian_pines,30,v3,0.79,0.72,0.76,17
indian_pines,30,v3,0.8,0.78,0.77,18
indian_pines,30,v3,0.8,0.75,0.77,19
indian_pines,29,v3,0.77,0.78,0.74,0
indian_pines,29,v3,0.78,0.77,0.75,1
indian_pines,29,v3,0.79,0.75,0.76,2
indian_pines,29,v3,0.79,0.74,0.76,3
indian_pines,29,v3,0.79,0.73,0.76,4
indian_pines,29,v3,0.8,0.76,0.77,5
indian_pines,29,v3,0.78,0.78,0.75,6
indian_pines,29,v3,0.79,0.76,0.77,7
indian_pines,29,v3,0.79,0.75,0.76,8
indian_pines,29,v3,0.77,0.74,0.74,9
indian_pines,29,v3,0.77,0.69,0.74,10
indian_pines,29,v3,0.8,0.76,0.77,11
indian_pines,29,v3,0.79,0.79,0.76,12
indian_pines,29,v3,0.79,0.76,0.76,13
indian_pines,29,v3,0.79,0.76,0.76,14
indian_pines,29,v3,0.8,0.78,0.77,15
indian_pines,29,v3,0.79,0.77,0.76,16
indian_pines,29,v3,0.79,0.72,0.76,17
indian_pines,29,v3,0.8,0.78,0.77,18
indian_pines,29,v3,0.8,0.75,0.77,19
indian_pines,28,v3,0.78,0.78,0.74,0
indian_pines,28,v3,0.78,0.77,0.75,1
indian_pines,28,v3,0.78,0.74,0.75,2
indian_pines,28,v3,0.78,0.74,0.75,3
indian_pines,28,v3,0.79,0.73,0.76,4
indian_pines,28,v3,0.8,0.75,0.77,5
indian_pines,28,v3,0.78,0.78,0.75,6
indian_pines,28,v3,0.79,0.76,0.77,7
indian_pines,28,v3,0.78,0.74,0.75,8
indian_pines,28,v3,0.77,0.74,0.74,9
indian_pines,28,v3,0.77,0.69,0.74,10
indian_pines,28,v3,0.8,0.76,0.77,11
indian_pines,28,v3,0.79,0.79,0.76,12
indian_pines,28,v3,0.78,0.76,0.75,13
indian_pines,28,v3,0.79,0.76,0.76,14
indian_pines,28,v3,0.8,0.78,0.77,15
indian_pines,28,v3,0.79,0.77,0.76,16
indian_pines,28,v3,0.78,0.72,0.75,17
indian_pines,28,v3,0.79,0.77,0.77,18
indian_pines,28,v3,0.8,0.75,0.77,19
indian_pines,27,v3,0.78,0.78,0.75,0
