dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,v21,215.257,0.791,0.776,0.762,4|5|6|7|8|11|13|29|30|35|36|37|41|50|64|78|80|98|99|111|127|128|148|149|160|161|170|171|179|183,0
indian_pines,29,v21,0.0,0.791,0.777,0.762,4|5|6|7|8|11|13|29|30|35|36|37|41|50|64|78|80|98|111|127|128|148|149|160|161|170|171|179|183,0
indian_pines,28,v21,0.0,0.79,0.776,0.761,4|5|6|7|8|11|13|29|30|35|36|37|41|50|64|78|98|111|127|128|148|149|160|161|170|171|179|183,0
indian_pines,27,v21,0.0,0.786,0.804,0.756,4|5|6|7|8|11|13|30|35|36|37|41|50|64|78|98|111|127|128|148|149|160|161|170|171|179|183,0
indian_pines,26,v21,0.0,0.782,0.798,0.752,4|5|6|7|8|11|13|30|35|36|37|41|50|64|78|98|111|127|128|148|149|160|161|171|179|183,0
indian_pines,25,v21,0.0,0.786,0.803,0.756,4|5|6|7|8|11|13|30|35|36|37|41|50|64|78|98|111|127|128|148|149|160|161|179|183,0
indian_pines,24,v21,0.0,0.783,0.799,0.753,4|5|6|7|8|11|13|30|35|36|37|41|50|64|78|98|127|128|148|149|160|161|179|183,0
indian_pines,23,v21,0.0,0.791,0.802,0.762,4|5|6|7|8|11|13|30|35|36|37|41|50|64|98|127|128|148|149|160|161|179|183,0
indian_pines,22,v21,0.0,0.784,0.796,0.754,4|5|6|7|8|11|13|30|35|36|37|41|50|64|98|127|128|148|149|160|179|183,0
indian_pines,21,v21,0.0,0.773,0.79,0.742,4|5|6|7|8|11|13|30|35|36|37|41|50|64|127|128|148|149|160|179|183,0
indian_pines,20,v21,0.0,0.767,0.779,0.734,4|5|6|7|8|11|13|30|35|36|37|41|50|64|127|148|149|160|179|183,0
indian_pines,19,v21,0.0,0.759,0.764,0.726,4|5|6|7|8|11|13|35|36|37|41|50|64|127|148|149|160|179|183,0
indian_pines,18,v21,0.0,0.752,0.758,0.718,4|5|6|7|8|11|13|35|36|37|41|50|64|127|148|149|179|183,0
indian_pines,17,v21,0.0,0.75,0.763,0.715,4|6|7|8|11|13|35|36|37|41|50|64|127|148|149|179|183,0
indian_pines,16,v21,0.0,0.749,0.768,0.715,4|6|7|8|11|13|35|36|37|41|50|64|127|148|179|183,0
indian_pines,15,v21,0.0,0.75,0.767,0.716,4|6|8|11|13|35|36|37|41|50|64|127|148|179|183,0
indian_pines,14,v21,0.0,0.748,0.771,0.714,4|6|8|11|13|35|36|37|41|50|64|127|148|179,0
indian_pines,13,v21,0.0,0.729,0.756,0.692,4|6|8|11|13|35|36|37|41|64|127|148|179,0
indian_pines,12,v21,0.0,0.717,0.736,0.679,4|6|8|11|13|35|36|37|41|64|127|179,0
indian_pines,11,v21,0.0,0.684,0.676,0.642,4|6|8|11|13|35|36|37|41|127|179,0
indian_pines,10,v21,0.0,0.671,0.646,0.626,4|6|8|11|13|36|37|41|127|179,0
indian_pines,9,v21,0.0,0.682,0.65,0.639,4|6|8|11|13|36|41|127|179,0
indian_pines,8,v21,0.0,0.666,0.605,0.619,4|6|8|11|13|36|127|179,0
indian_pines,7,v21,0.0,0.667,0.614,0.62,4|6|8|13|36|127|179,0
indian_pines,6,v21,0.0,0.596,0.544,0.536,4|6|8|13|36|127,0
indian_pines,5,v21,0.0,0.527,0.456,0.449,4|6|8|13|36,0
