dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
paviaU,30,v2,2200.324,0.921,0.897,0.897,17|18|24|27|30|39|41|44|45|47|50|56|59|60|62|63|66|67|69|70|71|72|73|75|82|84|85|96|98|102,0.5934152007102966|0.3468708395957947|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.7481760382652283|0.3359825313091278|0.46940281987190247|0.6400333642959595|0.3823183476924896|0.22629660367965698|0.44343656301498413|0.40384939312934875|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.24021561443805695|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.45713451504707336|0.6631244421005249|0.5235953330993652
paviaU,29,v2,0.0,0.921,0.897,0.897,17|18|24|27|30|39|41|45|47|50|56|59|60|62|63|66|67|69|70|71|72|73|75|82|84|85|96|98|102,0.5934152007102966|0.3468708395957947|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.7481760382652283|0.3359825313091278|0.6400333642959595|0.3823183476924896|0.22629660367965698|0.44343656301498413|0.40384939312934875|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.24021561443805695|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.45713451504707336|0.6631244421005249|0.5235953330993652
paviaU,28,v2,0.0,0.921,0.897,0.897,17|18|24|27|30|39|41|45|47|50|56|59|60|62|63|66|67|69|70|71|72|73|75|82|84|85|98|102,0.5934152007102966|0.3468708395957947|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.7481760382652283|0.3359825313091278|0.6400333642959595|0.3823183476924896|0.22629660367965698|0.44343656301498413|0.40384939312934875|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.24021561443805695|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.6631244421005249|0.5235953330993652
paviaU,27,v2,0.0,0.922,0.897,0.897,17|18|24|27|30|41|45|47|50|56|59|60|62|63|66|67|69|70|71|72|73|75|82|84|85|98|102,0.5934152007102966|0.3468708395957947|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.3359825313091278|0.6400333642959595|0.3823183476924896|0.22629660367965698|0.44343656301498413|0.40384939312934875|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.24021561443805695|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.6631244421005249|0.5235953330993652
paviaU,26,v2,0.0,0.922,0.898,0.898,17|18|24|27|30|41|45|47|50|56|59|60|62|63|66|67|69|70|72|73|75|82|84|85|98|102,0.5934152007102966|0.3468708395957947|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.3359825313091278|0.6400333642959595|0.3823183476924896|0.22629660367965698|0.44343656301498413|0.40384939312934875|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.6631244421005249|0.5235953330993652
paviaU,25,v2,0.0,0.923,0.898,0.898,17|24|27|30|41|45|47|50|56|59|60|62|63|66|67|69|70|72|73|75|82|84|85|98|102,0.5934152007102966|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.3359825313091278|0.6400333642959595|0.3823183476924896|0.22629660367965698|0.44343656301498413|0.40384939312934875|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.6631244421005249|0.5235953330993652
paviaU,24,v2,0.0,0.921,0.898,0.898,17|24|27|30|41|45|47|50|56|59|60|62|63|66|67|69|70|72|73|75|82|84|85|102,0.5934152007102966|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.3359825313091278|0.6400333642959595|0.3823183476924896|0.22629660367965698|0.44343656301498413|0.40384939312934875|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.5235953330993652
paviaU,23,v2,0.0,0.922,0.898,0.898,17|24|27|30|41|45|47|50|56|60|62|63|66|67|69|70|72|73|75|82|84|85|102,0.5934152007102966|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.3359825313091278|0.6400333642959595|0.3823183476924896|0.22629660367965698|0.44343656301498413|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.5235953330993652
paviaU,22,v2,0.0,0.922,0.899,0.899,17|24|27|30|41|45|47|56|60|62|63|66|67|69|70|72|73|75|82|84|85|102,0.5934152007102966|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.3359825313091278|0.6400333642959595|0.3823183476924896|0.44343656301498413|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.5235953330993652
paviaU,21,v2,0.0,0.923,0.9,0.9,17|24|27|30|41|45|47|60|62|63|66|67|69|70|72|73|75|82|84|85|102,0.5934152007102966|0.4975351393222809|0.20282715559005737|0.3987872898578644|0.3359825313091278|0.6400333642959595|0.3823183476924896|0.2659478783607483|0.4684978425502777|0.09347624331712723|0.16826726496219635|0.4949968159198761|0.2739682197570801|0.4430527091026306|0.1902989000082016|0.4582204520702362|0.31709158420562744|0.07999468594789505|0.3751741647720337|0.3926127851009369|0.5235953330993652
