dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,pcal,0.022,0.689,0.655,0.643,0|19|20|21|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,0
indian_pines,29,pcal,0.0,0.695,0.637,0.651,19|20|21|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,0
indian_pines,28,pcal,0.0,0.691,0.627,0.645,19|20|21|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,0
indian_pines,27,pcal,0.0,0.691,0.627,0.646,19|20|21|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,0
indian_pines,26,pcal,0.0,0.689,0.633,0.644,19|20|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,0
indian_pines,25,pcal,0.0,0.683,0.632,0.638,19|20|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,0
indian_pines,24,pcal,0.0,0.676,0.627,0.63,20|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,0
indian_pines,23,pcal,0.0,0.676,0.633,0.629,20|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|88|89|102|104|143|197|198,0
indian_pines,22,pcal,0.0,0.669,0.627,0.622,20|25|26|27|28|29|30|31|32|34|39|56|60|74|87|88|89|102|104|143|197|198,0
indian_pines,21,pcal,0.0,0.659,0.626,0.611,25|26|27|28|29|30|31|32|34|39|56|60|74|87|88|89|102|104|143|197|198,0
indian_pines,20,pcal,0.0,0.65,0.602,0.6,25|26|27|28|29|30|31|34|39|56|60|74|87|88|89|102|104|143|197|198,0
indian_pines,19,pcal,0.0,0.653,0.602,0.603,25|26|27|28|29|30|31|34|39|56|60|74|87|88|102|104|143|197|198,0
indian_pines,18,pcal,0.0,0.644,0.623,0.593,25|26|27|28|29|30|31|34|39|56|60|74|87|102|104|143|197|198,0
indian_pines,17,pcal,0.0,0.632,0.614,0.579,26|27|28|29|30|31|34|39|56|60|74|87|102|104|143|197|198,0
indian_pines,16,pcal,0.0,0.625,0.591,0.571,26|27|28|29|30|31|34|39|56|60|74|87|102|104|143|198,0
indian_pines,15,pcal,0.0,0.626,0.595,0.573,26|27|28|29|30|31|34|39|56|60|74|87|102|104|198,0
indian_pines,14,pcal,0.0,0.616,0.589,0.562,26|27|29|30|31|34|39|56|60|74|87|102|104|198,0
indian_pines,13,pcal,0.0,0.62,0.59,0.565,26|29|30|31|34|39|56|60|74|87|102|104|198,0
indian_pines,12,pcal,0.0,0.612,0.587,0.557,26|29|30|31|34|39|56|60|74|102|104|198,0
indian_pines,11,pcal,0.0,0.601,0.57,0.545,26|29|30|31|34|56|60|74|102|104|198,0
indian_pines,10,pcal,0.0,0.611,0.567,0.554,26|29|30|34|56|60|74|102|104|198,0
indian_pines,9,pcal,0.0,0.604,0.577,0.548,29|30|34|56|60|74|102|104|198,0
indian_pines,8,pcal,0.0,0.598,0.554,0.539,29|30|56|60|74|102|104|198,0
indian_pines,7,pcal,0.0,0.62,0.58,0.563,29|30|56|60|74|104|198,0
indian_pines,6,pcal,0.0,0.593,0.498,0.532,29|56|60|74|104|198,0
indian_pines,5,pcal,0.0,0.626,0.558,0.569,29|56|60|74|198,0
indian_pines,30,pcal,0.067,0.689,0.624,0.645,0|19|20|21|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,1
indian_pines,29,pcal,0.0,0.691,0.631,0.647,0|19|20|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,1
indian_pines,28,pcal,0.0,0.69,0.625,0.646,0|19|20|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,1
indian_pines,27,pcal,0.0,0.683,0.619,0.638,0|19|20|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,1
indian_pines,26,pcal,0.0,0.678,0.611,0.632,0|19|20|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|102|104|143|145|197|198,1
indian_pines,25,pcal,0.0,0.679,0.618,0.633,0|19|20|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|88|102|104|143|145|197|198,1
indian_pines,24,pcal,0.0,0.675,0.616,0.629,0|20|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|88|102|104|143|145|197|198,1
indian_pines,23,pcal,0.0,0.675,0.639,0.629,0|20|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|102|104|143|145|197|198,1
indian_pines,22,pcal,0.0,0.666,0.61,0.62,20|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|102|104|143|145|197|198,1
indian_pines,21,pcal,0.0,0.679,0.629,0.634,20|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|102|104|145|197|198,1
indian_pines,20,pcal,0.0,0.677,0.619,0.631,20|25|26|27|28|29|30|31|32|34|39|56|60|74|87|102|104|145|197|198,1
indian_pines,19,pcal,0.0,0.661,0.603,0.614,25|26|27|28|29|30|31|32|34|39|56|60|74|87|102|104|145|197|198,1
indian_pines,18,pcal,0.0,0.648,0.611,0.599,25|26|27|28|29|30|31|32|34|39|56|60|74|102|104|145|197|198,1
indian_pines,17,pcal,0.0,0.632,0.591,0.58,25|26|27|28|29|30|31|32|34|39|56|60|74|102|104|145|198,1
indian_pines,16,pcal,0.0,0.632,0.562,0.58,25|26|27|28|29|30|31|34|39|56|60|74|102|104|145|198,1
indian_pines,15,pcal,0.0,0.631,0.573,0.58,26|27|28|29|30|31|34|39|56|60|74|102|104|145|198,1
indian_pines,14,pcal,0.0,0.651,0.634,0.603,26|27|28|29|30|31|34|39|56|60|74|102|104|198,1
indian_pines,13,pcal,0.0,0.637,0.613,0.586,26|27|28|29|30|34|39|56|60|74|102|104|198,1
indian_pines,12,pcal,0.0,0.633,0.615,0.581,26|27|29|30|34|39|56|60|74|102|104|198,1
indian_pines,11,pcal,0.0,0.624,0.603,0.571,26|29|30|34|39|56|60|74|102|104|198,1
indian_pines,10,pcal,0.0,0.611,0.553,0.555,26|29|30|39|56|60|74|102|104|198,1
indian_pines,9,pcal,0.0,0.598,0.512,0.539,26|29|30|56|60|74|102|104|198,1
indian_pines,8,pcal,0.0,0.61,0.559,0.553,26|29|30|56|60|74|102|198,1
indian_pines,7,pcal,0.0,0.607,0.517,0.548,29|30|56|60|74|102|198,1
indian_pines,6,pcal,0.0,0.586,0.493,0.523,30|56|60|74|102|198,1
indian_pines,5,pcal,0.0,0.535,0.38,0.457,56|60|74|102|198,1
indian_pines,30,pcal,0.015,0.656,0.583,0.607,0|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|89|102|104|105|145|197|198,2
indian_pines,29,pcal,0.0,0.661,0.582,0.612,0|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|89|102|104|145|197|198,2
indian_pines,28,pcal,0.0,0.655,0.578,0.606,0|19|20|21|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|89|102|104|145|197|198,2
indian_pines,27,pcal,0.0,0.655,0.58,0.605,0|19|20|21|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|102|104|145|197|198,2
indian_pines,26,pcal,0.0,0.655,0.579,0.605,0|19|20|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|102|104|145|197|198,2
indian_pines,25,pcal,0.0,0.651,0.577,0.601,0|19|20|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|102|104|145|197|198,2
indian_pines,24,pcal,0.0,0.651,0.603,0.601,0|19|20|24|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|102|104|145|197|198,2
indian_pines,23,pcal,0.0,0.652,0.601,0.601,0|20|24|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|102|104|145|197|198,2
indian_pines,22,pcal,0.0,0.645,0.574,0.593,0|20|25|26|27|28|29|30|31|32|34|39|56|60|61|74|87|102|104|145|197|198,2
indian_pines,21,pcal,0.0,0.627,0.567,0.572,0|20|25|26|27|28|29|30|31|32|34|39|56|60|74|87|102|104|145|197|198,2
indian_pines,20,pcal,0.0,0.606,0.554,0.548,0|25|26|27|28|29|30|31|32|34|39|56|60|74|87|102|104|145|197|198,2
indian_pines,19,pcal,0.0,0.635,0.564,0.583,25|26|27|28|29|30|31|32|34|39|56|60|74|87|102|104|145|197|198,2
indian_pines,18,pcal,0.0,0.632,0.563,0.579,25|26|27|28|29|30|31|32|34|39|56|60|74|87|102|104|197|198,2
indian_pines,17,pcal,0.0,0.622,0.579,0.569,25|26|27|28|29|30|31|32|34|39|56|60|74|87|102|104|198,2
indian_pines,16,pcal,0.0,0.608,0.548,0.552,25|26|27|28|29|30|31|34|39|56|60|74|87|102|104|198,2
indian_pines,15,pcal,0.0,0.602,0.558,0.545,26|27|28|29|30|31|34|39|56|60|74|87|102|104|198,2
indian_pines,14,pcal,0.0,0.613,0.533,0.558,26|27|28|29|30|34|39|56|60|74|87|102|104|198,2
indian_pines,13,pcal,0.0,0.617,0.546,0.563,26|27|29|30|34|39|56|60|74|87|102|104|198,2
indian_pines,12,pcal,0.0,0.617,0.556,0.562,26|29|30|34|39|56|60|74|87|102|104|198,2
indian_pines,11,pcal,0.0,0.601,0.535,0.544,26|29|30|39|56|60|74|87|102|104|198,2
indian_pines,10,pcal,0.0,0.617,0.588,0.563,26|29|30|39|56|60|74|87|104|198,2
indian_pines,9,pcal,0.0,0.648,0.576,0.595,26|29|30|39|56|60|74|87|198,2
indian_pines,8,pcal,0.0,0.66,0.57,0.61,29|30|39|56|60|74|87|198,2
indian_pines,7,pcal,0.0,0.655,0.543,0.604,29|30|56|60|74|87|198,2
indian_pines,6,pcal,0.0,0.639,0.528,0.583,29|30|56|60|74|198,2
indian_pines,5,pcal,0.0,0.604,0.485,0.542,30|56|60|74|198,2
indian_pines,30,pcal,0.016,0.666,0.644,0.619,0|19|20|21|23|24|25|26|27|28|29|30|31|32|33|34|39|56|60|61|74|87|88|89|102|104|143|145|197|198,3
