dataset,target_size,algorithm,oa,aa,k,fold
salinas,30,pcal,0.91,0.94,0.9,0
salinas,30,pcal,0.91,0.95,0.91,1
salinas,30,pcal,0.9,0.94,0.89,2
salinas,30,pcal,0.91,0.95,0.9,3
salinas,30,pcal,0.91,0.94,0.9,4
salinas,30,pcal,0.91,0.95,0.9,5
salinas,30,pcal,0.91,0.94,0.89,6
salinas,30,pcal,0.91,0.94,0.89,7
salinas,30,pcal,0.91,0.95,0.9,8
salinas,30,pcal,0.91,0.95,0.9,9
salinas,30,pcal,0.91,0.95,0.9,10
salinas,30,pcal,0.91,0.94,0.9,11
salinas,30,pcal,0.91,0.95,0.9,12
salinas,30,pcal,0.91,0.94,0.9,13
salinas,30,pcal,0.91,0.95,0.9,14
salinas,30,pcal,0.91,0.94,0.9,15
salinas,30,pcal,0.91,0.95,0.9,16
salinas,30,pcal,0.91,0.95,0.9,17
salinas,30,pcal,0.91,0.95,0.9,18
salinas,30,pcal,0.91,0.95,0.9,19
salinas,29,pcal,0.91,0.94,0.9,0
salinas,29,pcal,0.91,0.95,0.9,1
salinas,29,pcal,0.9,0.94,0.89,2
salinas,29,pcal,0.91,0.95,0.9,3
salinas,29,pcal,0.91,0.94,0.9,4
salinas,29,pcal,0.91,0.95,0.9,5
salinas,29,pcal,0.9,0.94,0.89,6
salinas,29,pcal,0.9,0.94,0.89,7
salinas,29,pcal,0.91,0.95,0.9,8
salinas,29,pcal,0.91,0.95,0.9,9
salinas,29,pcal,0.91,0.95,0.9,10
salinas,29,pcal,0.91,0.94,0.9,11
salinas,29,pcal,0.91,0.95,0.9,12
salinas,29,pcal,0.91,0.94,0.9,13
salinas,29,pcal,0.91,0.95,0.9,14
salinas,29,pcal,0.91,0.94,0.9,15
salinas,29,pcal,0.91,0.95,0.9,16
salinas,29,pcal,0.91,0.95,0.9,17
salinas,29,pcal,0.91,0.95,0.9,18
salinas,29,pcal,0.91,0.95,0.9,19
salinas,28,pcal,0.91,0.93,0.9,0
salinas,28,pcal,0.91,0.94,0.9,1
salinas,28,pcal,0.9,0.93,0.89,2
salinas,28,pcal,0.91,0.94,0.9,3
salinas,28,pcal,0.91,0.94,0.89,4
salinas,28,pcal,0.91,0.94,0.9,5
salinas,28,pcal,0.9,0.93,0.89,6
salinas,28,pcal,0.9,0.94,0.89,7
salinas,28,pcal,0.91,0.95,0.9,8
salinas,28,pcal,0.91,0.94,0.9,9
salinas,28,pcal,0.9,0.94,0.89,10
salinas,28,pcal,0.9,0.93,0.89,11
salinas,28,pcal,0.91,0.94,0.9,12
salinas,28,pcal,0.91,0.94,0.9,13
salinas,28,pcal,0.91,0.94,0.9,14
salinas,28,pcal,0.91,0.94,0.9,15
salinas,28,pcal,0.9,0.94,0.89,16
salinas,28,pcal,0.91,0.94,0.9,17
salinas,28,pcal,0.91,0.94,0.9,18
salinas,28,pcal,0.91,0.94,0.9,19
salinas,27,pcal,0.9,0.93,0.89,0
salinas,27,pcal,0.91,0.94,0.9,1
salinas,27,pcal,0.9,0.93,0.89,2
salinas,27,pcal,0.91,0.94,0.9,3
salinas,27,pcal,0.9,0.94,0.89,4
salinas,27,pcal,0.91,0.94,0.9,5
salinas,27,pcal,0.9,0.93,0.89,6
salinas,27,pcal,0.9,0.94,0.89,7
salinas,27,pcal,0.91,0.94,0.9,8
salinas,27,pcal,0.91,0.94,0.9,9
salinas,27,pcal,0.9,0.94,0.89,10
salinas,27,pcal,0.9,0.93,0.89,11
salinas,27,pcal,0.91,0.94,0.9,12
salinas,27,pcal,0.9,0.94,0.89,13
salinas,27,pcal,0.91,0.94,0.9,14
salinas,27,pcal,0.91,0.94,0.9,15
salinas,27,pcal,0.91,0.94,0.89,16
salinas,27,pcal,0.91,0.94,0.9,17
salinas,27,pcal,0.91,0.94,0.89,18
salinas,27,pcal,0.91,0.94,0.9,19
salinas,26,pcal,0.88,0.91,0.86,0
salinas,26,pcal,0.89,0.92,0.88,1
salinas,26,pcal,0.88,0.91,0.86,2
salinas,26,pcal,0.88,0.92,0.87,3
salinas,26,pcal,0.88,0.92,0.87,4
salinas,26,pcal,0.88,0.92,0.87,5
salinas,26,pcal,0.88,0.91,0.87,6
salinas,26,pcal,0.88,0.93,0.87,7
salinas,26,pcal,0.89,0.93,0.88,8
salinas,26,pcal,0.88,0.92,0.87,9
salinas,26,pcal,0.88,0.92,0.87,10
salinas,26,pcal,0.88,0.92,0.87,11
salinas,26,pcal,0.88,0.92,0.87,12
salinas,26,pcal,0.89,0.92,0.87,13
salinas,26,pcal,0.88,0.92,0.87,14
salinas,26,pcal,0.88,0.91,0.87,15
salinas,26,pcal,0.88,0.92,0.87,16
salinas,26,pcal,0.88,0.92,0.87,17
salinas,26,pcal,0.88,0.92,0.87,18
salinas,26,pcal,0.88,0.92,0.87,19
salinas,25,pcal,0.88,0.91,0.86,0
salinas,25,pcal,0.89,0.92,0.87,1
salinas,25,pcal,0.87,0.91,0.86,2
salinas,25,pcal,0.88,0.92,0.87,3
salinas,25,pcal,0.88,0.92,0.87,4
salinas,25,pcal,0.88,0.92,0.87,5
salinas,25,pcal,0.88,0.91,0.87,6
salinas,25,pcal,0.88,0.93,0.87,7
salinas,25,pcal,0.89,0.93,0.87,8
salinas,25,pcal,0.88,0.92,0.87,9
salinas,25,pcal,0.88,0.91,0.87,10
salinas,25,pcal,0.88,0.91,0.87,11
salinas,25,pcal,0.88,0.92,0.87,12
salinas,25,pcal,0.88,0.91,0.87,13
salinas,25,pcal,0.88,0.92,0.87,14
salinas,25,pcal,0.88,0.91,0.87,15
salinas,25,pcal,0.88,0.91,0.86,16
salinas,25,pcal,0.88,0.92,0.87,17
salinas,25,pcal,0.88,0.92,0.87,18
salinas,25,pcal,0.88,0.92,0.87,19
salinas,24,pcal,0.87,0.9,0.85,0
salinas,24,pcal,0.88,0.91,0.87,1
salinas,24,pcal,0.87,0.9,0.86,2
salinas,24,pcal,0.88,0.91,0.86,3
salinas,24,pcal,0.87,0.91,0.86,4
salinas,24,pcal,0.87,0.91,0.86,5
salinas,24,pcal,0.87,0.91,0.86,6
salinas,24,pcal,0.87,0.92,0.86,7
salinas,24,pcal,0.88,0.91,0.86,8
salinas,24,pcal,0.88,0.91,0.86,9
salinas,24,pcal,0.88,0.91,0.86,10
salinas,24,pcal,0.88,0.91,0.86,11
salinas,24,pcal,0.88,0.91,0.86,12
salinas,24,pcal,0.87,0.9,0.86,13
salinas,24,pcal,0.88,0.91,0.86,14
salinas,24,pcal,0.87,0.9,0.86,15
salinas,24,pcal,0.87,0.9,0.86,16
salinas,24,pcal,0.88,0.91,0.86,17
salinas,24,pcal,0.88,0.91,0.86,18
salinas,24,pcal,0.87,0.91,0.86,19
salinas,23,pcal,0.86,0.89,0.85,0
salinas,23,pcal,0.88,0.91,0.86,1
salinas,23,pcal,0.87,0.9,0.85,2
salinas,23,pcal,0.87,0.91,0.86,3
salinas,23,pcal,0.87,0.91,0.86,4
salinas,23,pcal,0.87,0.91,0.86,5
salinas,23,pcal,0.87,0.9,0.86,6
salinas,23,pcal,0.87,0.91,0.86,7
salinas,23,pcal,0.87,0.91,0.86,8
salinas,23,pcal,0.87,0.9,0.86,9
salinas,23,pcal,0.87,0.9,0.86,10
salinas,23,pcal,0.87,0.91,0.86,11
salinas,23,pcal,0.87,0.91,0.85,12
salinas,23,pcal,0.87,0.9,0.85,13
salinas,23,pcal,0.87,0.91,0.86,14
salinas,23,pcal,0.87,0.9,0.86,15
salinas,23,pcal,0.87,0.9,0.85,16
salinas,23,pcal,0.87,0.91,0.86,17
salinas,23,pcal,0.87,0.91,0.86,18
salinas,23,pcal,0.87,0.91,0.86,19
salinas,22,pcal,0.86,0.89,0.84,0
salinas,22,pcal,0.87,0.9,0.85,1
salinas,22,pcal,0.86,0.88,0.84,2
salinas,22,pcal,0.86,0.9,0.85,3
salinas,22,pcal,0.86,0.9,0.85,4
salinas,22,pcal,0.86,0.9,0.85,5
salinas,22,pcal,0.86,0.9,0.85,6
salinas,22,pcal,0.86,0.9,0.85,7
salinas,22,pcal,0.87,0.91,0.85,8
salinas,22,pcal,0.86,0.89,0.85,9
salinas,22,pcal,0.86,0.9,0.85,10
salinas,22,pcal,0.86,0.9,0.85,11
salinas,22,pcal,0.86,0.9,0.84,12
salinas,22,pcal,0.86,0.89,0.84,13
salinas,22,pcal,0.86,0.9,0.85,14
salinas,22,pcal,0.86,0.89,0.85,15
salinas,22,pcal,0.86,0.89,0.85,16
salinas,22,pcal,0.86,0.89,0.85,17
salinas,22,pcal,0.87,0.9,0.85,18
salinas,22,pcal,0.86,0.89,0.84,19
salinas,21,pcal,0.86,0.89,0.84,0
