dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,v2,388.693,0.732,0.751,0.696,3|4|5|6|7|8|34|35|36|38|57|58|59|64|76|77|78|79|80|91|92|94|98|99|100|114|131|147|148|171,0
indian_pines,29,v2,0.0,0.717,0.737,0.68,3|4|5|6|7|8|34|35|36|57|58|59|64|76|77|78|79|80|91|92|94|98|99|100|114|131|147|148|171,0
indian_pines,28,v2,0.001,0.721,0.737,0.684,3|4|5|6|7|8|34|35|36|57|58|59|76|77|78|79|80|91|92|94|98|99|100|114|131|147|148|171,0
indian_pines,27,v2,0.0,0.711,0.727,0.673,3|4|5|6|7|8|34|35|36|57|58|59|76|77|78|79|80|91|92|94|98|99|100|131|147|148|171,0
indian_pines,26,v2,0.0,0.72,0.727,0.682,3|4|5|6|7|8|34|35|36|57|58|76|77|78|79|80|91|92|94|98|99|100|131|147|148|171,0
indian_pines,25,v2,0.0,0.721,0.732,0.682,3|4|5|6|7|8|34|35|36|57|58|76|77|79|80|91|92|94|98|99|100|131|147|148|171,0
indian_pines,24,v2,0.0,0.72,0.716,0.681,3|4|5|6|7|8|34|35|36|57|58|76|77|79|80|91|92|94|98|99|100|131|148|171,0
indian_pines,23,v2,0.0,0.717,0.719,0.678,3|4|5|6|7|8|34|35|36|57|58|76|77|79|91|92|94|98|99|100|131|148|171,0
indian_pines,22,v2,0.0,0.714,0.733,0.675,3|4|5|6|7|8|34|35|36|57|58|76|77|79|92|94|98|99|100|131|148|171,0
indian_pines,21,v2,0.0,0.706,0.717,0.666,3|4|5|6|7|8|34|35|36|57|58|76|77|79|94|98|99|100|131|148|171,0
indian_pines,20,v2,0.0,0.696,0.702,0.655,3|4|5|6|7|8|34|35|36|57|58|76|77|79|94|98|99|100|131|148,0
indian_pines,19,v2,0.0,0.676,0.672,0.632,3|4|5|6|7|8|34|35|36|57|58|76|77|79|94|98|99|100|148,0
indian_pines,18,v2,0.0,0.681,0.682,0.637,3|4|5|6|7|8|34|35|36|57|58|77|79|94|98|99|100|148,0
indian_pines,17,v2,0.0,0.681,0.677,0.638,3|4|5|6|7|8|34|35|36|57|58|77|79|98|99|100|148,0
indian_pines,16,v2,0.0,0.69,0.682,0.647,3|5|6|7|8|34|35|36|57|58|77|79|98|99|100|148,0
indian_pines,15,v2,0.0,0.69,0.683,0.647,3|5|6|7|8|34|35|36|57|58|77|79|98|99|148,0
indian_pines,14,v2,0.0,0.69,0.684,0.647,3|5|6|7|8|34|35|36|57|58|79|98|99|148,0
indian_pines,13,v2,0.0,0.704,0.701,0.663,5|6|7|8|34|35|36|57|58|79|98|99|148,0
indian_pines,12,v2,0.0,0.695,0.691,0.654,5|6|7|8|34|35|36|57|58|79|98|148,0
indian_pines,11,v2,0.0,0.695,0.705,0.653,5|6|7|8|34|35|36|58|79|98|148,0
indian_pines,10,v2,0.0,0.69,0.692,0.647,5|6|7|8|34|36|58|79|98|148,0
indian_pines,9,v2,0.0,0.686,0.69,0.643,5|6|7|8|34|36|58|98|148,0
indian_pines,8,v2,0.0,0.692,0.704,0.65,6|7|8|34|36|58|98|148,0
indian_pines,7,v2,0.0,0.698,0.692,0.656,7|8|34|36|58|98|148,0
indian_pines,6,v2,0.0,0.7,0.673,0.657,7|8|36|58|98|148,0
indian_pines,5,v2,0.0,0.62,0.59,0.564,7|8|36|58|148,0
