dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,v5,0.8,0.76,0.77,0
indian_pines,30,v5,0.78,0.75,0.75,1
indian_pines,30,v5,0.79,0.73,0.76,2
indian_pines,30,v5,0.78,0.73,0.75,3
indian_pines,30,v5,0.79,0.72,0.76,4
indian_pines,30,v5,0.8,0.73,0.77,5
indian_pines,30,v5,0.79,0.73,0.76,6
indian_pines,30,v5,0.79,0.73,0.76,7
indian_pines,30,v5,0.79,0.71,0.76,8
indian_pines,30,v5,0.77,0.75,0.74,9
indian_pines,30,v5,0.77,0.68,0.73,10
indian_pines,30,v5,0.79,0.76,0.76,11
indian_pines,30,v5,0.78,0.75,0.74,12
indian_pines,30,v5,0.78,0.72,0.75,13
indian_pines,30,v5,0.8,0.74,0.77,14
indian_pines,30,v5,0.78,0.74,0.75,15
indian_pines,30,v5,0.77,0.75,0.74,16
indian_pines,30,v5,0.78,0.67,0.75,17
indian_pines,30,v5,0.79,0.71,0.76,18
indian_pines,30,v5,0.79,0.71,0.76,19
indian_pines,29,v5,0.79,0.76,0.77,0
indian_pines,29,v5,0.78,0.75,0.75,1
indian_pines,29,v5,0.79,0.73,0.76,2
indian_pines,29,v5,0.78,0.73,0.75,3
indian_pines,29,v5,0.78,0.72,0.75,4
indian_pines,29,v5,0.78,0.71,0.75,5
indian_pines,29,v5,0.78,0.72,0.75,6
indian_pines,29,v5,0.78,0.72,0.76,7
indian_pines,29,v5,0.79,0.71,0.76,8
indian_pines,29,v5,0.77,0.74,0.74,9
indian_pines,29,v5,0.76,0.68,0.73,10
indian_pines,29,v5,0.78,0.75,0.75,11
indian_pines,29,v5,0.77,0.75,0.74,12
indian_pines,29,v5,0.77,0.72,0.74,13
indian_pines,29,v5,0.79,0.73,0.76,14
indian_pines,29,v5,0.78,0.74,0.75,15
indian_pines,29,v5,0.77,0.74,0.74,16
indian_pines,29,v5,0.77,0.66,0.74,17
indian_pines,29,v5,0.79,0.7,0.76,18
indian_pines,29,v5,0.78,0.71,0.75,19
indian_pines,28,v5,0.8,0.76,0.77,0
indian_pines,28,v5,0.77,0.75,0.74,1
indian_pines,28,v5,0.79,0.74,0.76,2
indian_pines,28,v5,0.77,0.72,0.74,3
indian_pines,28,v5,0.78,0.72,0.75,4
indian_pines,28,v5,0.78,0.71,0.75,5
indian_pines,28,v5,0.78,0.72,0.75,6
indian_pines,28,v5,0.78,0.73,0.75,7
indian_pines,28,v5,0.78,0.7,0.75,8
indian_pines,28,v5,0.76,0.73,0.73,9
indian_pines,28,v5,0.77,0.69,0.73,10
indian_pines,28,v5,0.79,0.74,0.75,11
indian_pines,28,v5,0.77,0.74,0.74,12
indian_pines,28,v5,0.78,0.72,0.75,13
indian_pines,28,v5,0.79,0.73,0.76,14
indian_pines,28,v5,0.78,0.74,0.75,15
indian_pines,28,v5,0.77,0.74,0.74,16
indian_pines,28,v5,0.77,0.66,0.74,17
indian_pines,28,v5,0.79,0.7,0.76,18
indian_pines,28,v5,0.78,0.71,0.75,19
indian_pines,27,v5,0.8,0.77,0.77,0
indian_pines,27,v5,0.78,0.75,0.74,1
indian_pines,27,v5,0.79,0.75,0.76,2
indian_pines,27,v5,0.78,0.75,0.75,3
indian_pines,27,v5,0.79,0.74,0.76,4
indian_pines,27,v5,0.78,0.74,0.75,5
indian_pines,27,v5,0.78,0.73,0.74,6
indian_pines,27,v5,0.79,0.75,0.77,7
indian_pines,27,v5,0.78,0.73,0.75,8
indian_pines,27,v5,0.76,0.74,0.73,9
indian_pines,27,v5,0.77,0.69,0.74,10
indian_pines,27,v5,0.79,0.73,0.75,11
indian_pines,27,v5,0.77,0.76,0.74,12
indian_pines,27,v5,0.78,0.73,0.75,13
indian_pines,27,v5,0.79,0.73,0.76,14
indian_pines,27,v5,0.78,0.74,0.75,15
indian_pines,27,v5,0.77,0.74,0.74,16
indian_pines,27,v5,0.78,0.68,0.75,17
indian_pines,27,v5,0.79,0.72,0.76,18
indian_pines,27,v5,0.79,0.72,0.76,19
indian_pines,26,v5,0.79,0.76,0.76,0
indian_pines,26,v5,0.77,0.74,0.74,1
indian_pines,26,v5,0.79,0.76,0.77,2
indian_pines,26,v5,0.77,0.74,0.74,3
indian_pines,26,v5,0.79,0.74,0.76,4
indian_pines,26,v5,0.79,0.74,0.76,5
indian_pines,26,v5,0.77,0.73,0.74,6
indian_pines,26,v5,0.79,0.75,0.76,7
indian_pines,26,v5,0.78,0.73,0.75,8
indian_pines,26,v5,0.76,0.74,0.73,9
indian_pines,26,v5,0.77,0.7,0.74,10
indian_pines,26,v5,0.78,0.73,0.75,11
indian_pines,26,v5,0.77,0.75,0.74,12
indian_pines,26,v5,0.78,0.73,0.74,13
indian_pines,26,v5,0.78,0.73,0.75,14
indian_pines,26,v5,0.78,0.74,0.75,15
indian_pines,26,v5,0.77,0.74,0.74,16
indian_pines,26,v5,0.77,0.68,0.74,17
indian_pines,26,v5,0.79,0.72,0.76,18
indian_pines,26,v5,0.78,0.72,0.75,19
indian_pines,25,v5,0.79,0.76,0.76,0
indian_pines,25,v5,0.77,0.74,0.74,1
indian_pines,25,v5,0.79,0.75,0.76,2
indian_pines,25,v5,0.78,0.74,0.74,3
indian_pines,25,v5,0.79,0.74,0.76,4
indian_pines,25,v5,0.78,0.74,0.75,5
indian_pines,25,v5,0.77,0.73,0.74,6
indian_pines,25,v5,0.78,0.75,0.75,7
indian_pines,25,v5,0.78,0.73,0.75,8
indian_pines,25,v5,0.76,0.74,0.72,9
indian_pines,25,v5,0.77,0.7,0.73,10
indian_pines,25,v5,0.78,0.73,0.74,11
indian_pines,25,v5,0.77,0.75,0.74,12
indian_pines,25,v5,0.77,0.73,0.74,13
indian_pines,25,v5,0.78,0.73,0.75,14
indian_pines,25,v5,0.78,0.74,0.75,15
indian_pines,25,v5,0.77,0.74,0.74,16
indian_pines,25,v5,0.77,0.68,0.74,17
indian_pines,25,v5,0.79,0.72,0.76,18
indian_pines,25,v5,0.79,0.72,0.76,19
indian_pines,24,v5,0.78,0.75,0.75,0
indian_pines,24,v5,0.77,0.74,0.74,1
indian_pines,24,v5,0.79,0.75,0.76,2
indian_pines,24,v5,0.77,0.74,0.74,3
indian_pines,24,v5,0.78,0.73,0.75,4
indian_pines,24,v5,0.79,0.74,0.76,5
indian_pines,24,v5,0.78,0.74,0.74,6
indian_pines,24,v5,0.78,0.74,0.75,7
indian_pines,24,v5,0.77,0.72,0.74,8
indian_pines,24,v5,0.75,0.73,0.72,9
indian_pines,24,v5,0.76,0.7,0.73,10
indian_pines,24,v5,0.78,0.73,0.74,11
indian_pines,24,v5,0.77,0.75,0.73,12
indian_pines,24,v5,0.77,0.72,0.74,13
indian_pines,24,v5,0.77,0.73,0.74,14
indian_pines,24,v5,0.78,0.74,0.75,15
indian_pines,24,v5,0.77,0.75,0.74,16
indian_pines,24,v5,0.77,0.68,0.74,17
indian_pines,24,v5,0.78,0.72,0.75,18
indian_pines,24,v5,0.78,0.71,0.75,19
indian_pines,23,v5,0.78,0.74,0.74,0
indian_pines,23,v5,0.77,0.74,0.73,1
indian_pines,23,v5,0.79,0.74,0.76,2
indian_pines,23,v5,0.77,0.74,0.74,3
indian_pines,23,v5,0.77,0.73,0.74,4
