dataset,target_size,algorithm,oa,aa,k,fold
paviaU,30,v3,0.92,0.89,0.89,0
paviaU,29,v3,0.92,0.89,0.89,0
paviaU,28,v3,0.92,0.89,0.89,0
paviaU,27,v3,0.92,0.88,0.89,0
paviaU,26,v3,0.92,0.89,0.89,0
paviaU,25,v3,0.92,0.89,0.89,0
paviaU,24,v3,0.92,0.89,0.89,0
paviaU,23,v3,0.92,0.89,0.89,0
paviaU,22,v3,0.92,0.89,0.89,0
paviaU,21,v3,0.92,0.89,0.9,0
paviaU,20,v3,0.92,0.89,0.9,0
paviaU,19,v3,0.92,0.89,0.9,0
paviaU,18,v3,0.92,0.89,0.9,0
paviaU,17,v3,0.93,0.9,0.9,0
paviaU,16,v3,0.92,0.9,0.9,0
paviaU,15,v3,0.92,0.89,0.9,0
paviaU,14,v3,0.92,0.89,0.89,0
paviaU,13,v3,0.92,0.89,0.89,0
paviaU,12,v3,0.92,0.89,0.89,0
paviaU,11,v3,0.92,0.89,0.89,0
paviaU,10,v3,0.91,0.88,0.88,0
paviaU,9,v3,0.91,0.88,0.88,0
paviaU,8,v3,0.91,0.88,0.88,0
paviaU,7,v3,0.9,0.84,0.86,0
paviaU,6,v3,0.9,0.85,0.86,0
paviaU,5,v3,0.87,0.82,0.83,0
