dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
paviaU,30,v3,179.545,0.92,0.888,0.888,6|9|14|17|21|25|30|33|41|44|45|47|51|54|57|60|61|62|67|68|71|74|75|80|82|84|88|96|98|102,0.5968448519706726|0.2060934603214264|0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.6470990180969238|0.12442866712808609|0.029963357374072075|0.08766306936740875|0.14986804127693176|0.4619576036930084|0.016540123149752617|0.023340648040175438|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.01259666308760643|0.5052733421325684|0.28263023495674133|0.023011047393083572|0.067710280418396|0.038936637341976166|0.05044639855623245|0.016628950834274292|0.30646800994873047
paviaU,29,v3,0.0,0.919,0.888,0.888,6|9|14|17|21|25|30|33|41|44|45|47|51|54|60|61|62|67|68|71|74|75|80|82|84|88|96|98|102,0.5968448519706726|0.2060934603214264|0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.6470990180969238|0.12442866712808609|0.029963357374072075|0.08766306936740875|0.14986804127693176|0.4619576036930084|0.016540123149752617|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.01259666308760643|0.5052733421325684|0.28263023495674133|0.023011047393083572|0.067710280418396|0.038936637341976166|0.05044639855623245|0.016628950834274292|0.30646800994873047
paviaU,28,v3,0.0,0.919,0.886,0.886,6|9|14|17|21|25|30|33|41|44|47|51|54|60|61|62|67|68|71|74|75|80|82|84|88|96|98|102,0.5968448519706726|0.2060934603214264|0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.6470990180969238|0.12442866712808609|0.029963357374072075|0.14986804127693176|0.4619576036930084|0.016540123149752617|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.01259666308760643|0.5052733421325684|0.28263023495674133|0.023011047393083572|0.067710280418396|0.038936637341976166|0.05044639855623245|0.016628950834274292|0.30646800994873047
paviaU,27,v3,0.0,0.917,0.884,0.884,6|9|14|17|21|25|30|33|41|44|47|51|54|60|61|62|67|68|71|74|75|82|84|88|96|98|102,0.5968448519706726|0.2060934603214264|0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.6470990180969238|0.12442866712808609|0.029963357374072075|0.14986804127693176|0.4619576036930084|0.016540123149752617|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.01259666308760643|0.5052733421325684|0.023011047393083572|0.067710280418396|0.038936637341976166|0.05044639855623245|0.016628950834274292|0.30646800994873047
paviaU,26,v3,0.0,0.919,0.889,0.889,6|14|17|21|25|30|33|41|44|47|51|54|60|61|62|67|68|71|74|75|82|84|88|96|98|102,0.5968448519706726|0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.6470990180969238|0.12442866712808609|0.029963357374072075|0.14986804127693176|0.4619576036930084|0.016540123149752617|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.01259666308760643|0.5052733421325684|0.023011047393083572|0.067710280418396|0.038936637341976166|0.05044639855623245|0.016628950834274292|0.30646800994873047
paviaU,25,v3,0.0,0.92,0.888,0.888,6|14|17|21|25|30|41|44|47|51|54|60|61|62|67|68|71|74|75|82|84|88|96|98|102,0.5968448519706726|0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.12442866712808609|0.029963357374072075|0.14986804127693176|0.4619576036930084|0.016540123149752617|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.01259666308760643|0.5052733421325684|0.023011047393083572|0.067710280418396|0.038936637341976166|0.05044639855623245|0.016628950834274292|0.30646800994873047
paviaU,24,v3,0.0,0.919,0.885,0.885,6|14|17|21|25|30|41|44|47|51|54|60|61|62|67|68|71|74|75|82|84|96|98|102,0.5968448519706726|0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.12442866712808609|0.029963357374072075|0.14986804127693176|0.4619576036930084|0.016540123149752617|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.01259666308760643|0.5052733421325684|0.023011047393083572|0.067710280418396|0.05044639855623245|0.016628950834274292|0.30646800994873047
paviaU,23,v3,0.0,0.919,0.887,0.887,6|14|17|21|25|30|41|44|47|51|54|60|61|62|67|68|71|75|82|84|96|98|102,0.5968448519706726|0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.12442866712808609|0.029963357374072075|0.14986804127693176|0.4619576036930084|0.016540123149752617|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.5052733421325684|0.023011047393083572|0.067710280418396|0.05044639855623245|0.016628950834274292|0.30646800994873047
paviaU,22,v3,0.0,0.92,0.888,0.888,6|14|17|21|25|30|41|44|47|51|60|61|62|67|68|71|75|82|84|96|98|102,0.5968448519706726|0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.12442866712808609|0.029963357374072075|0.14986804127693176|0.4619576036930084|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.5052733421325684|0.023011047393083572|0.067710280418396|0.05044639855623245|0.016628950834274292|0.30646800994873047
paviaU,21,v3,0.0,0.923,0.891,0.891,14|17|21|25|30|41|44|47|51|60|61|62|67|68|71|75|82|84|96|98|102,0.13070154190063477|0.11085245758295059|0.04101365804672241|0.2937113642692566|0.5314455628395081|0.12442866712808609|0.029963357374072075|0.14986804127693176|0.4619576036930084|0.009141854010522366|0.083619125187397|0.1374076008796692|0.09547938406467438|0.602686882019043|0.24726945161819458|0.5052733421325684|0.023011047393083572|0.067710280418396|0.05044639855623245|0.016628950834274292|0.30646800994873047
