dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,v8,195.33,0.831,0.823,0.807,5|6|7|8|9|19|23|27|28|29|30|31|33|34|37|38|42|43|44|70|74|76|78|101|109|115|127|137|148|149||2|5|6|7|8|9|19|22|28|29|30|31|33|34|37|38|42|44|60|70|74|76|78|101|115|137|148|149|161|163||4|6|7|8|9|21|23|27|28|29|33|34|37|38|42|43|60|70|76|78|101|109|115|127|137|148|149|153|181|188||4|5|6|7|8|9|21|22|23|28|29|30|31|33|34|37|38|42|43|44|70|74|78|109|115|137|148|149|161|163||5|6|7|8|9|12|19|20|21|22|23|28|29|33|34|37|38|42|43|56|63|70|74|78|115|127|137|148|149|161||5|6|7|8|9|19|21|23|27|28|29|30|33|34|37|38|43|56|70|74|78|101|109|115|127|137|148|149|161|180||5|6|7|8|9|19|23|28|29|31|33|34|37|38|42|43|44|53|70|74|78|101|109|115|127|137|147|149|153|180||5|6|7|8|9|23|28|29|31|33|34|37|38|42|43|44|56|59|70|74|76|78|101|109|137|147|148|149|161|163||4|5|6|7|8|9|19|23|28|29|33|34|37|38|42|43|44|53|56|59|70|74|78|101|127|137|147|148|149|180||5|6|7|8|9|19|21|22|23|24|28|29|33|34|37|38|42|43|44|53|63|70|74|76|78|86|101|109|137|149
indian_pines,29,v8,0.0,0.825,0.82,0.801,5|6|7|8|9|19|23|27|28|29|30|31|33|34|37|38|42|43|44|70|74|76|78|109|115|127|137|148|149||2|5|6|7|8|9|22|28|29|30|31|33|34|37|38|42|44|60|70|74|76|78|101|115|137|148|149|161|163||4|6|7|8|9|21|23|27|28|29|33|34|37|38|42|43|60|76|78|101|109|115|127|137|148|149|153|181|188||4|5|6|7|8|9|21|22|23|28|29|30|31|33|34|37|38|42|43|44|70|74|78|109|115|137|148|149|163||5|6|7|8|9|12|19|20|21|22|23|28|29|33|34|37|38|42|43|56|63|70|74|78|115|127|137|148|149||5|6|7|8|9|19|21|23|27|28|29|30|33|34|37|38|43|56|74|78|101|109|115|127|137|148|149|161|180||5|6|7|8|9|19|23|28|29|31|33|34|37|38|42|43|44|53|70|74|78|101|115|127|137|147|149|153|180||5|6|7|8|9|23|28|29|31|33|34|37|38|42|43|44|56|59|70|74|76|78|101|109|137|147|148|149|163||4|6|7|8|9|19|23|28|29|33|34|37|38|42|43|44|53|56|59|70|74|78|101|127|137|147|148|149|180||5|6|7|8|9|19|21|22|23|28|29|33|34|37|38|42|43|44|53|63|70|74|76|78|86|101|109|137|149
indian_pines,28,v8,0.0,0.822,0.816,0.797,5|6|7|8|9|19|23|27|28|29|30|31|33|34|37|38|42|43|44|70|74|76|78|109|115|137|148|149||2|5|6|7|8|9|22|28|29|30|31|33|34|37|38|42|60|70|74|76|78|101|115|137|148|149|161|163||4|6|7|8|9|21|23|28|29|33|34|37|38|42|43|60|76|78|101|109|115|127|137|148|149|153|181|188||4|5|6|7|8|9|21|22|23|28|29|30|31|33|34|37|38|42|44|70|74|78|109|115|137|148|149|163||5|6|7|8|9|12|19|20|21|23|28|29|33|34|37|38|42|43|56|63|70|74|78|115|127|137|148|149||5|6|7|8|9|19|21|23|27|28|29|30|33|34|37|38|43|56|74|78|101|109|127|137|148|149|161|180||5|6|7|8|9|19|23|28|29|31|33|34|37|38|42|43|44|70|74|78|101|115|127|137|147|149|153|180||5|6|7|8|9|23|28|29|31|33|34|37|38|42|43|44|56|59|70|74|76|78|101|109|137|147|148|149||4|6|7|8|9|19|23|28|29|33|34|37|38|42|44|53|56|59|70|74|78|101|127|137|147|148|149|180||5|6|7|8|9|19|21|23|28|29|33|34|37|38|42|43|44|53|63|70|74|76|78|86|101|109|137|149
indian_pines,27,v8,0.0,0.82,0.814,0.795,5|6|7|8|9|19|23|27|28|29|30|31|33|34|37|38|42|43|44|70|74|76|78|109|115|148|149||2|5|6|7|8|9|22|28|30|31|33|34|37|38|42|60|70|74|76|78|101|115|137|148|149|161|163||4|6|7|8|9|21|23|28|29|33|34|37|38|42|43|76|78|101|109|115|127|137|148|149|153|181|188||4|5|6|7|8|9|21|22|23|28|29|30|31|33|34|37|38|42|44|70|74|78|109|115|148|149|163||5|6|7|8|9|19|20|21|23|28|29|33|34|37|38|42|43|56|63|70|74|78|115|127|137|148|149||5|6|7|8|9|19|21|23|27|28|29|30|33|34|37|38|43|56|74|78|101|109|127|137|148|149|180||5|6|7|8|9|19|23|28|29|31|33|34|37|38|42|43|70|74|78|101|115|127|137|147|149|153|180||5|6|7|8|9|23|28|29|33|34|37|38|42|43|44|56|59|70|74|76|78|101|109|137|147|148|149||4|6|7|8|9|19|23|28|29|33|34|37|38|42|44|53|56|70|74|78|101|127|137|147|148|149|180||5|6|7|8|9|19|21|23|28|29|33|34|37|38|42|43|44|63|70|74|76|78|86|101|109|137|149
indian_pines,26,v8,0.0,0.817,0.81,0.792,5|6|7|8|9|19|23|27|28|29|30|31|33|34|37|38|42|43|44|70|74|78|109|115|148|149||2|5|6|7|8|9|22|28|30|31|33|34|37|38|42|70|74|76|78|101|115|137|148|149|161|163||4|6|7|8|9|21|23|28|29|33|34|37|38|42|43|76|78|101|109|115|127|137|149|153|181|188||4|5|6|7|8|9|21|23|28|29|30|31|33|34|37|38|42|44|70|74|78|109|115|148|149|163||5|6|7|8|9|19|20|23|28|29|33|34|37|38|42|43|56|63|70|74|78|115|127|137|148|149||5|6|7|8|9|19|21|23|28|29|30|33|34|37|38|43|56|74|78|101|109|127|137|148|149|180||5|6|7|8|19|23|28|29|31|33|34|37|38|42|43|70|74|78|101|115|127|137|147|149|153|180||5|6|7|8|9|23|28|29|33|34|37|38|42|43|44|56|59|70|74|76|78|109|137|147|148|149||4|6|7|8|9|19|23|28|29|33|34|37|38|42|44|53|56|70|74|78|101|127|137|147|148|149||5|6|7|8|9|19|23|28|29|33|34|37|38|42|43|44|63|70|74|76|78|86|101|109|137|149
indian_pines,25,v8,0.0,0.815,0.81,0.789,5|6|7|8|9|19|23|28|29|30|31|33|34|37|38|42|43|44|70|74|78|109|115|148|149||2|5|6|7|8|9|22|28|30|33|34|37|38|42|70|74|76|78|101|115|137|148|149|161|163||4|6|7|8|21|23|28|29|33|34|37|38|42|43|76|78|101|109|115|127|137|149|153|181|188||4|5|6|7|8|9|21|23|28|29|30|33|34|37|38|42|44|70|74|78|109|115|148|149|163||5|6|7|8|9|19|23|28|29|33|34|37|38|42|43|56|63|70|74|78|115|127|137|148|149||5|6|7|8|9|19|21|23|28|29|30|33|34|37|38|43|56|74|78|101|109|127|148|149|180||5|6|7|8|19|23|28|29|31|33|34|37|38|42|43|70|74|78|101|115|127|137|147|149|180||5|6|7|8|9|23|28|29|33|34|37|38|42|43|44|56|59|70|74|76|78|109|137|148|149||4|6|7|8|9|19|23|28|33|34|37|38|42|44|53|56|70|74|78|101|127|137|147|148|149||5|6|7|8|9|19|23|28|29|33|34|37|38|42|43|44|63|70|74|76|78|86|101|109|149
indian_pines,24,v8,0.0,0.811,0.805,0.784,5|6|7|8|9|19|23|28|29|30|31|33|34|37|38|42|43|44|70|74|78|115|148|149||2|5|6|7|8|9|22|28|30|33|34|37|38|42|70|74|76|78|101|115|137|148|149|163||4|6|7|8|21|23|28|29|33|34|37|38|42|43|76|78|101|109|115|127|137|149|153|181||4|5|6|7|8|9|21|23|28|29|30|33|34|37|38|44|70|74|78|109|115|148|149|163||5|6|7|8|9|23|28|29|33|34|37|38|42|43|56|63|70|74|78|115|127|137|148|149||5|6|7|8|9|19|21|23|28|29|30|33|34|37|38|43|56|74|78|101|109|127|148|149||5|6|7|8|19|23|28|29|31|33|34|37|38|42|43|70|74|78|101|115|127|137|147|149||5|6|7|8|9|23|28|29|33|34|37|38|42|43|44|56|70|74|76|78|109|137|148|149||4|6|7|8|9|19|23|28|33|34|37|38|42|44|53|56|70|78|101|127|137|147|148|149||5|6|7|8|9|19|23|28|29|33|34|37|38|42|43|44|63|70|74|76|78|101|109|149
indian_pines,23,v8,0.0,0.806,0.799,0.779,5|6|7|8|9|19|23|28|30|31|33|34|37|38|42|43|44|70|74|78|115|148|149||2|5|6|7|8|9|28|30|33|34|37|38|42|70|74|76|78|101|115|137|148|149|163||4|6|7|8|21|23|28|29|33|34|37|38|42|43|76|78|101|109|115|127|137|149|181||4|5|6|7|8|9|21|23|28|29|30|33|34|37|38|44|70|74|78|109|115|148|149||5|6|7|8|9|23|28|29|33|34|37|38|42|43|56|70|74|78|115|127|137|148|149||5|6|7|8|9|19|23|28|29|30|33|34|37|38|43|56|74|78|101|109|127|148|149||5|6|7|8|19|23|28|29|31|33|34|37|38|42|43|70|78|101|115|127|137|147|149||5|6|7|8|9|23|28|29|33|34|37|38|42|43|44|56|70|74|76|78|109|148|149||4|6|7|8|9|19|23|28|33|34|37|38|42|44|53|56|70|78|101|127|137|148|149||5|6|7|8|9|19|23|28|29|33|34|37|38|42|43|44|63|70|74|76|78|101|149
indian_pines,22,v8,0.0,0.8,0.794,0.772,5|6|7|8|19|23|28|30|31|33|34|37|38|42|43|44|70|74|78|115|148|149||2|5|6|7|8|9|28|30|33|34|37|38|42|70|74|76|78|101|115|137|148|149||4|6|7|8|21|23|28|29|33|34|37|38|42|43|76|78|101|109|115|127|149|181||4|5|6|7|8|9|21|23|28|29|30|33|34|37|38|44|70|78|109|115|148|149||5|6|7|8|9|23|28|29|33|34|37|38|42|56|70|74|78|115|127|137|148|149||5|6|7|8|9|19|23|28|29|30|33|34|37|38|43|56|74|78|109|127|148|149||5|6|7|8|19|23|28|29|31|33|34|37|38|42|43|78|101|115|127|137|147|149||5|6|7|8|9|23|28|29|33|34|37|38|42|43|44|56|70|76|78|109|148|149||4|6|7|8|9|19|23|28|33|34|37|38|42|44|53|56|70|78|127|137|148|149||5|6|7|8|9|19|23|28|29|33|34|37|38|42|43|44|63|70|74|76|78|149
indian_pines,21,v8,0.0,0.793,0.783,0.764,5|6|7|8|19|23|28|30|31|33|34|37|38|42|43|70|74|78|115|148|149||2|5|6|7|8|9|28|30|33|34|37|38|70|74|76|78|101|115|137|148|149||4|6|7|8|21|23|28|29|33|34|37|38|42|43|78|101|109|115|127|149|181||4|5|6|7|8|9|21|23|28|29|30|33|34|37|38|44|70|78|115|148|149||5|6|7|8|9|23|28|29|33|34|37|38|42|56|70|74|78|127|137|148|149||5|6|7|8|9|19|23|28|29|30|33|34|37|38|43|56|74|78|109|148|149||5|6|7|8|19|23|28|29|31|33|34|37|38|42|43|78|115|127|137|147|149||5|6|7|8|9|23|28|29|33|34|37|38|42|43|44|56|70|76|78|109|149||4|6|7|8|9|19|23|28|33|34|37|38|42|44|56|70|78|127|137|148|149||5|6|7|8|9|19|23|28|29|33|34|37|38|42|43|44|63|70|74|78|149
