dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,5,v0_weight,504.11,0.627,0.544,0.544,15|30|87|179|183,0.29298144578933716|0.6286482214927673|0.7303199768066406|0.5201621055603027|0.672752857208252
