dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v0,517.874,0.701,0.634,0.634,4|6|9|15|20|21|30|85|87|94|101|107|113|115|121|126|128|139|159|164|173|175|179|181|183|186|187|189|191|197,0.47940340638160706|0.6471296548843384|0.7777489423751831|0.7075594067573547|0.6226052045822144|0.4651575982570648|0.1866653859615326|0.5674549341201782|0.8205689787864685|0.6934229731559753|0.5306737422943115|0.3998706340789795|0.7661870718002319|0.7657845616340637|0.6249388456344604|0.1540757417678833|0.8747122883796692|0.788730800151825|0.5396302342414856|0.46452561020851135|0.6281705498695374|0.3999936580657959|0.5019652843475342|0.3437463939189911|0.3747580647468567|0.5426009297370911|0.8577222228050232|0.7807852029800415|0.7841722965240479|0.5163349509239197
indian_pines,29,v0,0.0,0.697,0.632,0.632,4|9|15|20|21|30|85|87|94|101|107|113|115|121|126|128|139|159|164|173|175|179|181|183|186|187|189|191|197,0.47940340638160706|0.7777489423751831|0.7075594067573547|0.6226052045822144|0.4651575982570648|0.1866653859615326|0.5674549341201782|0.8205689787864685|0.6934229731559753|0.5306737422943115|0.3998706340789795|0.7661870718002319|0.7657845616340637|0.6249388456344604|0.1540757417678833|0.8747122883796692|0.788730800151825|0.5396302342414856|0.46452561020851135|0.6281705498695374|0.3999936580657959|0.5019652843475342|0.3437463939189911|0.3747580647468567|0.5426009297370911|0.8577222228050232|0.7807852029800415|0.7841722965240479|0.5163349509239197
indian_pines,28,v0,0.0,0.69,0.626,0.626,4|15|20|21|30|85|87|94|101|107|113|115|121|126|128|139|159|164|173|175|179|181|183|186|187|189|191|197,0.47940340638160706|0.7075594067573547|0.6226052045822144|0.4651575982570648|0.1866653859615326|0.5674549341201782|0.8205689787864685|0.6934229731559753|0.5306737422943115|0.3998706340789795|0.7661870718002319|0.7657845616340637|0.6249388456344604|0.1540757417678833|0.8747122883796692|0.788730800151825|0.5396302342414856|0.46452561020851135|0.6281705498695374|0.3999936580657959|0.5019652843475342|0.3437463939189911|0.3747580647468567|0.5426009297370911|0.8577222228050232|0.7807852029800415|0.7841722965240479|0.5163349509239197
indian_pines,27,v0,472.653,0.746,0.698,0.698,5|6|9|21|24|27|43|48|51|58|69|74|86|88|91|115|117|127|136|141|147|148|149|152|161|185|193,0.7472970485687256|0.6983981132507324|0.6199806332588196|0.6646416187286377|0.22820818424224854|0.47184860706329346|0.7788000702857971|0.6679456830024719|0.8986033201217651|0.2564115822315216|0.3157098889350891|0.2630781829357147|0.3470286428928375|0.35529303550720215|0.43629565834999084|0.5017820000648499|0.9042865633964539|0.38969698548316956|0.3419567048549652|0.34979328513145447|0.025543536990880966|0.744342565536499|0.5866250991821289|0.7052701115608215|0.3799922466278076|0.2964520752429962|0.5661486387252808
indian_pines,26,v0,0.0,0.74,0.694,0.694,5|6|9|21|24|27|43|48|51|69|74|86|88|91|115|117|127|136|141|147|148|149|152|161|185|193,0.7472970485687256|0.6983981132507324|0.6199806332588196|0.6646416187286377|0.22820818424224854|0.47184860706329346|0.7788000702857971|0.6679456830024719|0.8986033201217651|0.3157098889350891|0.2630781829357147|0.3470286428928375|0.35529303550720215|0.43629565834999084|0.5017820000648499|0.9042865633964539|0.38969698548316956|0.3419567048549652|0.34979328513145447|0.025543536990880966|0.744342565536499|0.5866250991821289|0.7052701115608215|0.3799922466278076|0.2964520752429962|0.5661486387252808
indian_pines,25,v0,0.0,0.737,0.69,0.69,5|6|9|21|24|27|43|48|51|69|74|86|88|91|115|117|127|141|147|148|149|152|161|185|193,0.7472970485687256|0.6983981132507324|0.6199806332588196|0.6646416187286377|0.22820818424224854|0.47184860706329346|0.7788000702857971|0.6679456830024719|0.8986033201217651|0.3157098889350891|0.2630781829357147|0.3470286428928375|0.35529303550720215|0.43629565834999084|0.5017820000648499|0.9042865633964539|0.38969698548316956|0.34979328513145447|0.025543536990880966|0.744342565536499|0.5866250991821289|0.7052701115608215|0.3799922466278076|0.2964520752429962|0.5661486387252808
indian_pines,24,v0,0.0,0.735,0.688,0.688,5|6|9|21|24|27|43|48|69|74|86|88|91|115|117|127|141|147|148|149|152|161|185|193,0.7472970485687256|0.6983981132507324|0.6199806332588196|0.6646416187286377|0.22820818424224854|0.47184860706329346|0.7788000702857971|0.6679456830024719|0.3157098889350891|0.2630781829357147|0.3470286428928375|0.35529303550720215|0.43629565834999084|0.5017820000648499|0.9042865633964539|0.38969698548316956|0.34979328513145447|0.025543536990880966|0.744342565536499|0.5866250991821289|0.7052701115608215|0.3799922466278076|0.2964520752429962|0.5661486387252808
indian_pines,23,v0,0.0,0.74,0.695,0.695,5|6|9|21|24|27|43|48|69|86|88|91|115|117|127|141|147|148|149|152|161|185|193,0.7472970485687256|0.6983981132507324|0.6199806332588196|0.6646416187286377|0.22820818424224854|0.47184860706329346|0.7788000702857971|0.6679456830024719|0.3157098889350891|0.3470286428928375|0.35529303550720215|0.43629565834999084|0.5017820000648499|0.9042865633964539|0.38969698548316956|0.34979328513145447|0.025543536990880966|0.744342565536499|0.5866250991821289|0.7052701115608215|0.3799922466278076|0.2964520752429962|0.5661486387252808
indian_pines,22,v0,0.0,0.737,0.694,0.694,5|6|9|21|24|27|43|48|69|86|88|91|117|127|141|147|148|149|152|161|185|193,0.7472970485687256|0.6983981132507324|0.6199806332588196|0.6646416187286377|0.22820818424224854|0.47184860706329346|0.7788000702857971|0.6679456830024719|0.3157098889350891|0.3470286428928375|0.35529303550720215|0.43629565834999084|0.9042865633964539|0.38969698548316956|0.34979328513145447|0.025543536990880966|0.744342565536499|0.5866250991821289|0.7052701115608215|0.3799922466278076|0.2964520752429962|0.5661486387252808
indian_pines,21,v0,0.0,0.736,0.694,0.694,6|9|21|24|27|43|48|69|86|88|91|117|127|141|147|148|149|152|161|185|193,0.6983981132507324|0.6199806332588196|0.6646416187286377|0.22820818424224854|0.47184860706329346|0.7788000702857971|0.6679456830024719|0.3157098889350891|0.3470286428928375|0.35529303550720215|0.43629565834999084|0.9042865633964539|0.38969698548316956|0.34979328513145447|0.025543536990880966|0.744342565536499|0.5866250991821289|0.7052701115608215|0.3799922466278076|0.2964520752429962|0.5661486387252808
