dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,v12,111.745,0.796,0.756,0.767,1|15|17|18|21|22|24|25|28|42|44|70|77|85|87|89|94|96|109|110|111|129|144|147|160|170|174|180|184|193,0
indian_pines,29,v12,0.0,0.8,0.757,0.771,1|15|17|18|21|22|24|25|28|42|44|70|85|87|89|94|96|109|110|111|129|144|147|160|170|174|180|184|193,0
indian_pines,28,v12,0.0,0.795,0.755,0.766,1|15|17|18|21|22|24|25|28|42|44|70|85|87|89|94|96|109|110|111|129|144|147|160|170|174|184|193,0
indian_pines,27,v12,0.0,0.801,0.767,0.773,1|15|17|18|21|22|24|25|28|42|44|70|85|87|89|94|96|109|111|129|144|147|160|170|174|184|193,0
indian_pines,26,v12,0.0,0.785,0.748,0.754,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|109|111|129|144|147|160|170|174|184|193,0
indian_pines,25,v12,0.0,0.778,0.742,0.746,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|109|111|129|144|147|160|170|184|193,0
indian_pines,24,v12,0.0,0.778,0.742,0.746,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|109|129|144|147|160|170|184|193,0
indian_pines,23,v12,0.0,0.776,0.738,0.744,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|109|129|147|160|170|184|193,0
indian_pines,22,v12,0.0,0.774,0.749,0.742,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|129|147|160|170|184|193,0
indian_pines,21,v12,0.0,0.784,0.75,0.753,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|129|147|160|170|184,0
indian_pines,20,v12,0.0,0.771,0.738,0.738,1|17|18|21|22|24|25|28|44|70|85|87|89|94|96|129|147|160|170|184,0
indian_pines,19,v12,0.0,0.782,0.746,0.75,1|17|18|21|22|24|25|28|44|70|85|87|89|94|129|147|160|170|184,0
indian_pines,18,v12,0.0,0.752,0.721,0.716,1|17|18|21|22|24|25|28|70|85|87|89|94|129|147|160|170|184,0
indian_pines,17,v12,0.0,0.761,0.726,0.727,1|17|18|21|22|24|25|28|70|85|87|89|94|129|147|160|170,0
indian_pines,16,v12,0.0,0.769,0.736,0.735,1|17|18|21|22|24|28|70|85|87|89|94|129|147|160|170,0
indian_pines,15,v12,0.0,0.772,0.744,0.74,1|17|18|21|24|28|70|85|87|89|94|129|147|160|170,0
indian_pines,14,v12,0.0,0.76,0.716,0.726,1|17|18|21|24|28|70|85|87|89|94|147|160|170,0
indian_pines,13,v12,0.0,0.73,0.697,0.691,1|17|18|21|24|28|85|87|89|94|147|160|170,0
indian_pines,12,v12,0.0,0.731,0.692,0.692,1|17|18|21|24|85|87|89|94|147|160|170,0
indian_pines,11,v12,0.0,0.713,0.663,0.672,1|17|18|21|24|85|87|89|94|160|170,0
indian_pines,10,v12,0.0,0.665,0.637,0.616,1|17|18|21|24|85|87|89|94|170,0
indian_pines,9,v12,0.0,0.691,0.676,0.647,1|17|18|21|24|85|89|94|170,0
indian_pines,8,v12,0.0,0.648,0.621,0.594,1|17|18|21|24|85|89|94,0
indian_pines,7,v12,0.0,0.64,0.598,0.584,1|17|18|21|24|85|89,0
indian_pines,6,v12,0.0,0.629,0.553,0.569,1|17|18|21|24|85,0
indian_pines,5,v12,0.0,0.607,0.524,0.542,1|17|18|21|85,0
indian_pines,30,v12,107.516,0.808,0.761,0.78,17|24|25|28|34|37|41|42|44|70|72|84|85|89|90|109|121|129|139|147|149|150|163|173|174|178|179|180|183|190,1
indian_pines,29,v12,0.0,0.805,0.76,0.777,17|24|25|28|34|37|41|44|70|72|84|85|89|90|109|121|129|139|147|149|150|163|173|174|178|179|180|183|190,1
indian_pines,28,v12,0.0,0.806,0.763,0.778,17|24|25|28|34|37|41|44|70|72|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|180|183|190,1
indian_pines,27,v12,0.0,0.805,0.765,0.777,17|24|25|28|34|37|41|70|72|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|180|183|190,1
indian_pines,26,v12,0.0,0.806,0.741,0.778,17|24|25|28|37|41|70|72|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|180|183|190,1
indian_pines,25,v12,0.0,0.809,0.748,0.783,17|24|25|28|37|41|70|72|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|183|190,1
indian_pines,24,v12,0.0,0.802,0.738,0.774,17|24|25|28|37|41|70|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|183|190,1
indian_pines,23,v12,0.0,0.794,0.726,0.765,17|24|25|28|37|41|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|183|190,1
indian_pines,22,v12,0.0,0.782,0.726,0.75,17|24|25|28|41|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|183|190,1
indian_pines,21,v12,0.0,0.794,0.733,0.764,17|24|25|28|41|84|85|89|90|109|121|129|139|147|149|150|163|174|178|183|190,1
indian_pines,20,v12,0.0,0.787,0.732,0.756,17|24|25|28|41|84|85|89|90|121|129|139|147|149|150|163|174|178|183|190,1
indian_pines,19,v12,0.0,0.77,0.718,0.738,17|24|25|28|41|84|85|89|90|129|139|147|149|150|163|174|178|183|190,1
indian_pines,18,v12,0.0,0.767,0.735,0.734,17|24|25|28|41|84|85|89|90|129|139|147|149|150|174|178|183|190,1
indian_pines,17,v12,0.0,0.766,0.732,0.733,17|24|25|28|41|84|85|89|90|129|139|147|149|150|178|183|190,1
indian_pines,16,v12,0.0,0.752,0.718,0.717,17|24|25|28|41|84|85|89|90|129|139|147|149|150|178|190,1
indian_pines,15,v12,0.0,0.761,0.733,0.727,17|24|25|28|41|84|85|89|90|129|139|149|150|178|190,1
indian_pines,14,v12,0.0,0.759,0.731,0.725,17|24|25|28|41|84|85|89|90|129|139|149|150|178,1
indian_pines,13,v12,0.0,0.765,0.742,0.731,17|24|25|28|41|84|85|89|90|129|139|149|178,1
indian_pines,12,v12,0.0,0.774,0.744,0.741,17|24|25|28|41|84|85|90|129|139|149|178,1
indian_pines,11,v12,0.0,0.783,0.756,0.752,17|24|25|28|41|84|85|90|129|139|178,1
indian_pines,10,v12,0.0,0.788,0.759,0.757,17|24|28|41|84|85|90|129|139|178,1
indian_pines,9,v12,0.0,0.799,0.769,0.77,17|24|28|41|84|85|129|139|178,1
indian_pines,8,v12,0.0,0.778,0.713,0.745,17|24|28|41|84|85|129|139,1
indian_pines,7,v12,0.0,0.758,0.698,0.722,24|28|41|84|85|129|139,1
indian_pines,6,v12,0.0,0.768,0.72,0.734,24|28|41|84|129|139,1
indian_pines,5,v12,0.0,0.707,0.663,0.661,24|28|84|129|139,1
indian_pines,30,v12,107.325,0.802,0.76,0.774,1|24|35|36|40|42|44|60|79|84|85|86|87|89|94|95|100|113|128|129|130|132|147|150|159|160|174|175|177|185,2
indian_pines,29,v12,0.0,0.802,0.76,0.774,1|24|35|36|40|42|44|60|79|85|86|87|89|94|95|100|113|128|129|130|132|147|150|159|160|174|175|177|185,2
indian_pines,28,v12,0.0,0.8,0.796,0.772,1|24|35|36|40|42|44|79|85|86|87|89|94|95|100|113|128|129|130|132|147|150|159|160|174|175|177|185,2
indian_pines,27,v12,0.0,0.798,0.797,0.77,1|24|35|36|40|42|44|79|85|86|87|89|94|95|100|113|128|129|130|147|150|159|160|174|175|177|185,2
