dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,v12,108.86,0.802,0.759,0.774,1|15|17|18|21|22|24|25|28|42|44|70|77|85|87|89|94|96|109|110|111|129|144|147|160|170|174|180|184|193||17|24|25|28|34|37|41|42|44|70|72|84|85|89|90|109|121|129|139|147|149|150|163|173|174|178|179|180|183|190||1|24|35|36|40|42|44|60|79|84|85|86|87|89|94|95|100|113|128|129|130|132|147|150|159|160|174|175|177|185
indian_pines,29,v12,0.0,0.802,0.759,0.774,1|15|17|18|21|22|24|25|28|42|44|70|85|87|89|94|96|109|110|111|129|144|147|160|170|174|180|184|193||17|24|25|28|34|37|41|44|70|72|84|85|89|90|109|121|129|139|147|149|150|163|173|174|178|179|180|183|190||1|24|35|36|40|42|44|60|79|85|86|87|89|94|95|100|113|128|129|130|132|147|150|159|160|174|175|177|185
indian_pines,28,v12,0.0,0.8,0.771,0.772,1|15|17|18|21|22|24|25|28|42|44|70|85|87|89|94|96|109|110|111|129|144|147|160|170|174|184|193||17|24|25|28|34|37|41|44|70|72|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|180|183|190||1|24|35|36|40|42|44|79|85|86|87|89|94|95|100|113|128|129|130|132|147|150|159|160|174|175|177|185
indian_pines,27,v12,0.0,0.801,0.776,0.773,1|15|17|18|21|22|24|25|28|42|44|70|85|87|89|94|96|109|111|129|144|147|160|170|174|184|193||17|24|25|28|34|37|41|70|72|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|180|183|190||1|24|35|36|40|42|44|79|85|86|87|89|94|95|100|113|128|129|130|147|150|159|160|174|175|177|185
indian_pines,26,v12,0.0,0.796,0.763,0.767,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|109|111|129|144|147|160|170|174|184|193||17|24|25|28|37|41|70|72|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|180|183|190||1|24|35|36|40|42|44|79|85|86|87|89|94|100|113|128|129|130|147|150|159|160|174|175|177|185
indian_pines,25,v12,0.0,0.79,0.761,0.76,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|109|111|129|144|147|160|170|184|193||17|24|25|28|37|41|70|72|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|183|190||1|24|35|36|40|42|44|79|85|86|87|89|94|100|128|129|130|147|150|159|160|174|175|177|185
indian_pines,24,v12,0.0,0.785,0.754,0.755,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|109|129|144|147|160|170|184|193||17|24|25|28|37|41|70|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|183|190||1|24|35|36|40|42|44|79|85|86|87|94|100|128|129|130|147|150|159|160|174|175|177|185
indian_pines,23,v12,0.0,0.785,0.751,0.755,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|109|129|147|160|170|184|193||17|24|25|28|37|41|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|183|190||1|24|35|36|40|42|44|79|85|86|87|94|100|128|129|130|147|150|160|174|175|177|185
indian_pines,22,v12,0.0,0.781,0.761,0.75,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|129|147|160|170|184|193||17|24|25|28|41|84|85|89|90|109|121|129|139|147|149|150|163|174|178|179|183|190||1|24|35|36|40|42|44|85|86|87|94|100|128|129|130|147|150|160|174|175|177|185
indian_pines,21,v12,0.0,0.786,0.762,0.755,1|15|17|18|21|22|24|25|28|44|70|85|87|89|94|96|129|147|160|170|184||17|24|25|28|41|84|85|89|90|109|121|129|139|147|149|150|163|174|178|183|190||1|24|35|36|40|42|44|85|86|87|94|100|128|129|130|147|150|160|174|177|185
indian_pines,20,v12,0.0,0.777,0.752,0.745,1|17|18|21|22|24|25|28|44|70|85|87|89|94|96|129|147|160|170|184||17|24|25|28|41|84|85|89|90|121|129|139|147|149|150|163|174|178|183|190||1|24|35|36|40|42|44|85|86|87|94|100|128|129|130|150|160|174|177|185
indian_pines,19,v12,0.0,0.778,0.762,0.746,1|17|18|21|22|24|25|28|44|70|85|87|89|94|129|147|160|170|184||17|24|25|28|41|84|85|89|90|129|139|147|149|150|163|174|178|183|190||1|24|35|36|40|42|44|85|86|94|100|128|129|130|150|160|174|177|185
indian_pines,18,v12,0.0,0.765,0.756,0.731,1|17|18|21|22|24|25|28|70|85|87|89|94|129|147|160|170|184||17|24|25|28|41|84|85|89|90|129|139|147|149|150|174|178|183|190||1|24|35|36|40|42|44|85|86|94|100|128|129|150|160|174|177|185
indian_pines,17,v12,0.0,0.768,0.757,0.735,1|17|18|21|22|24|25|28|70|85|87|89|94|129|147|160|170||17|24|25|28|41|84|85|89|90|129|139|147|149|150|178|183|190||1|24|35|36|40|42|44|85|86|94|100|128|129|150|160|174|177
indian_pines,16,v12,0.0,0.767,0.754,0.734,1|17|18|21|22|24|28|70|85|87|89|94|129|147|160|170||17|24|25|28|41|84|85|89|90|129|139|147|149|150|178|190||1|24|35|36|40|42|44|85|86|100|128|129|150|160|174|177
indian_pines,15,v12,0.0,0.767,0.757,0.734,1|17|18|21|24|28|70|85|87|89|94|129|147|160|170||17|24|25|28|41|84|85|89|90|129|139|149|150|178|190||1|24|35|36|40|42|44|85|86|100|128|129|150|160|174
indian_pines,14,v12,0.0,0.76,0.746,0.726,1|17|18|21|24|28|70|85|87|89|94|147|160|170||17|24|25|28|41|84|85|89|90|129|139|149|150|178||1|24|35|36|40|42|44|85|86|100|128|129|150|174
indian_pines,13,v12,0.0,0.748,0.739,0.711,1|17|18|21|24|28|85|87|89|94|147|160|170||17|24|25|28|41|84|85|89|90|129|139|149|178||1|24|35|36|40|42|44|85|86|100|129|150|174
indian_pines,12,v12,0.0,0.744,0.713,0.707,1|17|18|21|24|85|87|89|94|147|160|170||17|24|25|28|41|84|85|90|129|139|149|178||1|24|35|36|40|42|44|85|86|100|129|150
indian_pines,11,v12,0.0,0.74,0.712,0.703,1|17|18|21|24|85|87|89|94|160|170||17|24|25|28|41|84|85|90|129|139|178||1|24|35|36|40|42|44|85|86|100|129
indian_pines,10,v12,0.0,0.714,0.685,0.672,1|17|18|21|24|85|87|89|94|170||17|24|28|41|84|85|90|129|139|178||1|35|36|40|42|44|85|86|100|129
indian_pines,9,v12,0.0,0.731,0.706,0.692,1|17|18|21|24|85|89|94|170||17|24|28|41|84|85|129|139|178||1|35|36|42|44|85|86|100|129
indian_pines,8,v12,0.0,0.695,0.659,0.648,1|17|18|21|24|85|89|94||17|24|28|41|84|85|129|139||1|36|42|44|85|86|100|129
indian_pines,7,v12,0.0,0.673,0.614,0.622,1|17|18|21|24|85|89||24|28|41|84|85|129|139||1|36|42|44|85|86|100
indian_pines,6,v12,0.0,0.669,0.601,0.616,1|17|18|21|24|85||24|28|41|84|129|139||1|36|42|44|85|86
indian_pines,5,v12,0.0,0.639,0.57,0.579,1|17|18|21|85||24|28|84|129|139||1|36|42|85|86
