dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
paviaU,30,v3,1489.449,0.921,0.898,0.898,9|12|16|21|22|23|25|29|39|42|47|58|61|62|65|68|69|72|75|80|82|84|85|90|91|96|98|99|100|102,0.2485135793685913|-0.0014299933100119233|-0.0002811121812555939|-0.6969074606895447|-0.3687342405319214|-0.9925091862678528|0.0012128562666475773|-0.0004000182671006769|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|0.21825939416885376|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-1.6706225872039795|-5.0743601605063304e-05|-0.0022123486269265413|0.9782177805900574|-0.00022640239330939949|0.8801573514938354|-1.1753644943237305
paviaU,29,v3,0.0,0.922,0.899,0.899,9|12|16|21|22|23|25|29|39|42|47|58|61|62|65|68|69|72|75|80|82|84|85|90|91|96|99|100|102,0.2485135793685913|-0.0014299933100119233|-0.0002811121812555939|-0.6969074606895447|-0.3687342405319214|-0.9925091862678528|0.0012128562666475773|-0.0004000182671006769|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|0.21825939416885376|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-1.6706225872039795|-5.0743601605063304e-05|-0.0022123486269265413|-0.00022640239330939949|0.8801573514938354|-1.1753644943237305
paviaU,28,v3,0.0,0.922,0.899,0.899,9|12|16|22|23|25|29|39|42|47|58|61|62|65|68|69|72|75|80|82|84|85|90|91|96|99|100|102,0.2485135793685913|-0.0014299933100119233|-0.0002811121812555939|-0.3687342405319214|-0.9925091862678528|0.0012128562666475773|-0.0004000182671006769|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|0.21825939416885376|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-1.6706225872039795|-5.0743601605063304e-05|-0.0022123486269265413|-0.00022640239330939949|0.8801573514938354|-1.1753644943237305
paviaU,27,v3,0.0,0.922,0.898,0.898,12|16|22|23|25|29|39|42|47|58|61|62|65|68|69|72|75|80|82|84|85|90|91|96|99|100|102,-0.0014299933100119233|-0.0002811121812555939|-0.3687342405319214|-0.9925091862678528|0.0012128562666475773|-0.0004000182671006769|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|0.21825939416885376|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-1.6706225872039795|-5.0743601605063304e-05|-0.0022123486269265413|-0.00022640239330939949|0.8801573514938354|-1.1753644943237305
paviaU,26,v3,0.0,0.922,0.898,0.898,12|16|22|23|25|29|39|42|47|58|62|65|68|69|72|75|80|82|84|85|90|91|96|99|100|102,-0.0014299933100119233|-0.0002811121812555939|-0.3687342405319214|-0.9925091862678528|0.0012128562666475773|-0.0004000182671006769|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-1.6706225872039795|-5.0743601605063304e-05|-0.0022123486269265413|-0.00022640239330939949|0.8801573514938354|-1.1753644943237305
paviaU,25,v3,0.0,0.923,0.899,0.899,12|16|22|23|25|29|39|42|47|58|62|65|68|69|72|75|80|82|84|85|91|96|99|100|102,-0.0014299933100119233|-0.0002811121812555939|-0.3687342405319214|-0.9925091862678528|0.0012128562666475773|-0.0004000182671006769|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-5.0743601605063304e-05|-0.0022123486269265413|-0.00022640239330939949|0.8801573514938354|-1.1753644943237305
paviaU,24,v3,0.0,0.923,0.899,0.899,12|16|22|23|25|39|42|47|58|62|65|68|69|72|75|80|82|84|85|91|96|99|100|102,-0.0014299933100119233|-0.0002811121812555939|-0.3687342405319214|-0.9925091862678528|0.0012128562666475773|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-5.0743601605063304e-05|-0.0022123486269265413|-0.00022640239330939949|0.8801573514938354|-1.1753644943237305
paviaU,23,v3,0.0,0.924,0.9,0.9,12|16|22|25|39|42|47|58|62|65|68|69|72|75|80|82|84|85|91|96|99|100|102,-0.0014299933100119233|-0.0002811121812555939|-0.3687342405319214|0.0012128562666475773|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-5.0743601605063304e-05|-0.0022123486269265413|-0.00022640239330939949|0.8801573514938354|-1.1753644943237305
paviaU,22,v3,0.0,0.924,0.9,0.9,12|16|22|25|39|42|47|58|62|65|68|69|72|75|80|82|84|85|91|96|99|100,-0.0014299933100119233|-0.0002811121812555939|-0.3687342405319214|0.0012128562666475773|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-5.0743601605063304e-05|-0.0022123486269265413|-0.00022640239330939949|0.8801573514938354
paviaU,21,v3,0.0,0.925,0.902,0.902,12|16|22|25|39|42|47|58|62|65|68|69|72|75|80|82|84|85|91|96|99,-0.0014299933100119233|-0.0002811121812555939|-0.3687342405319214|0.0012128562666475773|-1.4161454439163208|-0.6172086000442505|-0.001080862944945693|0.4627131223678589|-0.9364308714866638|-0.00019680685363709927|-0.002112326445057988|-0.4634456932544708|0.0014991495991125703|-5.2809940825682133e-05|-0.6565868854522705|6.015023245709017e-05|0.2573194205760956|1.1602591276168823|-5.0743601605063304e-05|-0.0022123486269265413|-0.00022640239330939949
