dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v0,536.382,0.738,0.614,0.614,4|6|7|9|15|20|21|28|30|69|87|101|107|115|117|123|126|132|139|162|167|173|179|181|183|186|187|191|192|197,0.6804146766662598|0.7904742956161499|0.8198633193969727|0.5360203385353088|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.6817294359207153|0.8795569539070129|0.7021958231925964|0.5103845596313477|0.7192152738571167|0.3125869929790497|0.5911059975624084|0.619818925857544|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7872912287712097|0.7783494591712952|0.49890825152397156|0.4829034209251404|0.5640535354614258
indian_pines,29,v0,0.0,0.738,0.614,0.614,4|6|7|9|15|20|21|28|30|69|87|107|115|117|123|126|132|139|162|167|173|179|181|183|186|187|191|192|197,0.6804146766662598|0.7904742956161499|0.8198633193969727|0.5360203385353088|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.6817294359207153|0.8795569539070129|0.5103845596313477|0.7192152738571167|0.3125869929790497|0.5911059975624084|0.619818925857544|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7872912287712097|0.7783494591712952|0.49890825152397156|0.4829034209251404|0.5640535354614258
indian_pines,28,v0,0.0,0.738,0.614,0.614,4|6|7|9|15|20|21|28|30|69|87|107|115|117|123|126|132|139|162|167|173|179|181|183|187|191|192|197,0.6804146766662598|0.7904742956161499|0.8198633193969727|0.5360203385353088|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.6817294359207153|0.8795569539070129|0.5103845596313477|0.7192152738571167|0.3125869929790497|0.5911059975624084|0.619818925857544|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7783494591712952|0.49890825152397156|0.4829034209251404|0.5640535354614258
indian_pines,27,v0,0.0,0.738,0.614,0.614,4|6|7|15|20|21|28|30|69|87|107|115|117|123|126|132|139|162|167|173|179|181|183|187|191|192|197,0.6804146766662598|0.7904742956161499|0.8198633193969727|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.6817294359207153|0.8795569539070129|0.5103845596313477|0.7192152738571167|0.3125869929790497|0.5911059975624084|0.619818925857544|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7783494591712952|0.49890825152397156|0.4829034209251404|0.5640535354614258
indian_pines,26,v0,0.0,0.738,0.614,0.614,4|6|7|15|20|21|28|30|69|87|107|115|123|126|132|139|162|167|173|179|181|183|187|191|192|197,0.6804146766662598|0.7904742956161499|0.8198633193969727|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.6817294359207153|0.8795569539070129|0.5103845596313477|0.7192152738571167|0.5911059975624084|0.619818925857544|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7783494591712952|0.49890825152397156|0.4829034209251404|0.5640535354614258
indian_pines,25,v0,0.0,0.738,0.614,0.614,4|6|7|15|20|21|28|30|69|87|107|115|123|126|132|139|162|167|173|179|181|183|187|192|197,0.6804146766662598|0.7904742956161499|0.8198633193969727|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.6817294359207153|0.8795569539070129|0.5103845596313477|0.7192152738571167|0.5911059975624084|0.619818925857544|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7783494591712952|0.4829034209251404|0.5640535354614258
indian_pines,24,v0,0.0,0.738,0.614,0.614,4|6|7|15|20|21|28|30|87|107|115|123|126|132|139|162|167|173|179|181|183|187|192|197,0.6804146766662598|0.7904742956161499|0.8198633193969727|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.8795569539070129|0.5103845596313477|0.7192152738571167|0.5911059975624084|0.619818925857544|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7783494591712952|0.4829034209251404|0.5640535354614258
indian_pines,23,v0,0.0,0.738,0.614,0.614,4|6|7|15|20|21|28|30|87|107|115|123|132|139|162|167|173|179|181|183|187|192|197,0.6804146766662598|0.7904742956161499|0.8198633193969727|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.8795569539070129|0.5103845596313477|0.7192152738571167|0.5911059975624084|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7783494591712952|0.4829034209251404|0.5640535354614258
indian_pines,22,v0,0.0,0.738,0.614,0.614,4|6|7|15|20|21|28|30|87|107|115|132|139|162|167|173|179|181|183|187|192|197,0.6804146766662598|0.7904742956161499|0.8198633193969727|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.8795569539070129|0.5103845596313477|0.7192152738571167|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7783494591712952|0.4829034209251404|0.5640535354614258
indian_pines,21,v0,0.0,0.738,0.614,0.614,4|6|15|20|21|28|30|87|107|115|132|139|162|167|173|179|181|183|187|192|197,0.6804146766662598|0.7904742956161499|0.6946202516555786|0.3255608379840851|0.2754272222518921|0.6443701386451721|0.7781587839126587|0.8795569539070129|0.5103845596313477|0.7192152738571167|0.9434359073638916|0.4662877917289734|0.7337246537208557|0.35527142882347107|0.15478506684303284|0.6983387470245361|0.24387334287166595|0.7704096436500549|0.7783494591712952|0.4829034209251404|0.5640535354614258
