dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,zhang,187.876,0.813,0.805,0.788,3|4|6|8|10|13|16|18|19|20|29|30|44|46|63|72|116|122|132|134|139|151|153|159|165|167|175|179|189|191,0
indian_pines,29,zhang,0.0,0.812,0.804,0.786,3|4|6|8|10|13|16|18|19|20|29|30|44|46|63|72|122|132|134|139|151|153|159|165|167|175|179|189|191,0
indian_pines,28,zhang,0.0,0.807,0.8,0.78,3|4|6|8|10|13|18|19|20|29|30|44|46|63|72|122|132|134|139|151|153|159|165|167|175|179|189|191,0
indian_pines,27,zhang,0.0,0.809,0.842,0.783,3|4|6|8|10|13|18|19|20|29|30|44|46|63|72|122|132|134|139|151|153|159|165|167|175|179|189,0
indian_pines,26,zhang,0.0,0.81,0.824,0.784,3|4|6|8|10|13|19|20|29|30|44|46|63|72|122|132|134|139|151|153|159|165|167|175|179|189,0
indian_pines,25,zhang,0.0,0.809,0.819,0.783,3|4|6|8|10|13|19|20|29|30|44|46|63|72|122|132|139|151|153|159|165|167|175|179|189,0
indian_pines,24,zhang,0.0,0.811,0.823,0.785,3|4|6|8|13|19|20|29|30|44|46|63|72|122|132|139|151|153|159|165|167|175|179|189,0
indian_pines,23,zhang,0.0,0.798,0.828,0.77,3|4|6|8|13|19|20|29|30|44|46|72|122|132|139|151|153|159|165|167|175|179|189,0
indian_pines,22,zhang,0.0,0.8,0.808,0.772,3|4|6|8|13|19|29|30|44|46|72|122|132|139|151|153|159|165|167|175|179|189,0
indian_pines,21,zhang,0.0,0.806,0.816,0.779,3|4|6|8|13|19|29|30|44|46|72|122|132|151|153|159|165|167|175|179|189,0
indian_pines,20,zhang,0.0,0.8,0.805,0.771,3|4|6|8|13|19|29|44|46|72|122|132|151|153|159|165|167|175|179|189,0
indian_pines,19,zhang,0.0,0.806,0.806,0.778,3|4|6|8|13|19|29|44|46|72|122|132|151|153|159|165|167|179|189,0
indian_pines,18,zhang,0.0,0.795,0.779,0.766,3|4|6|8|13|19|29|44|46|72|122|132|151|153|159|165|179|189,0
indian_pines,17,zhang,0.0,0.8,0.78,0.772,3|4|6|8|13|19|29|44|46|72|122|132|151|153|165|179|189,0
indian_pines,16,zhang,0.0,0.785,0.769,0.755,3|4|6|8|13|19|29|44|72|122|132|151|153|165|179|189,0
indian_pines,15,zhang,0.0,0.782,0.768,0.751,3|4|6|8|13|19|44|72|122|132|151|153|165|179|189,0
indian_pines,14,zhang,0.0,0.776,0.762,0.744,3|4|6|8|13|19|44|72|132|151|153|165|179|189,0
indian_pines,13,zhang,0.0,0.778,0.788,0.746,3|4|6|8|13|19|44|72|132|151|153|165|189,0
indian_pines,12,zhang,0.0,0.761,0.753,0.726,3|4|6|8|13|19|72|132|151|153|165|189,0
indian_pines,11,zhang,0.0,0.769,0.743,0.735,3|4|6|8|13|19|72|132|153|165|189,0
