dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v6,198.88,0.726,0.663,0.663,7|15|19|24|44|53|61|68|78|89|95|101|108|112|117|124|132|139|147|153|166|172|176|186|189|191|193|196|197|198,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005112850922159851|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0006167411920614541|0.0005417307838797569|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005866521969437599|0.0005337463808245957|0.0006127067026682198|0.00045503638102672994|0.0006363098509609699|0.00045903626596555114|0.000555619946680963|0.0004245635645929724|0.0004532575258053839|0.0006500831223092973|0.0004993253387510777
indian_pines,29,v6,0.0,0.723,0.661,0.661,7|15|19|24|44|53|61|68|78|89|95|101|108|117|124|132|139|147|153|166|172|176|186|189|191|193|196|197|198,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005112850922159851|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0006167411920614541|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005866521969437599|0.0005337463808245957|0.0006127067026682198|0.00045503638102672994|0.0006363098509609699|0.00045903626596555114|0.000555619946680963|0.0004245635645929724|0.0004532575258053839|0.0006500831223092973|0.0004993253387510777
indian_pines,28,v6,0.0,0.72,0.657,0.657,7|15|19|24|44|53|61|68|78|89|95|101|108|117|124|132|139|147|153|166|172|186|189|191|193|196|197|198,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005112850922159851|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0006167411920614541|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005866521969437599|0.0005337463808245957|0.0006127067026682198|0.0006363098509609699|0.00045903626596555114|0.000555619946680963|0.0004245635645929724|0.0004532575258053839|0.0006500831223092973|0.0004993253387510777
indian_pines,27,v6,0.0,0.721,0.66,0.66,7|15|19|24|44|53|61|68|78|89|95|101|108|117|124|132|139|147|153|166|172|186|191|193|196|197|198,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005112850922159851|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0006167411920614541|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005866521969437599|0.0005337463808245957|0.0006127067026682198|0.0006363098509609699|0.000555619946680963|0.0004245635645929724|0.0004532575258053839|0.0006500831223092973|0.0004993253387510777
indian_pines,26,v6,0.0,0.733,0.69,0.69,7|15|19|24|44|53|61|68|78|89|95|101|108|117|124|132|139|147|153|166|172|186|191|193|196|197,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005112850922159851|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0006167411920614541|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005866521969437599|0.0005337463808245957|0.0006127067026682198|0.0006363098509609699|0.000555619946680963|0.0004245635645929724|0.0004532575258053839|0.0006500831223092973
indian_pines,25,v6,0.0,0.731,0.688,0.688,7|15|19|24|44|53|61|68|78|89|95|101|108|117|124|132|139|147|166|172|186|191|193|196|197,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005112850922159851|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0006167411920614541|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005337463808245957|0.0006127067026682198|0.0006363098509609699|0.000555619946680963|0.0004245635645929724|0.0004532575258053839|0.0006500831223092973
indian_pines,24,v6,0.0,0.736,0.698,0.698,7|15|19|24|44|53|61|68|78|89|95|101|108|117|124|132|139|147|166|172|186|191|193|196,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005112850922159851|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0006167411920614541|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005337463808245957|0.0006127067026682198|0.0006363098509609699|0.000555619946680963|0.0004245635645929724|0.0004532575258053839
indian_pines,23,v6,0.0,0.738,0.7,0.7,7|15|19|24|44|53|61|68|78|89|95|101|108|117|124|132|139|147|166|172|186|191|196,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005112850922159851|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0006167411920614541|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005337463808245957|0.0006127067026682198|0.0006363098509609699|0.000555619946680963|0.0004532575258053839
indian_pines,22,v6,0.0,0.73,0.69,0.69,7|15|19|44|53|61|68|78|89|95|101|108|117|124|132|139|147|166|172|186|191|196,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0006167411920614541|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005337463808245957|0.0006127067026682198|0.0006363098509609699|0.000555619946680963|0.0004532575258053839
indian_pines,21,v6,0.0,0.728,0.688,0.688,7|15|19|44|53|61|68|78|89|95|101|117|124|132|139|147|166|172|186|191|196,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005337463808245957|0.0006127067026682198|0.0006363098509609699|0.000555619946680963|0.0004532575258053839
indian_pines,20,v6,0.0,0.726,0.686,0.686,7|15|19|44|53|61|68|78|89|95|101|117|124|132|139|147|166|172|191|196,0.000551614270079881|0.0004964340478181839|0.0006636446341872215|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005337463808245957|0.0006127067026682198|0.000555619946680963|0.0004532575258053839
indian_pines,19,v6,0.0,0.715,0.674,0.674,7|15|44|53|61|68|78|89|95|101|117|124|132|139|147|166|172|191|196,0.000551614270079881|0.0004964340478181839|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0005133342347107828|0.000586667621973902|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005337463808245957|0.0006127067026682198|0.000555619946680963|0.0004532575258053839
indian_pines,18,v6,0.0,0.711,0.67,0.67,7|15|44|53|61|68|78|89|95|101|117|132|139|147|166|172|191|196,0.000551614270079881|0.0004964340478181839|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0005133342347107828|0.0004821122856810689|0.0005128203192725778|0.00046341115375980735|0.0005337463808245957|0.0006127067026682198|0.000555619946680963|0.0004532575258053839
indian_pines,17,v6,0.0,0.704,0.663,0.663,7|15|44|53|61|68|78|89|95|101|117|139|147|166|172|191|196,0.000551614270079881|0.0004964340478181839|0.0005614489200524986|0.000602071697358042|0.000604742206633091|0.00044318073196336627|0.0006807353347539902|0.000699382449965924|0.000581090513151139|0.0005391713930293918|0.0005133342347107828|0.0005128203192725778|0.00046341115375980735|0.0005337463808245957|0.0006127067026682198|0.000555619946680963|0.0004532575258053839
