dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,v6,0.72,0.66,0.68,0
indian_pines,30,v6,0.73,0.67,0.69,1
indian_pines,30,v6,0.72,0.68,0.68,2
indian_pines,30,v6,0.7,0.65,0.66,3
indian_pines,30,v6,0.73,0.67,0.69,4
indian_pines,30,v6,0.73,0.66,0.69,5
indian_pines,30,v6,0.72,0.66,0.69,6
indian_pines,30,v6,0.74,0.64,0.7,7
indian_pines,30,v6,0.73,0.68,0.69,8
indian_pines,30,v6,0.72,0.64,0.68,9
indian_pines,30,v6,0.71,0.6,0.68,10
indian_pines,30,v6,0.73,0.68,0.69,11
indian_pines,30,v6,0.74,0.73,0.71,12
indian_pines,30,v6,0.73,0.65,0.69,13
indian_pines,30,v6,0.72,0.67,0.68,14
indian_pines,30,v6,0.74,0.65,0.7,15
indian_pines,30,v6,0.74,0.68,0.7,16
indian_pines,30,v6,0.72,0.65,0.68,17
indian_pines,30,v6,0.72,0.66,0.68,18
indian_pines,30,v6,0.74,0.67,0.71,19
indian_pines,29,v6,0.72,0.66,0.68,0
indian_pines,29,v6,0.73,0.67,0.69,1
indian_pines,29,v6,0.72,0.68,0.68,2
indian_pines,29,v6,0.7,0.65,0.65,3
indian_pines,29,v6,0.72,0.67,0.68,4
indian_pines,29,v6,0.73,0.66,0.69,5
indian_pines,29,v6,0.72,0.66,0.69,6
indian_pines,29,v6,0.74,0.64,0.7,7
indian_pines,29,v6,0.72,0.68,0.68,8
indian_pines,29,v6,0.72,0.64,0.68,9
indian_pines,29,v6,0.71,0.59,0.67,10
indian_pines,29,v6,0.73,0.68,0.69,11
indian_pines,29,v6,0.74,0.72,0.7,12
indian_pines,29,v6,0.73,0.65,0.69,13
indian_pines,29,v6,0.72,0.67,0.68,14
indian_pines,29,v6,0.74,0.65,0.7,15
indian_pines,29,v6,0.74,0.68,0.7,16
indian_pines,29,v6,0.72,0.65,0.68,17
indian_pines,29,v6,0.72,0.65,0.68,18
indian_pines,29,v6,0.74,0.66,0.7,19
indian_pines,28,v6,0.72,0.66,0.68,0
indian_pines,28,v6,0.73,0.66,0.69,1
indian_pines,28,v6,0.71,0.67,0.67,2
indian_pines,28,v6,0.7,0.64,0.65,3
indian_pines,28,v6,0.72,0.66,0.68,4
indian_pines,28,v6,0.73,0.66,0.69,5
indian_pines,28,v6,0.72,0.65,0.68,6
indian_pines,28,v6,0.74,0.64,0.7,7
indian_pines,28,v6,0.72,0.68,0.68,8
indian_pines,28,v6,0.71,0.64,0.68,9
indian_pines,28,v6,0.71,0.59,0.67,10
indian_pines,28,v6,0.72,0.67,0.68,11
indian_pines,28,v6,0.73,0.72,0.7,12
indian_pines,28,v6,0.72,0.65,0.68,13
indian_pines,28,v6,0.71,0.67,0.68,14
indian_pines,28,v6,0.73,0.65,0.69,15
indian_pines,28,v6,0.73,0.68,0.7,16
indian_pines,28,v6,0.71,0.65,0.67,17
indian_pines,28,v6,0.71,0.65,0.67,18
indian_pines,28,v6,0.73,0.66,0.7,19
indian_pines,27,v6,0.72,0.66,0.68,0
indian_pines,27,v6,0.73,0.67,0.69,1
indian_pines,27,v6,0.71,0.67,0.67,2
indian_pines,27,v6,0.69,0.64,0.65,3
indian_pines,27,v6,0.72,0.67,0.68,4
indian_pines,27,v6,0.73,0.66,0.69,5
indian_pines,27,v6,0.72,0.65,0.68,6
indian_pines,27,v6,0.74,0.65,0.71,7
indian_pines,27,v6,0.72,0.68,0.68,8
indian_pines,27,v6,0.72,0.64,0.68,9
indian_pines,27,v6,0.7,0.6,0.66,10
indian_pines,27,v6,0.72,0.68,0.68,11
indian_pines,27,v6,0.73,0.72,0.7,12
indian_pines,27,v6,0.72,0.65,0.68,13
indian_pines,27,v6,0.71,0.66,0.68,14
indian_pines,27,v6,0.73,0.65,0.69,15
indian_pines,27,v6,0.73,0.69,0.7,16
indian_pines,27,v6,0.72,0.66,0.68,17
indian_pines,27,v6,0.71,0.65,0.67,18
indian_pines,27,v6,0.73,0.66,0.7,19
