dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v7,263.797,0.791,0.762,0.762,3|5|6|7|14|28|34|35|36|37|38|40|53|57|63|68|97|111|127|132|133|136|148|158|160|161|169|172|176|181,0.1619335412979126|0.40169161558151245|0.36384376883506775|0.47005727887153625|0.16953144967556|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.2681114375591278|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.07195177674293518|0.21066397428512573|0.1725839078426361|0.15118665993213654|0.3309577405452728|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.1904284805059433|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.4853627681732178|0.33777859807014465|0.3918113112449646
indian_pines,29,v7,0.0,0.789,0.761,0.761,3|5|6|7|14|28|34|35|36|37|38|40|53|57|63|68|97|127|132|133|136|148|158|160|161|169|172|176|181,0.1619335412979126|0.40169161558151245|0.36384376883506775|0.47005727887153625|0.16953144967556|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.2681114375591278|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.07195177674293518|0.21066397428512573|0.1725839078426361|0.15118665993213654|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.1904284805059433|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.4853627681732178|0.33777859807014465|0.3918113112449646
indian_pines,28,v7,0.0,0.788,0.762,0.762,3|5|6|7|14|28|34|35|36|37|38|40|53|57|63|68|97|127|132|133|136|148|158|160|161|169|176|181,0.1619335412979126|0.40169161558151245|0.36384376883506775|0.47005727887153625|0.16953144967556|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.2681114375591278|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.07195177674293518|0.21066397428512573|0.1725839078426361|0.15118665993213654|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.1904284805059433|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.33777859807014465|0.3918113112449646
indian_pines,27,v7,0.0,0.787,0.761,0.761,3|6|7|14|28|34|35|36|37|38|40|53|57|63|68|97|127|132|133|136|148|158|160|161|169|176|181,0.1619335412979126|0.36384376883506775|0.47005727887153625|0.16953144967556|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.2681114375591278|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.07195177674293518|0.21066397428512573|0.1725839078426361|0.15118665993213654|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.1904284805059433|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.33777859807014465|0.3918113112449646
indian_pines,26,v7,0.0,0.785,0.759,0.759,3|6|7|28|34|35|36|37|38|40|53|57|63|68|97|127|132|133|136|148|158|160|161|169|176|181,0.1619335412979126|0.36384376883506775|0.47005727887153625|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.2681114375591278|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.07195177674293518|0.21066397428512573|0.1725839078426361|0.15118665993213654|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.1904284805059433|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.33777859807014465|0.3918113112449646
indian_pines,25,v7,0.0,0.783,0.758,0.758,3|6|7|28|34|35|36|37|38|40|53|63|68|97|127|132|133|136|148|158|160|161|169|176|181,0.1619335412979126|0.36384376883506775|0.47005727887153625|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.2681114375591278|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.21066397428512573|0.1725839078426361|0.15118665993213654|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.1904284805059433|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.33777859807014465|0.3918113112449646
indian_pines,24,v7,0.0,0.781,0.757,0.757,3|6|7|28|34|35|36|37|38|40|53|63|68|97|127|132|133|136|148|158|160|161|169|181,0.1619335412979126|0.36384376883506775|0.47005727887153625|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.2681114375591278|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.21066397428512573|0.1725839078426361|0.15118665993213654|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.1904284805059433|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.3918113112449646
indian_pines,23,v7,0.0,0.779,0.756,0.756,3|6|7|28|34|35|36|37|38|40|53|63|68|97|127|132|133|148|158|160|161|169|181,0.1619335412979126|0.36384376883506775|0.47005727887153625|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.2681114375591278|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.21066397428512573|0.1725839078426361|0.15118665993213654|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.3918113112449646
indian_pines,22,v7,0.0,0.779,0.757,0.757,3|6|7|28|34|35|37|38|40|53|63|68|97|127|132|133|148|158|160|161|169|181,0.1619335412979126|0.36384376883506775|0.47005727887153625|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.21066397428512573|0.1725839078426361|0.15118665993213654|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.3918113112449646
indian_pines,21,v7,0.0,0.775,0.755,0.755,3|6|7|28|34|35|37|38|40|53|63|68|127|132|133|148|158|160|161|169|181,0.1619335412979126|0.36384376883506775|0.47005727887153625|0.2575763463973999|0.36514365673065186|0.25878074765205383|0.3392169773578644|0.060594357550144196|0.5374993085861206|0.30564284324645996|0.21066397428512573|0.1725839078426361|0.40260154008865356|0.11548744142055511|0.05735281854867935|0.592705488204956|0.416978120803833|0.23211689293384552|0.41899049282073975|0.2087329924106598|0.3918113112449646
