dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,5,v2_weight,192.582,0.694,0.629,0.629,69|114|128|148|161,0.0330454483628273|0.22310224175453186|0.006491808220744133|0.0007960574002936482|0.0006635274039581418
