dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,5,v2_weight,0.69,0.64,0.65,0
indian_pines,5,v2_weight,0.69,0.61,0.65,1
indian_pines,5,v2_weight,0.69,0.65,0.64,2
indian_pines,5,v2_weight,0.7,0.65,0.66,3
indian_pines,5,v2_weight,0.69,0.62,0.65,4
indian_pines,5,v2_weight,0.68,0.6,0.63,5
indian_pines,5,v2_weight,0.7,0.67,0.66,6
indian_pines,5,v2_weight,0.7,0.64,0.66,7
indian_pines,5,v2_weight,0.7,0.61,0.66,8
indian_pines,5,v2_weight,0.68,0.62,0.63,9
indian_pines,5,v2_weight,0.69,0.6,0.64,10
indian_pines,5,v2_weight,0.71,0.68,0.66,11
indian_pines,5,v2_weight,0.71,0.68,0.66,12
indian_pines,5,v2_weight,0.7,0.63,0.66,13
indian_pines,5,v2_weight,0.69,0.63,0.64,14
indian_pines,5,v2_weight,0.68,0.6,0.63,15
indian_pines,5,v2_weight,0.68,0.61,0.63,16
indian_pines,5,v2_weight,0.7,0.62,0.65,17
indian_pines,5,v2_weight,0.69,0.61,0.64,18
indian_pines,5,v2_weight,0.7,0.61,0.66,19
