dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,v0,0.69,0.67,0.65,0
indian_pines,30,v0,0.72,0.66,0.68,1
indian_pines,30,v0,0.71,0.64,0.67,2
indian_pines,30,v0,0.68,0.6,0.64,3
indian_pines,30,v0,0.7,0.63,0.66,4
indian_pines,30,v0,0.7,0.65,0.66,5
indian_pines,30,v0,0.68,0.62,0.64,6
indian_pines,30,v0,0.71,0.63,0.66,7
indian_pines,30,v0,0.7,0.65,0.66,8
indian_pines,30,v0,0.67,0.6,0.63,9
indian_pines,30,v0,0.7,0.62,0.66,10
indian_pines,30,v0,0.71,0.65,0.67,11
indian_pines,30,v0,0.72,0.66,0.68,12
indian_pines,30,v0,0.7,0.61,0.65,13
indian_pines,30,v0,0.71,0.65,0.67,14
indian_pines,30,v0,0.7,0.62,0.65,15
indian_pines,30,v0,0.7,0.65,0.65,16
indian_pines,30,v0,0.7,0.61,0.65,17
indian_pines,30,v0,0.71,0.62,0.67,18
indian_pines,30,v0,0.72,0.62,0.68,19
indian_pines,29,v0,0.69,0.66,0.64,0
indian_pines,29,v0,0.71,0.66,0.68,1
indian_pines,29,v0,0.71,0.64,0.67,2
indian_pines,29,v0,0.68,0.6,0.63,3
indian_pines,29,v0,0.7,0.64,0.66,4
indian_pines,29,v0,0.7,0.65,0.65,5
indian_pines,29,v0,0.68,0.62,0.64,6
indian_pines,29,v0,0.71,0.62,0.66,7
indian_pines,29,v0,0.69,0.64,0.65,8
indian_pines,29,v0,0.68,0.61,0.63,9
indian_pines,29,v0,0.68,0.61,0.64,10
indian_pines,29,v0,0.72,0.65,0.68,11
indian_pines,29,v0,0.72,0.66,0.68,12
indian_pines,29,v0,0.68,0.6,0.64,13
indian_pines,29,v0,0.71,0.65,0.67,14
indian_pines,29,v0,0.69,0.6,0.65,15
indian_pines,29,v0,0.7,0.65,0.66,16
indian_pines,29,v0,0.69,0.61,0.65,17
indian_pines,29,v0,0.7,0.62,0.66,18
indian_pines,29,v0,0.72,0.65,0.68,19
indian_pines,28,v0,0.68,0.66,0.64,0
indian_pines,28,v0,0.71,0.66,0.67,1
indian_pines,28,v0,0.71,0.64,0.66,2
indian_pines,28,v0,0.67,0.59,0.62,3
indian_pines,28,v0,0.69,0.64,0.65,4
indian_pines,28,v0,0.69,0.64,0.65,5
indian_pines,28,v0,0.67,0.61,0.63,6
indian_pines,28,v0,0.7,0.62,0.66,7
indian_pines,28,v0,0.68,0.63,0.64,8
indian_pines,28,v0,0.67,0.61,0.63,9
indian_pines,28,v0,0.68,0.6,0.64,10
indian_pines,28,v0,0.71,0.64,0.67,11
indian_pines,28,v0,0.71,0.65,0.67,12
indian_pines,28,v0,0.68,0.59,0.63,13
indian_pines,28,v0,0.7,0.65,0.66,14
indian_pines,28,v0,0.68,0.6,0.64,15
indian_pines,28,v0,0.69,0.65,0.65,16
indian_pines,28,v0,0.68,0.59,0.63,17
indian_pines,28,v0,0.69,0.62,0.65,18
indian_pines,28,v0,0.71,0.64,0.67,19
indian_pines,27,v0,0.74,0.72,0.71,0
indian_pines,27,v0,0.73,0.69,0.69,1
indian_pines,27,v0,0.75,0.72,0.71,2
indian_pines,27,v0,0.72,0.7,0.68,3
indian_pines,27,v0,0.74,0.68,0.71,4
indian_pines,27,v0,0.76,0.68,0.73,5
indian_pines,27,v0,0.74,0.68,0.7,6
indian_pines,27,v0,0.75,0.66,0.71,7
indian_pines,27,v0,0.75,0.69,0.71,8
indian_pines,27,v0,0.73,0.67,0.7,9
indian_pines,27,v0,0.74,0.67,0.7,10
indian_pines,27,v0,0.75,0.73,0.72,11
indian_pines,27,v0,0.75,0.74,0.72,12
indian_pines,27,v0,0.74,0.71,0.7,13
indian_pines,27,v0,0.75,0.69,0.72,14
indian_pines,27,v0,0.76,0.68,0.72,15
indian_pines,27,v0,0.76,0.76,0.72,16
indian_pines,27,v0,0.75,0.71,0.72,17
indian_pines,27,v0,0.75,0.66,0.71,18
indian_pines,27,v0,0.76,0.73,0.72,19
indian_pines,26,v0,0.74,0.72,0.7,0
indian_pines,26,v0,0.73,0.69,0.69,1
