dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,5,v0,497.33,0.557,0.468,0.468,4|101|179|189|197,0.07093022018671036|0.8301662802696228|0.6687244176864624|0.9046257734298706|0.4802709221839905
