dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,v5,191.922,0.804,0.784,0.776,2|3|5|6|8|21|23|24|25|28|29|30|33|34|35|36|37|38|40|41|52|54|56|57|74|93|99|127|147|148,0
indian_pines,29,v5,0.0,0.801,0.783,0.773,2|3|5|6|8|21|24|25|28|29|30|33|34|35|36|37|38|40|41|52|54|56|57|74|93|99|127|147|148,0
indian_pines,28,v5,0.0,0.799,0.78,0.771,2|3|5|6|8|21|24|25|28|29|30|33|34|35|36|37|38|40|41|54|56|57|74|93|99|127|147|148,0
indian_pines,27,v5,0.0,0.787,0.771,0.757,3|5|6|8|21|24|25|28|29|30|33|34|35|36|37|38|40|41|54|56|57|74|93|99|127|147|148,0
indian_pines,26,v5,0.0,0.785,0.771,0.755,3|5|6|8|21|24|25|28|29|30|33|34|35|36|37|38|40|41|54|56|57|74|93|99|127|148,0
indian_pines,25,v5,0.0,0.794,0.778,0.765,3|5|6|8|21|24|25|28|29|30|33|34|35|37|38|40|41|54|56|57|74|93|99|127|148,0
indian_pines,24,v5,0.0,0.792,0.775,0.762,3|5|6|8|21|24|25|28|29|30|33|34|35|37|38|40|41|56|57|74|93|99|127|148,0
indian_pines,23,v5,0.0,0.786,0.772,0.756,3|5|6|8|21|24|25|28|29|30|33|34|35|37|38|40|41|56|74|93|99|127|148,0
indian_pines,22,v5,0.0,0.792,0.772,0.763,3|5|6|8|21|24|25|28|29|30|33|34|35|37|38|40|41|74|93|99|127|148,0
indian_pines,21,v5,0.0,0.788,0.775,0.759,3|5|6|8|21|24|25|28|30|33|34|35|37|38|40|41|74|93|99|127|148,0
indian_pines,20,v5,0.0,0.806,0.766,0.779,5|6|8|21|24|25|28|30|33|34|35|37|38|40|41|74|93|99|127|148,0
indian_pines,19,v5,0.0,0.805,0.766,0.778,5|6|8|21|24|25|28|30|33|34|35|37|38|40|74|93|99|127|148,0
indian_pines,18,v5,0.0,0.794,0.749,0.765,5|6|8|21|24|25|28|30|33|34|35|37|38|40|74|93|127|148,0
indian_pines,17,v5,0.0,0.797,0.751,0.768,5|6|8|21|24|25|28|33|34|35|37|38|40|74|93|127|148,0
