dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
paviaU,30,v0,6304.441,0.916,0.892,0.892,7|11|12|13|14|23|30|38|39|45|51|56|59|62|67|68|72|73|75|79|81|83|84|90|91|92|94|96|100|102,0.7240707278251648|0.5384008288383484|0.37546420097351074|0.4389619529247284|0.5712578296661377|0.47818446159362793|0.43329864740371704|0.30297690629959106|0.25595995783805847|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.6245270371437073|0.23290863633155823|0.19399063289165497|0.10882052034139633|0.7594400644302368|0.29831603169441223|0.6214621663093567
paviaU,29,v0,0.0,0.916,0.892,0.892,7|11|12|13|14|23|38|39|45|51|56|59|62|67|68|72|73|75|79|81|83|84|90|91|92|94|96|100|102,0.7240707278251648|0.5384008288383484|0.37546420097351074|0.4389619529247284|0.5712578296661377|0.47818446159362793|0.30297690629959106|0.25595995783805847|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.6245270371437073|0.23290863633155823|0.19399063289165497|0.10882052034139633|0.7594400644302368|0.29831603169441223|0.6214621663093567
paviaU,28,v0,0.0,0.917,0.892,0.892,7|11|12|13|14|23|38|39|45|51|56|59|62|67|68|72|73|75|79|81|83|84|90|91|94|96|100|102,0.7240707278251648|0.5384008288383484|0.37546420097351074|0.4389619529247284|0.5712578296661377|0.47818446159362793|0.30297690629959106|0.25595995783805847|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.6245270371437073|0.23290863633155823|0.10882052034139633|0.7594400644302368|0.29831603169441223|0.6214621663093567
paviaU,27,v0,0.0,0.918,0.893,0.893,7|12|13|14|23|38|39|45|51|56|59|62|67|68|72|73|75|79|81|83|84|90|91|94|96|100|102,0.7240707278251648|0.37546420097351074|0.4389619529247284|0.5712578296661377|0.47818446159362793|0.30297690629959106|0.25595995783805847|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.6245270371437073|0.23290863633155823|0.10882052034139633|0.7594400644302368|0.29831603169441223|0.6214621663093567
paviaU,26,v0,0.0,0.915,0.887,0.887,7|12|13|14|38|39|45|51|56|59|62|67|68|72|73|75|79|81|83|84|90|91|94|96|100|102,0.7240707278251648|0.37546420097351074|0.4389619529247284|0.5712578296661377|0.30297690629959106|0.25595995783805847|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.6245270371437073|0.23290863633155823|0.10882052034139633|0.7594400644302368|0.29831603169441223|0.6214621663093567
paviaU,25,v0,0.0,0.915,0.888,0.888,7|12|13|14|38|45|51|56|59|62|67|68|72|73|75|79|81|83|84|90|91|94|96|100|102,0.7240707278251648|0.37546420097351074|0.4389619529247284|0.5712578296661377|0.30297690629959106|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.6245270371437073|0.23290863633155823|0.10882052034139633|0.7594400644302368|0.29831603169441223|0.6214621663093567
paviaU,24,v0,0.0,0.916,0.889,0.889,7|13|14|38|45|51|56|59|62|67|68|72|73|75|79|81|83|84|90|91|94|96|100|102,0.7240707278251648|0.4389619529247284|0.5712578296661377|0.30297690629959106|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.6245270371437073|0.23290863633155823|0.10882052034139633|0.7594400644302368|0.29831603169441223|0.6214621663093567
paviaU,23,v0,0.0,0.916,0.89,0.89,7|13|14|38|45|51|56|59|62|67|68|72|73|75|79|81|83|84|91|94|96|100|102,0.7240707278251648|0.4389619529247284|0.5712578296661377|0.30297690629959106|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.23290863633155823|0.10882052034139633|0.7594400644302368|0.29831603169441223|0.6214621663093567
paviaU,22,v0,0.0,0.916,0.889,0.889,7|13|14|45|51|56|59|62|67|68|72|73|75|79|81|83|84|91|94|96|100|102,0.7240707278251648|0.4389619529247284|0.5712578296661377|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.23290863633155823|0.10882052034139633|0.7594400644302368|0.29831603169441223|0.6214621663093567
paviaU,21,v0,0.0,0.917,0.889,0.889,7|13|14|45|51|56|59|62|67|68|72|73|75|79|81|83|84|91|94|96|102,0.7240707278251648|0.4389619529247284|0.5712578296661377|0.5037322044372559|0.5425720810890198|0.6274012327194214|0.4166421592235565|0.3911632299423218|0.11710941791534424|0.01257567759603262|0.25536853075027466|0.3540898263454437|0.6634802222251892|0.3597012162208557|0.36382630467414856|0.009531293995678425|0.5005761981010437|0.23290863633155823|0.10882052034139633|0.7594400644302368|0.6214621663093567
