dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,linspacer,0.0,0.803,0.778,0.775,3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196||3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196||3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196||3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196||3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196||3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196||3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196||3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196||3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196||3|10|17|23|30|36|43|50|56|63|70|76|83|90|96|103|109|116|123|129|136|143|149|156|163|169|176|182|189|196
indian_pines,29,linspacer,0.0,0.816,0.816,0.79,3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196||3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196||3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196||3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196||3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196||3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196||3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196||3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196||3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196||3|10|17|24|31|38|45|51|58|65|72|79|86|93|100|106|113|120|127|134|141|148|154|161|168|175|182|189|196
indian_pines,28,linspacer,0.0,0.788,0.762,0.758,4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195||4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195||4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195||4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195||4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195||4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195||4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195||4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195||4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195||4|11|18|25|32|39|46|53|60|68|75|82|89|96|103|110|117|124|131|139|146|153|160|167|174|181|188|195
indian_pines,27,linspacer,0.0,0.795,0.789,0.766,4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195||4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195||4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195||4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195||4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195||4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195||4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195||4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195||4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195||4|11|18|26|33|41|48|55|63|70|77|85|92|100|107|114|122|129|136|144|151|158|166|173|181|188|195
indian_pines,26,linspacer,0.0,0.813,0.796,0.787,4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195||4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195||4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195||4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195||4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195||4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195||4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195||4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195||4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195||4|11|19|27|34|42|50|57|65|73|80|88|96|103|111|119|126|134|142|149|157|165|172|180|188|195
indian_pines,25,linspacer,0.0,0.812,0.791,0.786,4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195||4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195||4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195||4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195||4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195||4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195||4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195||4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195||4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195||4|12|20|28|36|44|52|60|68|76|84|92|100|107|115|123|131|139|147|155|163|171|179|187|195
indian_pines,24,linspacer,0.0,0.787,0.773,0.757,4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195||4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195||4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195||4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195||4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195||4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195||4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195||4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195||4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195||4|12|21|29|37|46|54|62|70|79|87|95|104|112|120|129|137|145|153|162|170|178|187|195
indian_pines,23,linspacer,0.0,0.789,0.775,0.759,4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195||4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195||4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195||4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195||4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195||4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195||4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195||4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195||4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195||4|13|22|30|39|48|56|65|74|82|91|99|108|117|125|134|143|151|160|169|177|186|195
indian_pines,22,linspacer,0.0,0.804,0.811,0.777,5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194||5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194||5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194||5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194||5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194||5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194||5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194||5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194||5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194||5|14|23|32|41|50|59|68|77|86|95|104|113|122|131|140|149|158|167|176|185|194
indian_pines,21,linspacer,0.0,0.81,0.816,0.783,5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194||5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194||5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194||5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194||5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194||5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194||5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194||5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194||5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194||5|14|24|33|43|52|62|71|81|90|100|109|118|128|137|147|156|166|175|185|194
