dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,5,v2,220.134,0.613,0.51,0.51,5|7|23|148|161,0.7722801566123962|0.05246270075440407|0.417529433965683|0.8491979241371155|0.47758549451828003
