dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,v0,164.006,0.816,0.819,0.79,3|4|6|8|10|13|16|18|19|20|23|29|30|40|63|116|122|126|134|145|151|164|165|167|176|178|183|189|191|197,0
indian_pines,29,v0,0.0,0.814,0.801,0.788,3|4|6|8|10|13|16|18|19|20|23|29|30|40|63|116|122|126|134|151|164|165|167|176|178|183|189|191|197,0
indian_pines,28,v0,0.0,0.812,0.801,0.786,3|4|6|8|10|13|16|18|19|20|23|29|30|40|63|116|122|126|134|151|164|165|167|176|178|183|189|197,0
indian_pines,27,v0,0.0,0.817,0.803,0.791,3|4|6|8|13|16|18|19|20|23|29|30|40|63|116|122|126|134|151|164|165|167|176|178|183|189|197,0
indian_pines,26,v0,0.0,0.806,0.799,0.779,3|4|6|8|13|16|18|19|20|23|29|30|40|63|116|122|134|151|164|165|167|176|178|183|189|197,0
indian_pines,25,v0,0.0,0.803,0.816,0.776,3|4|6|8|13|16|18|19|20|23|29|30|40|63|116|122|134|151|164|165|167|178|183|189|197,0
indian_pines,24,v0,0.0,0.806,0.798,0.779,3|4|6|8|13|16|18|19|23|29|30|40|63|116|122|134|151|164|165|167|178|183|189|197,0
indian_pines,23,v0,0.0,0.805,0.797,0.778,3|4|6|8|13|16|18|19|23|29|30|40|63|116|122|134|151|165|167|178|183|189|197,0
indian_pines,22,v0,0.0,0.792,0.786,0.763,3|4|6|8|13|16|18|19|23|29|30|40|63|116|122|134|151|165|167|178|189|197,0
indian_pines,21,v0,0.0,0.8,0.792,0.772,3|4|6|8|13|16|18|19|23|29|30|40|63|116|122|134|151|165|167|189|197,0
indian_pines,20,v0,0.0,0.798,0.79,0.77,3|4|6|8|13|16|18|19|23|29|30|40|63|122|134|151|165|167|189|197,0
indian_pines,19,v0,0.0,0.8,0.812,0.772,3|4|6|8|13|16|18|19|23|29|30|40|63|122|134|165|167|189|197,0
indian_pines,18,v0,0.0,0.801,0.808,0.773,3|4|6|8|13|16|18|19|23|29|30|40|63|122|134|165|167|197,0
indian_pines,17,v0,0.0,0.789,0.759,0.759,3|4|6|8|13|16|18|19|23|29|30|40|63|122|134|167|197,0
indian_pines,16,v0,0.0,0.778,0.749,0.746,3|4|6|8|13|16|18|19|23|29|30|40|63|122|167|197,0
indian_pines,15,v0,0.0,0.78,0.789,0.748,3|4|6|8|13|16|18|23|29|30|40|63|122|167|197,0
indian_pines,14,v0,0.0,0.777,0.787,0.744,3|4|6|8|13|16|18|29|30|40|63|122|167|197,0
indian_pines,13,v0,0.0,0.794,0.811,0.764,3|4|6|8|13|16|18|29|30|40|63|122|167,0
indian_pines,12,v0,0.0,0.797,0.808,0.767,3|4|6|8|16|18|29|30|40|63|122|167,0
indian_pines,11,v0,0.0,0.766,0.772,0.731,3|4|6|8|16|18|29|30|40|63|122,0
indian_pines,10,v0,0.0,0.756,0.776,0.719,3|4|6|8|16|18|30|40|63|122,0
indian_pines,9,v0,0.0,0.701,0.666,0.655,3|4|6|8|16|18|30|40|63,0
indian_pines,8,v0,0.0,0.682,0.651,0.633,3|4|6|8|16|18|40|63,0
indian_pines,7,v0,0.0,0.692,0.677,0.644,3|6|8|16|18|40|63,0
indian_pines,6,v0,0.0,0.606,0.478,0.541,3|6|8|16|18|40,0
indian_pines,5,v0,0.0,0.618,0.494,0.555,6|8|16|18|40,0
indian_pines,30,v0,175.018,0.767,0.754,0.734,0|5|6|8|10|16|19|20|23|25|26|32|54|109|120|122|125|134|147|157|159|164|165|167|170|174|178|186|189|197,1
indian_pines,29,v0,0.0,0.782,0.77,0.75,0|5|6|8|10|16|19|20|23|25|26|32|54|109|120|122|125|134|147|157|159|164|165|167|170|174|178|186|189,1
indian_pines,28,v0,0.0,0.78,0.77,0.748,0|5|6|8|10|16|19|20|23|25|26|32|54|109|120|122|125|147|157|159|164|165|167|170|174|178|186|189,1
indian_pines,27,v0,0.0,0.78,0.77,0.749,0|5|6|8|16|19|20|23|25|26|32|54|109|120|122|125|147|157|159|164|165|167|170|174|178|186|189,1
indian_pines,26,v0,0.0,0.773,0.763,0.741,0|5|6|8|16|19|20|23|25|26|32|54|109|120|122|125|147|157|159|164|167|170|174|178|186|189,1
indian_pines,25,v0,0.0,0.748,0.722,0.712,0|5|6|8|16|19|20|23|25|26|32|109|120|122|125|147|157|159|164|167|170|174|178|186|189,1
indian_pines,24,v0,0.0,0.749,0.723,0.714,0|5|6|8|16|19|20|23|25|26|32|109|120|122|125|147|157|159|167|170|174|178|186|189,1
indian_pines,23,v0,0.0,0.74,0.715,0.703,0|5|6|8|16|19|20|23|25|26|32|109|122|125|147|157|159|167|170|174|178|186|189,1
indian_pines,22,v0,0.0,0.748,0.719,0.712,0|5|6|8|16|19|20|23|25|26|32|109|122|125|147|157|159|167|170|174|186|189,1
indian_pines,21,v0,0.0,0.757,0.724,0.723,0|5|6|8|16|19|20|23|25|26|32|109|122|125|147|157|159|170|174|186|189,1
indian_pines,20,v0,0.0,0.745,0.717,0.709,0|5|6|8|16|19|23|25|26|32|109|122|125|147|157|159|170|174|186|189,1
indian_pines,19,v0,0.0,0.75,0.72,0.715,0|5|6|8|16|19|23|25|26|32|109|122|125|147|157|159|170|186|189,1
indian_pines,18,v0,0.0,0.726,0.671,0.687,0|5|6|8|16|19|23|25|26|32|109|122|147|157|159|170|186|189,1
indian_pines,17,v0,0.0,0.737,0.669,0.7,0|5|6|8|16|19|23|25|26|32|109|122|147|159|170|186|189,1
indian_pines,16,v0,0.0,0.759,0.714,0.724,5|6|8|16|19|23|25|26|32|109|122|147|159|170|186|189,1
indian_pines,15,v0,0.0,0.759,0.73,0.725,5|6|8|16|19|23|25|26|32|109|122|147|159|170|186,1
indian_pines,14,v0,0.0,0.756,0.705,0.721,5|6|8|16|19|23|25|26|32|109|122|159|170|186,1
indian_pines,13,v0,0.0,0.763,0.703,0.729,5|6|8|16|23|25|26|32|109|122|159|170|186,1
indian_pines,12,v0,0.0,0.764,0.709,0.73,5|6|8|16|23|25|26|32|122|159|170|186,1
indian_pines,11,v0,0.0,0.761,0.712,0.726,5|6|8|16|23|26|32|122|159|170|186,1
indian_pines,10,v0,0.0,0.767,0.713,0.732,5|6|8|16|23|26|122|159|170|186,1
indian_pines,9,v0,0.0,0.765,0.706,0.729,5|6|8|16|23|26|122|159|170,1
indian_pines,8,v0,0.0,0.762,0.69,0.726,5|6|8|16|23|122|159|170,1
indian_pines,7,v0,0.0,0.741,0.678,0.702,5|6|8|16|23|122|159,1
indian_pines,6,v0,0.0,0.718,0.654,0.675,5|6|8|23|122|159,1
indian_pines,5,v0,0.0,0.588,0.448,0.52,5|6|8|23|159,1
indian_pines,30,v0,173.141,0.772,0.738,0.739,0|5|6|7|10|16|19|22|23|26|29|36|41|46|109|112|120|122|125|132|151|159|160|164|166|168|178|186|189|191,2
indian_pines,29,v0,0.0,0.772,0.76,0.739,0|5|6|7|10|16|19|23|26|29|36|41|46|109|112|120|122|125|132|151|159|160|164|166|168|178|186|189|191,2
indian_pines,28,v0,0.0,0.768,0.759,0.734,0|5|6|7|10|16|19|23|26|29|36|41|46|109|112|120|122|125|132|151|159|160|166|168|178|186|189|191,2
indian_pines,27,v0,0.0,0.777,0.763,0.745,0|5|6|7|10|16|19|23|26|29|36|41|46|112|120|122|125|132|151|159|160|166|168|178|186|189|191,2
indian_pines,26,v0,0.0,0.789,0.766,0.758,5|6|7|10|16|19|23|26|29|36|41|46|112|120|122|125|132|151|159|160|166|168|178|186|189|191,2
indian_pines,25,v0,0.0,0.797,0.772,0.768,5|6|7|10|16|19|23|26|29|41|46|112|120|122|125|132|151|159|160|166|168|178|186|189|191,2
indian_pines,24,v0,0.0,0.798,0.771,0.769,5|6|7|10|16|19|23|26|29|41|46|112|120|122|125|132|159|160|166|168|178|186|189|191,2
indian_pines,23,v0,0.0,0.798,0.779,0.768,5|6|7|10|16|19|23|26|29|41|46|112|120|122|125|132|159|160|166|168|178|189|191,2
indian_pines,22,v0,0.0,0.794,0.777,0.764,5|6|7|10|16|19|23|26|29|41|46|112|120|122|132|159|160|166|168|178|189|191,2
indian_pines,21,v0,0.0,0.791,0.777,0.761,5|6|7|10|16|19|23|26|29|41|46|112|120|132|159|160|166|168|178|189|191,2
indian_pines,20,v0,0.0,0.793,0.777,0.763,5|6|7|10|16|19|23|26|29|41|46|112|120|132|159|160|168|178|189|191,2
indian_pines,19,v0,0.0,0.789,0.775,0.758,5|6|7|10|16|19|23|26|29|41|46|112|120|132|159|168|178|189|191,2
indian_pines,18,v0,0.0,0.782,0.742,0.749,5|6|7|10|16|19|23|26|29|46|112|120|132|159|168|178|189|191,2
indian_pines,17,v0,0.001,0.798,0.782,0.769,5|6|7|10|16|19|23|26|29|46|112|120|132|159|168|178|189,2
