dataset,target_size,algorithm,oa,aa,k,fold
paviaU,30,pcal,0.9,0.88,0.87,0
paviaU,30,pcal,0.9,0.88,0.87,1
paviaU,30,pcal,0.91,0.88,0.87,2
paviaU,30,pcal,0.9,0.87,0.87,3
paviaU,30,pcal,0.9,0.87,0.87,4
paviaU,30,pcal,0.9,0.87,0.87,5
paviaU,30,pcal,0.9,0.87,0.87,6
paviaU,30,pcal,0.91,0.88,0.88,7
paviaU,30,pcal,0.9,0.86,0.86,8
paviaU,30,pcal,0.9,0.86,0.86,9
paviaU,30,pcal,0.9,0.87,0.87,10
paviaU,30,pcal,0.9,0.87,0.87,11
paviaU,30,pcal,0.9,0.87,0.87,12
paviaU,30,pcal,0.91,0.88,0.88,13
paviaU,30,pcal,0.91,0.88,0.88,14
paviaU,30,pcal,0.9,0.87,0.86,15
paviaU,30,pcal,0.9,0.87,0.87,16
paviaU,30,pcal,0.91,0.88,0.87,17
paviaU,30,pcal,0.9,0.88,0.87,18
paviaU,30,pcal,0.9,0.87,0.86,19
paviaU,29,pcal,0.9,0.88,0.87,0
paviaU,29,pcal,0.9,0.88,0.87,1
paviaU,29,pcal,0.9,0.88,0.87,2
paviaU,29,pcal,0.9,0.87,0.87,3
paviaU,29,pcal,0.9,0.87,0.87,4
paviaU,29,pcal,0.9,0.87,0.87,5
paviaU,29,pcal,0.9,0.87,0.87,6
paviaU,29,pcal,0.91,0.88,0.88,7
paviaU,29,pcal,0.9,0.86,0.87,8
paviaU,29,pcal,0.9,0.86,0.87,9
paviaU,29,pcal,0.9,0.87,0.87,10
paviaU,29,pcal,0.9,0.87,0.87,11
paviaU,29,pcal,0.9,0.87,0.87,12
paviaU,29,pcal,0.91,0.88,0.87,13
paviaU,29,pcal,0.91,0.88,0.88,14
paviaU,29,pcal,0.9,0.87,0.86,15
paviaU,29,pcal,0.9,0.87,0.87,16
paviaU,29,pcal,0.9,0.88,0.87,17
paviaU,29,pcal,0.9,0.88,0.87,18
paviaU,29,pcal,0.9,0.86,0.86,19
paviaU,28,pcal,0.9,0.88,0.87,0
paviaU,28,pcal,0.9,0.88,0.87,1
paviaU,28,pcal,0.91,0.88,0.88,2
paviaU,28,pcal,0.9,0.88,0.87,3
paviaU,28,pcal,0.9,0.87,0.87,4
paviaU,28,pcal,0.91,0.87,0.87,5
paviaU,28,pcal,0.9,0.87,0.87,6
paviaU,28,pcal,0.91,0.88,0.88,7
paviaU,28,pcal,0.9,0.87,0.87,8
paviaU,28,pcal,0.9,0.86,0.87,9
paviaU,28,pcal,0.9,0.87,0.87,10
paviaU,28,pcal,0.9,0.87,0.87,11
paviaU,28,pcal,0.9,0.87,0.87,12
paviaU,28,pcal,0.9,0.88,0.87,13
paviaU,28,pcal,0.91,0.88,0.88,14
paviaU,28,pcal,0.89,0.87,0.86,15
paviaU,28,pcal,0.9,0.87,0.87,16
paviaU,28,pcal,0.9,0.88,0.87,17
paviaU,28,pcal,0.9,0.88,0.87,18
paviaU,28,pcal,0.9,0.87,0.87,19
paviaU,27,pcal,0.9,0.88,0.87,0
paviaU,27,pcal,0.9,0.88,0.87,1
paviaU,27,pcal,0.9,0.88,0.87,2
paviaU,27,pcal,0.9,0.88,0.87,3
paviaU,27,pcal,0.9,0.87,0.87,4
paviaU,27,pcal,0.9,0.87,0.87,5
paviaU,27,pcal,0.9,0.87,0.87,6
paviaU,27,pcal,0.91,0.88,0.88,7
paviaU,27,pcal,0.9,0.87,0.87,8
paviaU,27,pcal,0.9,0.86,0.87,9
paviaU,27,pcal,0.91,0.88,0.88,10
