dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v3,185.913,0.798,0.774,0.774,6|7|13|14|27|34|35|38|40|52|53|58|63|67|68|78|97|112|118|126|132|133|148|158|160|161|172|176|181|183,0.4351547658443451|0.00670333718881011|0.0384782999753952|0.008443444967269897|0.06516193598508835|0.34054723381996155|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.011827928945422173|0.27956125140190125|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.10939192026853561|0.02021195739507675|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.08606016635894775|0.008267558179795742|0.007353896740823984
indian_pines,29,v3,0.0,0.796,0.774,0.774,6|7|13|14|27|34|35|38|40|52|53|58|63|67|68|78|97|112|126|132|133|148|158|160|161|172|176|181|183,0.4351547658443451|0.00670333718881011|0.0384782999753952|0.008443444967269897|0.06516193598508835|0.34054723381996155|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.011827928945422173|0.27956125140190125|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.02021195739507675|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.08606016635894775|0.008267558179795742|0.007353896740823984
indian_pines,28,v3,0.0,0.796,0.774,0.774,6|7|14|27|34|35|38|40|52|53|58|63|67|68|78|97|112|126|132|133|148|158|160|161|172|176|181|183,0.4351547658443451|0.00670333718881011|0.008443444967269897|0.06516193598508835|0.34054723381996155|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.011827928945422173|0.27956125140190125|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.02021195739507675|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.08606016635894775|0.008267558179795742|0.007353896740823984
indian_pines,27,v3,0.0,0.789,0.769,0.769,6|7|14|27|35|38|40|52|53|58|63|67|68|78|97|112|126|132|133|148|158|160|161|172|176|181|183,0.4351547658443451|0.00670333718881011|0.008443444967269897|0.06516193598508835|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.011827928945422173|0.27956125140190125|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.02021195739507675|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.08606016635894775|0.008267558179795742|0.007353896740823984
indian_pines,26,v3,0.0,0.787,0.769,0.769,6|7|14|27|35|38|40|52|53|63|67|68|78|97|112|126|132|133|148|158|160|161|172|176|181|183,0.4351547658443451|0.00670333718881011|0.008443444967269897|0.06516193598508835|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.011827928945422173|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.02021195739507675|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.08606016635894775|0.008267558179795742|0.007353896740823984
indian_pines,25,v3,0.0,0.783,0.765,0.765,6|7|14|27|35|38|40|52|53|63|67|68|78|97|112|132|133|148|158|160|161|172|176|181|183,0.4351547658443451|0.00670333718881011|0.008443444967269897|0.06516193598508835|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.011827928945422173|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.08606016635894775|0.008267558179795742|0.007353896740823984
indian_pines,24,v3,0.0,0.782,0.766,0.766,6|7|14|27|35|38|40|52|53|63|67|68|78|97|112|132|133|148|158|160|161|172|181|183,0.4351547658443451|0.00670333718881011|0.008443444967269897|0.06516193598508835|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.011827928945422173|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.008267558179795742|0.007353896740823984
indian_pines,23,v3,0.0,0.784,0.767,0.767,6|7|14|27|35|38|40|52|63|67|68|78|97|112|132|133|148|158|160|161|172|181|183,0.4351547658443451|0.00670333718881011|0.008443444967269897|0.06516193598508835|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.008267558179795742|0.007353896740823984
indian_pines,22,v3,0.0,0.783,0.766,0.766,6|7|27|35|38|40|52|63|67|68|78|97|112|132|133|148|158|160|161|172|181|183,0.4351547658443451|0.00670333718881011|0.06516193598508835|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.008267558179795742|0.007353896740823984
indian_pines,21,v3,0.0,0.781,0.765,0.765,6|7|27|35|38|40|52|63|67|68|78|97|112|132|133|148|158|160|161|172|181,0.4351547658443451|0.00670333718881011|0.06516193598508835|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.1603924185037613|0.005409099627286196|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.008267558179795742
indian_pines,20,v3,0.0,0.78,0.763,0.763,6|7|27|35|38|40|52|63|68|78|97|112|132|133|148|158|160|161|172|181,0.4351547658443451|0.00670333718881011|0.06516193598508835|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.12828269600868225|0.008267558179795742
indian_pines,19,v3,0.0,0.779,0.763,0.763,6|7|27|35|38|40|52|63|68|78|97|112|132|133|148|158|160|161|181,0.4351547658443451|0.00670333718881011|0.06516193598508835|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.008267558179795742
indian_pines,18,v3,0.0,0.768,0.754,0.754,6|7|35|38|40|52|63|68|78|97|112|132|133|148|158|160|161|181,0.4351547658443451|0.00670333718881011|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.27241188287734985|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.008267558179795742
indian_pines,17,v3,0.0,0.769,0.755,0.755,6|7|35|38|40|52|63|68|97|112|132|133|148|158|160|161|181,0.4351547658443451|0.00670333718881011|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757|0.008267558179795742
indian_pines,16,v3,0.0,0.768,0.75,0.75,6|7|35|38|40|52|63|68|97|112|132|133|148|158|160|161,0.4351547658443451|0.00670333718881011|0.2854059338569641|0.006564513314515352|0.02309715375304222|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757
indian_pines,15,v3,0.0,0.766,0.746,0.746,6|7|35|38|52|63|68|97|112|132|133|148|158|160|161,0.4351547658443451|0.00670333718881011|0.2854059338569641|0.006564513314515352|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.31404897570610046|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757
indian_pines,14,v3,0.0,0.765,0.745,0.745,6|7|35|38|52|63|68|97|112|132|148|158|160|161,0.4351547658443451|0.00670333718881011|0.2854059338569641|0.006564513314515352|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757
indian_pines,13,v3,0.0,0.748,0.723,0.723,6|7|38|52|63|68|97|112|132|148|158|160|161,0.4351547658443451|0.00670333718881011|0.006564513314515352|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.1191190704703331|0.10442426055669785|0.47487375140190125|0.04574326053261757
indian_pines,12,v3,0.0,0.749,0.72,0.72,6|7|38|52|63|68|97|112|132|148|158|160,0.4351547658443451|0.00670333718881011|0.006564513314515352|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.1191190704703331|0.10442426055669785|0.47487375140190125
indian_pines,11,v3,0.0,0.751,0.717,0.717,6|7|38|52|63|68|97|112|132|148|160,0.4351547658443451|0.00670333718881011|0.006564513314515352|0.02800906077027321|0.1603924185037613|0.004342612344771624|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.1191190704703331|0.47487375140190125
indian_pines,10,v3,0.0,0.754,0.717,0.717,6|7|38|63|68|97|112|132|148|160,0.4351547658443451|0.00670333718881011|0.006564513314515352|0.1603924185037613|0.004342612344771624|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.1191190704703331|0.47487375140190125
indian_pines,9,v3,0.0,0.732,0.686,0.686,6|7|63|68|97|112|132|148|160,0.4351547658443451|0.00670333718881011|0.1603924185037613|0.004342612344771624|0.023834625259041786|0.009353400208055973|0.04511016979813576|0.1191190704703331|0.47487375140190125
