dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v3,231.826,0.792,0.747,0.747,6|7|8|29|34|35|38|40|52|53|62|63|68|76|78|97|112|113|126|132|133|136|148|158|160|172|176|178|181|183,0.003720385953783989|0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.006755185313522816|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.08939240872859955|0.026713090017437935|0.003212773473933339|0.16646863520145416|0.006502511911094189|0.0629255622625351|0.0068910750560462475|0.0152125870808959|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.052455753087997437|0.4010998010635376|0.14892245829105377|0.00833226554095745
indian_pines,29,v3,0.0,0.79,0.746,0.746,6|7|8|29|34|35|38|40|52|53|62|63|68|76|78|97|112|113|126|132|133|136|148|158|160|172|176|181|183,0.003720385953783989|0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.006755185313522816|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.08939240872859955|0.026713090017437935|0.003212773473933339|0.16646863520145416|0.006502511911094189|0.0629255622625351|0.0068910750560462475|0.0152125870808959|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.052455753087997437|0.14892245829105377|0.00833226554095745
indian_pines,28,v3,0.0,0.788,0.746,0.746,6|7|8|29|34|35|38|40|52|53|63|68|76|78|97|112|113|126|132|133|136|148|158|160|172|176|181|183,0.003720385953783989|0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.006755185313522816|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.026713090017437935|0.003212773473933339|0.16646863520145416|0.006502511911094189|0.0629255622625351|0.0068910750560462475|0.0152125870808959|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.052455753087997437|0.14892245829105377|0.00833226554095745
indian_pines,27,v3,0.0,0.79,0.747,0.747,6|7|8|29|34|35|38|40|52|53|63|68|78|97|112|113|126|132|133|136|148|158|160|172|176|181|183,0.003720385953783989|0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.006755185313522816|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.026713090017437935|0.003212773473933339|0.006502511911094189|0.0629255622625351|0.0068910750560462475|0.0152125870808959|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.052455753087997437|0.14892245829105377|0.00833226554095745
indian_pines,26,v3,0.0,0.788,0.746,0.746,6|7|8|29|34|35|38|40|52|53|63|68|97|112|113|126|132|133|136|148|158|160|172|176|181|183,0.003720385953783989|0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.006755185313522816|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.026713090017437935|0.003212773473933339|0.0629255622625351|0.0068910750560462475|0.0152125870808959|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.052455753087997437|0.14892245829105377|0.00833226554095745
indian_pines,25,v3,0.0,0.783,0.741,0.741,6|7|8|29|35|38|40|52|53|63|68|97|112|113|126|132|133|136|148|158|160|172|176|181|183,0.003720385953783989|0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.026713090017437935|0.003212773473933339|0.0629255622625351|0.0068910750560462475|0.0152125870808959|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.052455753087997437|0.14892245829105377|0.00833226554095745
indian_pines,24,v3,0.0,0.78,0.74,0.74,6|7|8|29|35|38|40|52|53|63|68|97|112|126|132|133|136|148|158|160|172|176|181|183,0.003720385953783989|0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.026713090017437935|0.003212773473933339|0.0629255622625351|0.0068910750560462475|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.052455753087997437|0.14892245829105377|0.00833226554095745
indian_pines,23,v3,0.0,0.778,0.738,0.738,6|7|8|29|35|38|40|52|53|63|68|97|112|126|132|133|136|148|158|160|172|176|181,0.003720385953783989|0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.026713090017437935|0.003212773473933339|0.0629255622625351|0.0068910750560462475|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.052455753087997437|0.14892245829105377
indian_pines,22,v3,0.0,0.776,0.737,0.737,6|7|8|29|35|38|40|52|53|63|68|97|112|126|132|133|136|148|158|160|172|181,0.003720385953783989|0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.026713090017437935|0.003212773473933339|0.0629255622625351|0.0068910750560462475|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.14892245829105377
indian_pines,21,v3,0.0,0.776,0.738,0.738,7|8|29|35|38|40|52|53|63|68|97|112|126|132|133|136|148|158|160|172|181,0.0038993023335933685|0.004947468172758818|0.008293368853628635|0.04403627663850784|0.02022968791425228|0.008759844116866589|0.007689951453357935|0.00406315503641963|0.026713090017437935|0.003212773473933339|0.0629255622625351|0.0068910750560462475|0.005101831629872322|0.09270694851875305|0.35951223969459534|0.40505170822143555|0.009638968855142593|0.37321123480796814|0.014061748050153255|0.1312655657529831|0.14892245829105377
