dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,v5,0.77,0.78,0.74,0
indian_pines,30,v5,0.76,0.73,0.72,1
indian_pines,30,v5,0.77,0.74,0.74,2
indian_pines,30,v5,0.74,0.71,0.7,3
indian_pines,30,v5,0.75,0.71,0.72,4
indian_pines,30,v5,0.76,0.72,0.73,5
indian_pines,30,v5,0.77,0.75,0.73,6
indian_pines,30,v5,0.77,0.71,0.74,7
indian_pines,30,v5,0.75,0.72,0.71,8
indian_pines,30,v5,0.74,0.7,0.7,9
indian_pines,30,v5,0.74,0.68,0.71,10
indian_pines,30,v5,0.75,0.72,0.72,11
indian_pines,30,v5,0.76,0.77,0.73,12
indian_pines,30,v5,0.74,0.71,0.7,13
indian_pines,30,v5,0.76,0.74,0.72,14
indian_pines,30,v5,0.76,0.75,0.73,15
indian_pines,30,v5,0.76,0.72,0.73,16
indian_pines,30,v5,0.76,0.73,0.73,17
indian_pines,30,v5,0.76,0.72,0.72,18
indian_pines,30,v5,0.76,0.73,0.73,19
indian_pines,29,v5,0.76,0.78,0.73,0
indian_pines,29,v5,0.76,0.73,0.73,1
indian_pines,29,v5,0.76,0.74,0.73,2
indian_pines,29,v5,0.74,0.71,0.7,3
indian_pines,29,v5,0.76,0.71,0.72,4
indian_pines,29,v5,0.76,0.71,0.73,5
indian_pines,29,v5,0.76,0.75,0.73,6
indian_pines,29,v5,0.77,0.71,0.74,7
indian_pines,29,v5,0.75,0.72,0.72,8
indian_pines,29,v5,0.74,0.71,0.7,9
indian_pines,29,v5,0.74,0.68,0.71,10
indian_pines,29,v5,0.76,0.72,0.72,11
indian_pines,29,v5,0.77,0.77,0.73,12
indian_pines,29,v5,0.74,0.7,0.7,13
indian_pines,29,v5,0.75,0.73,0.72,14
indian_pines,29,v5,0.77,0.75,0.73,15
indian_pines,29,v5,0.76,0.72,0.73,16
indian_pines,29,v5,0.76,0.73,0.73,17
indian_pines,29,v5,0.76,0.72,0.72,18
indian_pines,29,v5,0.76,0.72,0.73,19
indian_pines,28,v5,0.76,0.77,0.73,0
indian_pines,28,v5,0.76,0.72,0.72,1
indian_pines,28,v5,0.76,0.73,0.73,2
indian_pines,28,v5,0.74,0.72,0.7,3
indian_pines,28,v5,0.75,0.71,0.72,4
indian_pines,28,v5,0.76,0.71,0.73,5
indian_pines,28,v5,0.76,0.74,0.73,6
indian_pines,28,v5,0.76,0.7,0.72,7
indian_pines,28,v5,0.74,0.71,0.7,8
indian_pines,28,v5,0.74,0.7,0.7,9
indian_pines,28,v5,0.75,0.69,0.71,10
indian_pines,28,v5,0.75,0.72,0.72,11
indian_pines,28,v5,0.76,0.76,0.73,12
indian_pines,28,v5,0.74,0.7,0.7,13
indian_pines,28,v5,0.74,0.72,0.71,14
indian_pines,28,v5,0.76,0.75,0.73,15
indian_pines,28,v5,0.76,0.71,0.72,16
indian_pines,28,v5,0.76,0.73,0.72,17
