dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,v9,251.76,0.821,0.801,0.796,5|6|8|9|19|21|22|24|26|27|28|31|33|34|37|38|42|43|44|70|74|76|100|109|120|147|148|163|168|181,0
indian_pines,29,v9,0.0,0.829,0.823,0.804,5|6|8|9|19|22|24|26|27|28|31|33|34|37|38|42|43|44|70|74|76|100|109|120|147|148|163|168|181,0
indian_pines,28,v9,0.0,0.828,0.825,0.803,5|6|8|9|19|22|24|26|27|28|31|33|34|37|38|42|43|44|70|74|76|100|109|120|147|148|163|181,0
indian_pines,27,v9,0.0,0.836,0.83,0.812,5|6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|44|70|74|76|100|109|120|147|148|163|181,0
indian_pines,26,v9,0.0,0.828,0.823,0.803,5|6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|44|70|74|76|100|109|120|147|148|181,0
indian_pines,25,v9,0.0,0.806,0.784,0.778,5|6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|44|70|74|76|100|109|120|147|148,0
indian_pines,24,v9,0.0,0.802,0.781,0.774,5|6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|70|74|76|100|109|120|147|148,0
indian_pines,23,v9,0.0,0.811,0.792,0.785,5|6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|70|74|100|109|120|147|148,0
indian_pines,22,v9,0.0,0.794,0.782,0.765,5|6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|70|74|100|109|147|148,0
indian_pines,21,v9,0.0,0.777,0.768,0.746,5|6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|70|74|100|147|148,0
indian_pines,20,v9,0.0,0.766,0.752,0.733,5|6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|70|74|147|148,0
indian_pines,19,v9,0.0,0.752,0.745,0.718,5|6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|70|74|148,0
indian_pines,18,v9,0.0,0.755,0.741,0.72,6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|70|74|148,0
indian_pines,17,v9,0.0,0.765,0.753,0.731,6|8|19|22|24|26|27|28|31|33|34|37|38|42|43|70|148,0
indian_pines,16,v9,0.0,0.772,0.756,0.739,6|8|19|24|26|27|28|31|33|34|37|38|42|43|70|148,0
indian_pines,15,v9,0.0,0.778,0.783,0.746,6|8|24|26|27|28|31|33|34|37|38|42|43|70|148,0
indian_pines,14,v9,0.0,0.786,0.791,0.756,6|8|24|26|27|28|31|33|34|37|38|43|70|148,0
indian_pines,13,v9,0.0,0.797,0.775,0.768,6|8|24|26|27|31|33|34|37|38|43|70|148,0
indian_pines,12,v9,0.0,0.789,0.767,0.759,6|8|24|27|31|33|34|37|38|43|70|148,0
indian_pines,11,v9,0.0,0.795,0.811,0.765,6|8|24|31|33|34|37|38|43|70|148,0
indian_pines,10,v9,0.0,0.759,0.759,0.724,6|8|24|31|33|34|37|38|43|148,0
indian_pines,9,v9,0.0,0.75,0.756,0.713,6|8|24|33|34|37|38|43|148,0
indian_pines,8,v9,0.0,0.73,0.719,0.691,6|8|33|34|37|38|43|148,0
indian_pines,7,v9,0.0,0.72,0.712,0.679,6|8|33|34|37|38|148,0
indian_pines,6,v9,0.0,0.711,0.676,0.668,6|8|33|34|38|148,0
indian_pines,5,v9,0.0,0.717,0.683,0.675,6|33|34|38|148,0
indian_pines,30,v9,253.27,0.834,0.839,0.811,4|5|6|7|8|9|21|22|23|27|28|33|34|37|38|42|43|44|60|70|74|109|120|137|139|148|161|163|180|181,1
indian_pines,29,v9,0.0,0.828,0.837,0.803,4|5|6|7|8|9|21|22|23|27|28|33|34|37|38|42|43|44|60|70|74|109|137|139|148|161|163|180|181,1
