dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v2,208.716,0.788,0.758,0.758,4|5|6|7|8|23|35|37|38|42|52|57|59|65|69|94|99|110|114|122|128|129|148|149|161|169|170|173|174|176,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.041816070675849915|0.02005162090063095|0.03720898926258087|0.01850777305662632|0.14626280963420868|0.01139919925481081|0.1856354922056198|0.4537374675273895|0.1528625190258026|0.4247632920742035|0.3226284682750702|0.00955240149050951|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037|0.1282714456319809|0.12961618602275848|0.12870977818965912
indian_pines,29,v2,0.0,0.785,0.754,0.754,4|5|6|7|8|23|35|37|38|42|52|57|59|65|69|94|99|110|114|122|128|129|148|149|161|169|170|173|174,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.041816070675849915|0.02005162090063095|0.03720898926258087|0.01850777305662632|0.14626280963420868|0.01139919925481081|0.1856354922056198|0.4537374675273895|0.1528625190258026|0.4247632920742035|0.3226284682750702|0.00955240149050951|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037|0.1282714456319809|0.12961618602275848
indian_pines,28,v2,0.0,0.785,0.755,0.755,4|5|6|7|8|23|35|38|42|52|57|59|65|69|94|99|110|114|122|128|129|148|149|161|169|170|173|174,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.041816070675849915|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.01139919925481081|0.1856354922056198|0.4537374675273895|0.1528625190258026|0.4247632920742035|0.3226284682750702|0.00955240149050951|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037|0.1282714456319809|0.12961618602275848
indian_pines,27,v2,0.0,0.783,0.753,0.753,4|5|6|7|8|23|35|38|42|52|57|59|65|69|94|99|110|114|122|128|129|148|149|161|169|170|173,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.041816070675849915|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.01139919925481081|0.1856354922056198|0.4537374675273895|0.1528625190258026|0.4247632920742035|0.3226284682750702|0.00955240149050951|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037|0.1282714456319809
indian_pines,26,v2,0.0,0.781,0.75,0.75,4|5|6|7|8|23|35|38|42|52|57|59|65|69|94|99|110|114|122|128|129|148|149|161|169|170,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.041816070675849915|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.01139919925481081|0.1856354922056198|0.4537374675273895|0.1528625190258026|0.4247632920742035|0.3226284682750702|0.00955240149050951|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,25,v2,0.0,0.78,0.749,0.749,4|5|6|7|8|23|35|38|42|57|59|65|69|94|99|110|114|122|128|129|148|149|161|169|170,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.041816070675849915|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.01139919925481081|0.4537374675273895|0.1528625190258026|0.4247632920742035|0.3226284682750702|0.00955240149050951|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,24,v2,0.0,0.778,0.749,0.749,4|5|6|7|8|23|35|38|42|57|59|65|69|99|110|114|122|128|129|148|149|161|169|170,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.041816070675849915|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.01139919925481081|0.4537374675273895|0.1528625190258026|0.4247632920742035|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,23,v2,0.0,0.778,0.749,0.749,4|5|6|7|8|23|35|38|42|57|59|69|99|110|114|122|128|129|148|149|161|169|170,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.041816070675849915|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.01139919925481081|0.4537374675273895|0.1528625190258026|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,22,v2,0.0,0.777,0.748,0.748,4|5|6|7|8|23|35|38|42|57|69|99|110|114|122|128|129|148|149|161|169|170,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.041816070675849915|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.01139919925481081|0.4537374675273895|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,21,v2,0.0,0.778,0.749,0.749,4|5|6|7|23|35|38|42|57|69|99|110|114|122|128|129|148|149|161|169|170,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.01139919925481081|0.4537374675273895|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,20,v2,0.0,0.777,0.746,0.746,4|5|6|7|23|35|38|57|69|99|110|114|122|128|129|148|149|161|169|170,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.4537374675273895|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.16654443740844727|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,19,v2,0.0,0.774,0.745,0.745,4|5|6|7|23|35|38|57|69|99|110|114|122|128|129|148|161|169|170,0.04611702263355255|0.20974621176719666|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.4537374675273895|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,18,v2,0.0,0.774,0.747,0.747,4|6|7|23|35|38|57|69|99|110|114|122|128|129|148|161|169|170,0.04611702263355255|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.4537374675273895|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.1780037134885788|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,17,v2,0.0,0.773,0.747,0.747,4|6|7|23|35|38|57|69|99|110|114|128|129|148|161|169|170,0.04611702263355255|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.03720898926258087|0.14626280963420868|0.4537374675273895|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,16,v2,0.0,0.762,0.733,0.733,4|6|7|23|38|57|69|99|110|114|128|129|148|161|169|170,0.04611702263355255|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.14626280963420868|0.4537374675273895|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026|0.1561737358570099|0.009431779384613037
indian_pines,15,v2,0.0,0.763,0.732,0.732,4|6|7|23|38|57|69|99|110|114|128|129|148|161|169,0.04611702263355255|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.14626280963420868|0.4537374675273895|0.3226284682750702|0.2608698010444641|0.0068061440251767635|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026|0.1561737358570099
indian_pines,14,v2,0.0,0.754,0.72,0.72,4|6|7|23|38|57|69|110|114|128|129|148|161|169,0.04611702263355255|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.14626280963420868|0.4537374675273895|0.3226284682750702|0.0068061440251767635|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026|0.1561737358570099
indian_pines,13,v2,0.0,0.752,0.716,0.716,4|6|7|23|38|57|69|110|114|128|129|148|161,0.04611702263355255|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.14626280963420868|0.4537374675273895|0.3226284682750702|0.0068061440251767635|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026
indian_pines,12,v2,0.0,0.758,0.722,0.722,4|6|7|23|38|57|69|114|128|129|148|161,0.04611702263355255|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.14626280963420868|0.4537374675273895|0.3226284682750702|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026
indian_pines,11,v2,0.0,0.736,0.685,0.685,4|6|7|23|57|69|114|128|129|148|161,0.04611702263355255|0.4597163796424866|0.33996593952178955|0.02005162090063095|0.4537374675273895|0.3226284682750702|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026
indian_pines,10,v2,0.0,0.743,0.697,0.697,6|7|23|57|69|114|128|129|148|161,0.4597163796424866|0.33996593952178955|0.02005162090063095|0.4537374675273895|0.3226284682750702|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026
indian_pines,9,v2,0.0,0.713,0.67,0.67,6|7|57|69|114|128|129|148|161,0.4597163796424866|0.33996593952178955|0.4537374675273895|0.3226284682750702|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026
indian_pines,8,v2,0.0,0.705,0.659,0.659,6|7|57|114|128|129|148|161,0.4597163796424866|0.33996593952178955|0.4537374675273895|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026
indian_pines,7,v2,0.0,0.711,0.658,0.658,7|57|114|128|129|148|161,0.33996593952178955|0.4537374675273895|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026
indian_pines,6,v2,0.0,0.683,0.612,0.612,7|114|128|129|148|161,0.33996593952178955|0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026
indian_pines,5,v2,0.0,0.654,0.579,0.579,114|128|129|148|161,0.03320563957095146|0.3976938724517822|0.02098979242146015|0.16721606254577637|0.0019042391795665026
paviaU,30,v2,1573.92,0.923,0.9,0.9,6|10|15|18|23|27|32|41|43|44|48|58|61|62|64|69|70|72|75|76|79|81|82|83|84|85|94|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0026070207823067904|0.011772891506552696|0.0027785624843090773|0.0038201073184609413|0.007505630608648062|0.016877269372344017|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.009916286915540695|0.0022837729193270206|0.004699248820543289|0.1875273883342743|0.010148847475647926|0.009366348385810852|0.0017134001245722175|0.011196985840797424|0.0020017148926854134|0.003172535914927721|0.1672551929950714|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,29,v2,0.0,0.923,0.9,0.9,6|10|15|18|23|27|32|41|43|44|48|58|61|62|64|69|72|75|76|79|81|82|83|84|85|94|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0026070207823067904|0.011772891506552696|0.0027785624843090773|0.0038201073184609413|0.007505630608648062|0.016877269372344017|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.1875273883342743|0.010148847475647926|0.009366348385810852|0.0017134001245722175|0.011196985840797424|0.0020017148926854134|0.003172535914927721|0.1672551929950714|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,28,v2,0.0,0.923,0.901,0.901,6|10|15|18|23|27|32|41|43|44|48|58|61|62|64|69|72|75|76|79|81|82|84|85|94|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0026070207823067904|0.011772891506552696|0.0027785624843090773|0.0038201073184609413|0.007505630608648062|0.016877269372344017|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.1875273883342743|0.010148847475647926|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.1672551929950714|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,27,v2,0.0,0.924,0.901,0.901,6|10|15|18|23|27|32|41|43|44|48|58|61|62|64|69|72|75|76|79|81|82|84|85|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0026070207823067904|0.011772891506552696|0.0027785624843090773|0.0038201073184609413|0.007505630608648062|0.016877269372344017|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.1875273883342743|0.010148847475647926|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,26,v2,0.0,0.924,0.901,0.901,6|10|15|18|23|32|41|43|44|48|58|61|62|64|69|72|75|76|79|81|82|84|85|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.011772891506552696|0.0027785624843090773|0.0038201073184609413|0.007505630608648062|0.016877269372344017|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.1875273883342743|0.010148847475647926|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,25,v2,0.0,0.925,0.902,0.902,6|10|15|18|23|32|41|43|48|58|61|62|64|69|72|75|76|79|81|82|84|85|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.011772891506552696|0.0027785624843090773|0.0038201073184609413|0.016877269372344017|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.1875273883342743|0.010148847475647926|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,24,v2,0.0,0.925,0.903,0.903,6|10|15|18|23|41|43|48|58|61|62|64|69|72|75|76|79|81|82|84|85|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0027785624843090773|0.0038201073184609413|0.016877269372344017|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.1875273883342743|0.010148847475647926|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,23,v2,0.0,0.925,0.903,0.903,6|10|15|18|23|41|43|48|58|61|62|64|69|72|75|79|81|82|84|85|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0027785624843090773|0.0038201073184609413|0.016877269372344017|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.010148847475647926|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,22,v2,0.0,0.926,0.903,0.903,6|10|15|18|23|41|43|48|58|61|62|64|69|72|75|81|82|84|85|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0027785624843090773|0.0038201073184609413|0.016877269372344017|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,21,v2,0.0,0.926,0.903,0.903,6|10|15|18|23|41|43|58|61|62|64|69|72|75|81|82|84|85|97|101|102,0.14457784593105316|0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0027785624843090773|0.0038201073184609413|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,20,v2,0.0,0.925,0.902,0.902,10|15|18|23|41|43|58|61|62|64|69|72|75|81|82|84|85|97|101|102,0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0027785624843090773|0.0038201073184609413|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,19,v2,0.0,0.925,0.901,0.901,10|15|18|23|41|58|61|62|64|69|72|75|81|82|84|85|97|101|102,0.0709938034415245|0.1978588104248047|0.009075348265469074|0.010402007959783077|0.0027785624843090773|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,18,v2,0.0,0.926,0.901,0.901,10|18|23|41|58|61|62|64|69|72|75|81|82|84|85|97|101|102,0.0709938034415245|0.009075348265469074|0.010402007959783077|0.0027785624843090773|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,17,v2,0.0,0.924,0.898,0.898,10|18|41|58|61|62|64|69|72|75|81|82|84|85|97|101|102,0.0709938034415245|0.009075348265469074|0.0027785624843090773|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
paviaU,16,v2,0.0,0.924,0.899,0.899,18|41|58|61|62|64|69|72|75|81|82|84|85|97|101|102,0.009075348265469074|0.0027785624843090773|0.1862788200378418|0.015707271173596382|0.0089039895683527|0.19169795513153076|0.00881947297602892|0.0022837729193270206|0.004699248820543289|0.009366348385810852|0.0017134001245722175|0.0020017148926854134|0.003172535914927721|0.013074582442641258|0.18446476757526398|0.0013561772648245096
