dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v47,186.552,0.792,0.743,0.743,5|6|7|8|11|24|28|30|31|34|36|37|38|45|62|67|94|99|116|126|127|130|134|148|159|174|176|178|183|184,1.7093939781188965|1.1368913650512695|3.5715858936309814|0.3980840742588043|0.7386469841003418|-1.1020050048828125|-2.8973774909973145|1.0194629430770874|2.013580083847046|0.8065479397773743|-1.0937589406967163|0.0012125136563554406|-1.926002860069275|-1.1088322401046753|-2.390106201171875|-2.894259452819824|-3.937516689300537|0.5803964138031006|-1.764756202697754|-0.8215225338935852|0.8717151284217834|2.147597312927246|-0.0005835255142301321|0.0004610604664776474|-0.8653175234794617|-1.3462525606155396|-1.1159815788269043|1.4456616640090942|2.561894655227661|2.253664255142212
indian_pines,29,v47,182.27,0.791,0.766,0.766,6|7|8|15|34|35|36|38|41|50|51|58|67|98|108|113|118|121|129|130|139|149|161|162|163|169|171|181|183,0.9588868618011475|0.00324510526843369|0.4868476986885071|0.8192377090454102|0.7105918526649475|0.21803806722164154|0.23836977779865265|-1.39763343334198|-0.6433268785476685|0.8574855327606201|-0.6801972389221191|-0.5061168074607849|-0.2731461226940155|0.002310367301106453|-0.7249354124069214|1.10739266872406|-0.4785589277744293|0.6473827958106995|-1.1507223844528198|-0.49353981018066406|0.002529536373913288|0.5786718726158142|-0.00019598749349825084|0.007862084545195103|0.00219483720138669|-0.0009959065355360508|-1.0271079540252686|0.6254372596740723|0.4343252182006836
indian_pines,28,v47,181.811,0.792,0.748,0.748,6|7|25|28|34|36|37|42|57|63|98|112|113|115|124|127|133|135|147|148|149|159|161|162|168|170|171|177,0.0007507118280045688|0.004215878900140524|0.5282791256904602|0.003670247970148921|0.6705184578895569|-0.010919745080173016|0.020578233525156975|0.28068915009498596|-0.0033032577484846115|0.004641255829483271|-0.0006572178099304438|0.7686734795570374|-0.6009153723716736|0.4829952120780945|0.26158490777015686|-0.5893464088439941|0.872754693031311|-0.002041167113929987|-0.49146997928619385|0.5960562825202942|-0.007593129761517048|0.8909121155738831|-0.0005825747502967715|0.3791652321815491|-0.32806697487831116|0.30514708161354065|0.004523237235844135|-0.0017675982089713216
indian_pines,27,v47,193.317,0.787,0.75,0.75,7|8|18|28|30|34|35|37|40|52|57|58|62|63|69|98|109|112|119|124|128|153|159|161|173|175|176,-0.0034947285894304514|-0.004498481750488281|0.009017444215714931|0.0019498856272548437|0.46654587984085083|-0.3749210238456726|-0.9031134843826294|-0.009303911589086056|-0.0008856808999553323|-0.4257675111293793|0.01605570688843727|0.00817122682929039|0.007059346418827772|-0.002654422540217638|0.6718637347221375|0.40187448263168335|0.43792328238487244|-0.0025311890058219433|0.0007173469057306647|-0.24736712872982025|0.004734313581138849|0.0005409320583567023|-0.001909119077026844|0.004220637492835522|-0.28253552317619324|0.6720987558364868|0.47455430030822754
indian_pines,26,v47,189.535,0.793,0.755,0.755,6|8|10|17|26|30|33|35|37|38|51|58|62|71|99|118|123|126|128|135|148|149|161|162|170|175,-0.003875180846080184|0.01963210292160511|-0.6430477499961853|-0.002266024239361286|-0.008444095961749554|0.413161963224411|0.005017742048949003|-0.18439707159996033|-0.0017750449478626251|-0.5883788466453552|0.011775681748986244|0.0008801771327853203|0.0008197426213882864|0.6033206582069397|-0.0009562641498632729|-0.00869734026491642|0.0007721526199020445|0.004587354604154825|0.4472695589065552|0.001986498711630702|-0.0007843333296477795|-0.566156804561615|-0.0006121481419540942|0.007590034976601601|-0.008233996108174324|0.0021342243999242783
indian_pines,25,v47,184.492,0.778,0.718,0.718,6|7|10|14|16|29|30|33|42|63|68|72|100|112|116|125|131|134|135|137|148|159|167|175|177,-0.7430530786514282|-0.0013720003189519048|0.6699668169021606|0.006573322229087353|0.002062249928712845|0.5386099815368652|0.301177442073822|0.0011280024191364646|-0.6396791934967041|0.0009716958156786859|0.005354970693588257|0.007363159209489822|0.0017893911572173238|-0.38302549719810486|-0.0049897185526788235|-0.0006253690226003528|-0.006358355283737183|0.000518642773386091|-0.00210422626696527|-0.0012085639173164964|-0.00311428215354681|-0.00872840080410242|0.005227020476013422|0.6940515637397766|0.0012417888501659036
indian_pines,24,v47,182.343,0.771,0.739,0.739,7|19|26|30|32|35|37|38|41|50|57|58|62|72|92|118|119|126|133|134|158|164|165|174,-0.004448347724974155|0.0009725699783302844|-0.3592512607574463|0.0034952471032738686|-0.008981720544397831|-0.29975709319114685|-0.003402366768568754|0.42846688628196716|-0.0040564327500760555|-0.002030694391578436|0.5023922920227051|0.001334871631115675|0.0005199890001676977|0.3750334084033966|0.0010788248619064689|-0.005610606167465448|0.00651144003495574|0.01158932689577341|0.010610008612275124|0.0003153206198476255|0.21433450281620026|-0.0015260023064911366|-0.5107788443565369|-0.0012885464821010828
indian_pines,23,v47,182.264,0.776,0.742,0.742,6|8|30|33|36|37|49|52|58|62|64|68|94|97|108|114|120|126|127|130|166|180|183,0.33383482694625854|0.5444008111953735|-0.020281562581658363|-0.264482319355011|0.0002727246028371155|0.019956795498728752|-0.004894893150776625|0.002467662561684847|-0.3451039791107178|0.0031015786807984114|0.35719412565231323|-0.01605684496462345|0.32819637656211853|0.23325656354427338|-0.002241650363430381|0.0081478888168931|-0.014799881726503372|0.005605471786111593|-0.42664670944213867|0.020107628777623177|0.011111532337963581|0.0012039029970765114|0.0038356909062713385
indian_pines,22,v47,182.156,0.771,0.741,0.741,6|17|27|33|34|42|65|71|94|108|113|115|127|128|135|136|147|154|169|174|176|180,-7.460495544364676e-05|-0.004802558105438948|0.00272250734269619|-0.00039733704761601985|0.015715904533863068|-0.0009702641982585192|0.7453744411468506|0.002708728890866041|-0.006245921365916729|0.0028032432310283184|-0.02179134264588356|0.001422257861122489|0.0031810651998966932|0.004362894222140312|-0.24017353355884552|0.3956320583820343|-0.0017583025619387627|-0.00474252225831151|-0.0010591016616672277|-0.008534188382327557|-0.010780148208141327|-0.24706602096557617
indian_pines,21,v47,181.701,0.769,0.727,0.727,6|7|21|26|30|33|36|49|50|63|70|111|115|127|128|131|134|154|160|161|171,-0.004605968948453665|0.018033277243375778|0.00361480750143528|-0.4667882025241852|0.0017637937562540174|0.011373363435268402|-0.42306703329086304|0.003277883166447282|0.019501058384776115|-0.007003849372267723|-0.02214224450290203|0.0006943447515368462|-0.01570267416536808|0.005483921151608229|-0.020327232778072357|0.0017641754820942879|-0.005809407215565443|0.009719254449009895|0.2613127827644348|-0.008325925096869469|-0.008497966453433037
indian_pines,20,v47,181.621,0.777,0.747,0.747,6|8|30|35|37|52|59|66|94|99|108|119|131|132|147|148|158|162|168|180,0.01615149714052677|0.0007174127968028188|-0.0037789989728480577|-0.004180523566901684|0.0012217306066304445|0.5398821234703064|-0.0034207196440547705|-0.004658256191760302|-0.1693606823682785|0.2779410481452942|0.0001798571174731478|-0.04669548198580742|0.004162927158176899|-0.013052184134721756|-0.2934967279434204|-0.44705265760421753|-0.007024644874036312|-0.0028976225294172764|-0.004017876926809549|0.016911981627345085
indian_pines,19,v47,181.872,0.77,0.738,0.738,9|14|30|35|37|44|51|58|63|97|108|118|131|133|147|158|162|168|171,-0.023798322305083275|0.4524137079715729|-0.3130226135253906|-0.00126213941257447|0.006238969974219799|0.003189502051100135|-0.0023052524775266647|0.00684716459363699|-0.001147120725363493|0.02029814012348652|0.012047446332871914|-0.010718784295022488|0.007998709566891193|-0.45848318934440613|0.01390116848051548|-0.012605386786162853|-0.007720132824033499|0.004068667534738779|-0.21888098120689392
indian_pines,18,v47,182.668,0.772,0.745,0.745,10|17|30|36|40|43|52|67|99|113|122|138|139|148|153|163|164|165,0.021415891125798225|0.002548325341194868|-0.017454510554671288|-0.36375612020492554|-0.021745622158050537|0.02270905114710331|-0.0010716818505898118|-0.5216264128684998|0.0025279473047703505|-0.010789274238049984|0.000240633002249524|0.0002781677176244557|0.2503735423088074|-0.016320843249559402|0.0024680648930370808|-0.04344124719500542|0.001015902729704976|0.028082996606826782
indian_pines,17,v47,181.389,0.76,0.728,0.728,5|10|19|27|30|36|45|80|98|109|128|135|148|158|159|169|173,0.00553572503849864|-0.00019188426085747778|-0.41082751750946045|0.023219387978315353|-0.002896479330956936|-0.00282946671359241|-0.022550661116838455|-0.0008876764914020896|0.004131725989282131|-0.005084447097033262|0.007427982985973358|0.35889339447021484|0.000324553664540872|-0.0010194848291575909|0.0038045556284487247|-0.001456437399610877|-0.0065779429860413074
indian_pines,16,v47,182.732,0.76,0.731,0.731,6|10|19|28|36|46|52|68|100|112|119|128|130|162|164|173,0.021252211183309555|0.018525738269090652|-0.001100892317481339|0.00039685206138528883|-0.5525226593017578|0.02033010683953762|0.002668125322088599|-0.010442635975778103|0.0409071259200573|0.00711991498246789|0.3362615704536438|-0.009759188629686832|0.02833395078778267|0.008479930460453033|-0.0031313481740653515|0.0030776632484048605
indian_pines,15,v47,182.746,0.756,0.719,0.719,18|19|25|37|41|57|70|98|117|125|126|133|152|161|170,-0.004123349208384752|-0.013476602733135223|-0.006578205153346062|0.018175309523940086|-0.00015956538845784962|-0.015446916222572327|-0.004422182682901621|0.036207668483257294|-0.2872968018054962|0.0015782134141772985|-0.002538588596507907|0.01530542690306902|0.016579169780015945|5.779803905170411e-05|0.016065729781985283
